window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
72,4926,2974,2,0,2,5,1.0667,1,0,0,0,0,0,0,0,1,1.9446,0.0052,1,48.1,1,0.0,0.0,0.0,0,0,16,16,32,0.0,0,0,0,0
73,4921,3063,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9518,0.0072,2,46.7,1,0.0,0.0,0.0,0,0,21,19,40,0.0,0,0,0,0
74,4918,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9904,0.0385,2,48.2,1,0.0,0.0,0.0,0,0,20,18,38,0.0,0,0,0,0
75,4915,3071,1,0,1,5,0.6,2,0,0,0,0,0,0,0,3,1.9766,-0.0138,1,46.2,2,0.0,0.0,0.0,0,0,19,17,36,0.0,0,0,0,0
76,4912,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9766,0.0,1,47.1,2,0.0,0.0,0.0,0,0,20,20,40,0.0,0,0,0,0
77,4910,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9852,0.0086,1,47.2,2,0.0,0.0,0.0,0,0,18,18,36,0.0,0,0,0,0
78,4909,3025,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.9864,0.0012,1,46.9,2,0.0,0.0,0.0,0,0,16,13,29,0.0,0,0,0,0
79,4908,2987,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9628,-0.0237,1,47.7,2,0.0,0.0,0.0,0,0,19,14,33,0.0,0,0,0,0
80,4908,3021,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,3,1.9424,-0.0204,2,48.5,2,0.0,0.0,0.0,0,0,22,13,35,0.0,0,0,0,0
81,4908,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8632,-0.0791,2,47.0,2,0.0,0.0,0.0,0,0,25,15,40,0.0,0,0,0,0
82,4905,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.766,-0.0973,1,45.6,2,0.0,0.0,0.0,0,0,25,15,40,0.0,0,0,0,0
83,4905,3005,1,0,1,5,1.6,2,0,0,0,0,0,0,0,1,1.7474,-0.0185,1,48.0,2,0.0,0.0,0.0,0,0,20,12,32,0.0,0,1,0,0
84,4903,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.766,0.0185,1,47.5,2,0.0,0.0,0.0,0,0,19,11,30,0.0,0,0,0,0
85,4902,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9174,0.1514,1,47.9,2,0.0,0.0,0.0,0,0,19,11,30,0.0,0,0,0,0
86,4900,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9077,-0.0097,1,47.6,2,0.0,0.0,0.0,0,0,14,8,22,0.0,0,0,0,0
87,4900,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9495,0.0418,1,46.2,2,0.0,0.0,0.0,0,0,14,8,22,0.0,0,0,0,0
88,4898,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9658,0.0163,1,48.8,2,0.0,0.0,0.0,0,0,14,8,22,0.0,0,0,0,0
89,4897,3001,1,0,1,3,0.8,1,0,0,0,0,0,0,0,3,1.9713,0.0055,1,46.4,2,0.0,0.0,0.0,0,0,11,7,18,0.0,0,0,0,0
90,4897,3011,2,0,2,5,0.75,1,0,0,0,0,0,0,0,3,1.9258,-0.0455,1,48.2,2,0.0,0.0,0.0,0,0,7,6,13,0.0,0,0,0,0
91,4897,3077,1,0,1,4,1.3333,1,0,0,0,0,0,0,0,1,1.9535,0.0277,2,45.3,2,0.0,0.0,0.0,0,0,13,13,26,0.0,0,0,0,0
92,4896,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9569,0.0034,2,48.3,2,0.0,0.0,0.0,0,0,14,15,29,0.0,0,0,0,0
93,4896,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9803,0.0235,1,47.3,2,0.0,0.0,0.0,0,0,14,15,29,0.0,0,0,0,0
94,4895,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9628,-0.0176,1,46.4,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
95,4893,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9242,-0.0386,1,48.7,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
96,4893,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9491,0.0249,1,46.8,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
97,4892,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9457,-0.0034,1,48.5,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
98,4891,2914,1,0,1,5,0.24,1,0,0,0,0,0,0,0,3,1.9183,-0.0274,1,46.4,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0
99,4889,3121,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.926,0.0077,1,49.3,1,0.0,0.0,0.0,0,0,14,12,26,0.0,0,0,0,0
100,4889,3133,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,3,1.8739,-0.0521,2,46.4,1,0.0,0.0,0.0,0,0,14,13,27,0.0,0,0,0,0
101,4889,3109,1,0,1,3,0.8,1,0,0,0,0,0,0,0,3,1.8632,-0.0107,2,47.1,1,0.0,0.0,0.0,0,0,9,8,17,0.0,0,0,0,0
102,4889,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9612,0.098,2,48.6,1,0.0,0.0,0.0,0,0,9,10,19,0.0,0,0,0,0
103,4889,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9506,-0.0107,1,46.7,1,0.0,0.0,0.0,0,0,9,10,19,0.0,0,0,0,0
104,4889,2933,3,0,3,5,1.3333,2,0,0,0,0,0,0,0,3,1.9742,0.0236,1,48.2,2,0.0,0.0,0.0,0,0,9,10,19,0.0,0,0,0,0
105,4888,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9592,-0.015,1,46.4,2,0.0,0.0,0.0,0,0,13,17,30,0.0,0,0,0,0
106,4887,3019,4,0,4,5,0.8,1,0,0,0,0,0,0,0,1,1.9494,-0.0098,1,47.9,2,0.0,0.0,0.0,0,0,13,17,30,0.0,0,0,0,0
107,4887,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9562,0.0068,1,46.1,2,0.0,0.0,0.0,0,0,20,29,49,0.0,0,0,0,0
108,4882,3002,1,0,1,4,0.25,1,0,0,0,0,0,0,0,1,1.8939,-0.0622,1,48.4,2,0.0,0.0,0.0,0,0,20,29,49,0.0,0,0,0,0
109,4881,3030,4,0,4,5,1.3333,1,0,0,0,0,0,0,0,1,1.8307,-0.0632,1,47.5,2,0.0,0.0,0.0,0,0,17,31,48,0.0,0,0,0,0
110,4878,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8485,0.0178,2,48.1,2,0.0,0.0,0.0,0,0,24,37,61,0.0,0,0,0,0
111,4876,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8339,-0.0146,1,46.0,2,0.0,0.0,0.0,0,0,23,35,58,0.0,0,0,0,0
112,4876,3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9158,0.0818,1,46.6,2,0.0,0.0,0.0,0,0,22,31,53,0.0,0,0,0,0
113,4875,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8868,-0.0289,1,47.7,2,0.0,0.0,0.0,0,0,22,31,53,0.0,0,0,0,0
114,4874,2975,1,0,1,5,1.0,1,0,0,0,0,0,0,0,1,1.948,0.0612,1,47.5,2,0.0,0.0,0.0,0,0,22,31,53,0.0,0,0,0,0
115,4873,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9875,0.0394,1,48.0,1,0.0,0.0,0.0,0,0,20,24,44,0.0,0,0,0,0
116,4872,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9899,0.0024,1,46.8,1,0.0,0.0,0.0,0,0,20,24,44,0.0,0,0,0,0
117,4869,2940,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9597,-0.0302,1,47.6,1,0.0,0.0,0.0,0,0,13,12,25,0.0,0,0,0,0
118,4869,2959,2,0,2,5,0.3333,1,0,0,0,0,0,0,0,3,1.9461,-0.0136,1,47.4,1,0.0,0.0,0.0,0,0,13,12,25,0.0,0,0,0,0
119,4869,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9822,0.0362,1,47.0,1,0.0,0.0,0.0,0,0,17,14,31,0.0,0,0,0,0
120,4869,3023,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9622,-0.02,1,46.2,1,0.0,0.0,0.0,0,0,9,7,16,0.0,0,0,0,0
121,4868,3094,3,0,3,5,2.0,1,0,0,0,0,0,0,0,1,1.9724,0.0101,1,45.6,1,0.0,0.0,0.0,0,0,11,10,21,0.0,0,1,0,0
122,4868,3015,3,0,3,5,1.0,1,0,0,0,0,0,0,0,3,1.9875,0.0151,2,48.0,1,0.0,0.0,0.0,0,0,13,16,29,0.0,0,0,0,0
123,4868,3088,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.997,0.0095,2,46.5,1,0.0,0.0,0.0,0,0,22,28,50,0.0,0,0,0,0
124,4868,2963,2,0,2,5,0.2667,2,0,0,0,0,0,0,0,3,1.99,-0.007,2,48.6,2,0.0,0.0,0.0,0,0,23,31,54,0.0,0,0,0,0
125,4867,3087,1,0,1,5,0.8,2,0,0,0,0,0,0,0,1,1.99,0.0,2,46.3,2,0.0,0.0,0.0,0,0,29,36,65,0.0,0,0,0,0
126,4865,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9665,-0.0235,2,48.1,2,0.0,0.0,0.0,0,0,29,38,67,0.0,0,0,0,0
127,4865,3004,1,0,1,5,1.1429,1,0,0,0,0,0,0,0,1,1.9629,-0.0036,1,46.7,2,0.0,0.0,0.0,0,0,29,38,67,0.0,0,0,0,0
128,4865,2945,1,0,1,4,0.1875,1,0,0,0,0,0,0,0,1,1.982,0.0192,1,48.4,2,0.0,0.0,0.0,0,0,34,40,74,0.0,0,0,0,0
129,4865,3090,4,0,4,5,1.0,1,0,0,0,0,0,0,0,1,1.9539,-0.0282,2,46.2,2,0.0,0.0,0.0,0,0,35,42,77,0.0,0,0,0,0
130,4862,3016,1,0,1,5,0.8,1,0,0,0,0,0,0,0,1,1.9345,-0.0193,2,48.1,2,0.0,0.0,0.0,0,0,54,62,116,0.0,0,0,0,0
131,4860,3010,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9713,0.0367,2,46.2,2,0.0,0.0,0.0,0,0,53,60,113,0.0,0,0,0,0
132,4853,2987,3,0,3,5,1.3333,1,0,0,0,0,0,0,0,1,1.9787,0.0074,2,47.4,2,0.0,0.0,0.0,0,0,52,56,108,0.0,0,0,0,0
133,4848,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9687,-0.01,2,46.5,2,0.0,0.0,0.0,0,0,53,56,109,0.0,0,0,0,0
134,4846,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8589,-0.1098,1,45.5,2,0.0,0.0,0.0,0,0,52,53,105,0.0,0,0,0,0
135,4840,2934,2,0,2,4,0.3,1,0,0,0,0,0,0,0,3,1.7899,-0.069,1,47.3,2,0.0,0.0,0.0,0,0,40,42,82,0.0,0,0,0,0
136,4836,2970,2,0,2,5,0.48,1,0,0,0,0,0,0,0,3,1.829,0.0391,1,45.8,1,0.0,0.0,0.0,0,0,43,41,84,0.0,0,0,0,0
137,4831,2920,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9525,0.1235,2,47.8,1,0.0,0.0,0.0,0,0,49,45,94,0.0,0,0,0,0
138,4830,2962,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9681,0.0155,2,46.3,1,0.0,0.0,0.0,0,0,47,46,93,0.0,0,0,0,0
139,4830,2893,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.9342,-0.0339,2,47.3,1,0.0,0.0,0.0,0,0,44,44,88,0.0,0,0,0,0
140,4829,2899,2,0,2,5,1.5,2,0,0,0,0,0,0,0,1,1.9727,0.0385,2,46.5,2,0.0,0.0,0.0,0,0,28,27,55,0.0,0,1,0,0
141,4828,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.967,-0.0058,2,46.9,2,0.0,0.0,0.0,0,0,28,30,58,0.0,0,0,0,0
142,4828,2948,2,0,2,5,0.4444,2,0,0,0,0,0,0,0,1,1.9638,-0.0032,1,46.2,2,0.0,0.0,0.0,0,0,28,30,58,0.0,0,0,0,0
143,4825,2891,1,0,1,3,0.4444,2,0,0,0,0,0,0,0,3,1.9475,-0.0163,1,46.9,2,0.0,0.0,0.0,0,0,23,34,57,0.0,0,0,0,0
144,4824,2891,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,1,1.9696,0.0222,2,46.6,2,0.0,0.0,0.0,0,0,23,37,60,0.0,0,0,0,0
145,4820,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9438,-0.0259,2,46.5,2,0.0,0.0,0.0,0,0,23,40,63,0.0,0,0,0,0
146,4816,2966,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,1,1.9067,-0.0371,1,46.1,2,0.0,0.0,0.0,0,0,17,36,53,0.0,0,0,0,0
147,4812,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9316,0.0249,1,47.2,2,0.0,0.0,0.0,0,0,18,39,57,0.0,0,0,0,0
148,4809,3017,1,0,1,5,0.8889,1,0,0,0,0,0,0,0,3,1.4899,-0.4416,1,46.6,2,0.0,0.0,0.0,0,0,15,36,51,0.0,0,0,0,0
149,4807,2934,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9127,0.4228,1,46.8,2,0.0,0.0,0.0,0,0,17,41,58,0.0,0,0,0,0
150,4803,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9363,0.0235,2,46.1,2,0.0,0.0,0.0,0,0,17,42,59,0.0,0,0,0,0
