window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded
151,4856,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9636,0.0097,1,46.6,2,0.0,0.0,0.0,0,0,22,30,52,0.0,0,0,0,0
152,4854,2981,1,0,1,5,0.0,1,0,0,0,0,0,0,0,0,1.966,0.0024,1,46.2,2,0.0,0.0,0.0,0,0,19,30,49,0.0,0,0,0,0
153,4854,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9628,-0.0032,1,48.5,2,0.0,0.0,0.0,0,0,20,39,59,0.0,0,0,0,0
154,4852,2983,1,0,1,5,0.8,1,0,0,0,0,0,0,0,1,1.9788,0.016,1,45.3,2,0.0,0.0,0.0,0,0,20,39,59,0.0,0,0,0,0
155,4851,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9919,0.0131,1,47.6,2,0.0,0.0,0.0,0,0,18,33,51,0.0,0,0,0,0
156,4849,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9766,-0.0153,1,45.2,1,0.0,0.0,0.0,0,0,12,21,33,0.0,0,0,0,0
157,4847,3000,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.9904,0.0138,1,46.9,1,0.0,0.0,0.0,0,0,9,20,29,0.0,0,0,0,0
158,4847,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9569,-0.0335,1,47.6,1,0.0,0.0,0.0,0,0,8,17,25,0.0,0,0,0,0
159,4846,2921,2,0,2,5,1.0,1,0,0,0,0,0,0,0,1,1.9822,0.0254,1,47.1,1,0.0,0.0,0.0,0,0,7,13,20,0.0,0,0,0,0
160,4845,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9852,0.003,1,48.2,1,0.0,0.0,0.0,0,0,10,16,26,0.0,0,0,0,0
161,4843,3035,1,0,1,3,1.0,1,0,0,0,0,0,0,0,0,1.9656,-0.0196,1,44.8,1,0.0,0.0,0.0,0,0,10,16,26,0.0,0,0,0,0
162,4843,2938,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,0,1.9144,-0.0512,1,48.7,1,0.0,0.0,0.0,0,0,11,19,30,0.0,0,0,0,0
163,4842,2855,1,0,1,5,0.8,1,0,0,0,0,0,0,0,0,1.9352,0.0209,2,45.5,1,0.0,0.0,0.0,0,0,12,16,28,0.0,0,0,0,0
164,4841,2955,2,0,2,4,0.75,1,0,0,0,0,0,0,0,1,1.944,0.0088,2,48.4,1,0.0,0.0,0.0,0,0,12,17,29,0.0,0,0,0,0
165,4839,2952,1,0,1,3,0.6667,2,0,0,0,0,0,0,0,1,1.9628,0.0187,2,45.9,2,0.0,0.0,0.0,0,0,12,22,34,0.0,0,0,0,0
