window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
11,4247,2839,1,4,1,1.852,1,111.5,0,0,0.0,1.0,0.0,9,1.0,31,6,6,353,0,0.007126,0.0873,75.0,10,3.0,0.0317,0.0191,0,0,0,0,0.111111,0.015625,25,0.8594,1.3397,0.7351,14,4,13,755,1144,428,1.0,0.0,0,0,0,0.015873,0.029243,0.5428,1.0,1,0.43,0.9756,31,0.57
12,4229,2629,2,5,3,1.9401,2,107.5,0,0,0.0,1.0,0.0,11,1.0,26,3,8,376,0,0.00633,0.1028,101.0101,11,4.2,0.0818,0.0234,2,0,0,0,0.102804,0.015625,26,0.848,1.3678,0.7161,12,3,11,670,1021,412,1.0,0.0,0,0,0,0.065421,0.034809,1.8794,1.0,1,0.5043,0.8871,31,0.4957
13,4225,2743,1,5,1,1.9352,2,106.9,0,0,0.0,1.0,0.0,16,1.0,29,12,9,386,0,0.006858,0.0787,135.5932,10,3.7,0.0441,0.0163,1,0,0,0,0.125984,0.015625,27,0.876,1.3678,0.6943,14,2,13,714,1117,413,1.0,0.0,0,0,0,0.023622,0.033211,0.7113,1.0,1,0.3578,0.8462,26,0.6422
14,4223,2711,2,5,1,1.8871,2,107.5,0,0,0.0,1.0,0.0,4,1.0,26,4,7,403,0,0.00634,0.0901,28.5714,11,4.7,0.0631,0.0193,1,1,0,0,0.108108,0.015625,27,0.8555,1.3678,0.6801,14,1,11,743,1065,372,1.0,0.0,0,0,0,0.054054,0.03599,1.5019,1.0,1,0.4723,0.9003,29,0.5277
15,4174,2693,3,5,3,1.9561,2,106.6,0,0,0.0,1.0,0.0,25,1.0,28,16,14,395,0,0.007293,0.1037,166.6667,12,3.6,0.0645,0.0229,2,0,0,0,0.103659,0.015625,26,0.8493,1.3728,0.6564,11,3,14,715,1093,416,1.0,0.0,0,0,0,0.018293,0.033778,0.5416,1.0,1,0.3748,0.9934,26,0.6252
16,4075,2554,1,3,3,1.9788,2,101.7,0,0,0.0,1.0,0.0,5,1.0,28,6,6,392,0,0.006126,0.0719,30.5344,12,3.8,0.0514,0.0158,0,0,0,0,0.071942,0.015625,24,0.7828,1.3944,0.6397,11,3,14,690,1069,364,1.0,0.0,0,0,0,0.021583,0.032343,0.6673,1.0,1,0.395,0.848,28,0.605
17,4061,2687,3,5,3,1.8335,2,99.8,0,0,0.0,1.0,0.0,19,1.0,27,11,12,453,0,0.006268,0.0783,88.9474,13,3.9,0.0482,0.0201,2,0,0,0,0.090361,0.015625,27,0.8271,1.4727,0.6192,11,2,14,755,1051,393,1.0,0.0,0,0,0,0.054217,0.034774,1.5591,1.0,1,0.4096,0.92,28,0.5904
18,4061,2613,1,4,2,1.9775,2,99.5,0,0,0.0,1.0,0.0,13,1.0,33,11,5,458,0,0.006278,0.0662,91.5493,14,3.4,0.0488,0.0146,0,1,0,0,0.10596,0.015625,25,0.8525,1.4925,0.6067,12,4,17,695,1048,401,1.0,0.0,0,0,0,0.006623,0.03181,0.2082,1.0,1,0.3839,0.9485,27,0.6161
19,4056,2542,3,5,3,1.8554,2,100.0,0,0,0.0,1.0,0.0,17,1.0,33,10,10,498,0,0.005917,0.0667,114.2857,15,3.9,0.0444,0.0148,1,0,0,0,0.093333,0.015625,29,0.8326,1.5192,0.5927,13,3,17,711,1029,381,1.0,0.0,0,0,0,0.033333,0.031963,1.0429,1.0,1,0.4152,0.9888,33,0.5848
20,3957,2453,3,5,3,1.5296,2,98.4,0,0,0.0,1.0,0.0,13,1.0,29,5,9,492,0,0.005438,0.0897,86.9565,16,4.8,0.0414,0.0187,1,0,0,0,0.089655,0.015625,29,0.8257,1.5261,0.5795,10,1,18,671,947,390,1.0,0.0,0,0,0,0.048276,0.033516,1.4404,1.044,0,0.4375,0.9304,33,0.5625
