seed,window,phase,lid,n_core,s_avg,r_core,b_gen,phase_sig,links_total
4,1,maturation,9,2,0.015996,0.980984,0.031383,-2.692429,3089
4,2,maturation,11,2,0.064135,0.946205,0.12137,-1.494184,3090
4,2,maturation,14,2,0.096406,0.983194,0.189571,-0.155763,3090
4,3,maturation,15,5,0.281466,0.911129,1.282258,-2.869212,3034
4,3,maturation,16,2,0.063355,0.89015,0.11279,1.314604,3034
4,3,maturation,17,2,0.051371,0.878776,0.090286,0.031372,3034
4,3,maturation,18,2,0.186086,0.996369,0.370821,1.692195,3034
4,3,maturation,20,2,0.095065,0.997441,0.189644,0.610249,3034
4,3,maturation,21,2,0.074566,0.939558,0.140118,1.960444,3034
4,3,maturation,22,2,0.059774,0.999521,0.11949,0.643268,3034
4,4,maturation,24,5,0.297159,0.744046,1.1055,-2.206665,3013
4,5,maturation,32,2,0.103366,0.971397,0.200819,2.829941,3091
4,5,maturation,33,2,0.024027,0.878378,0.04221,-2.228503,3091
4,5,maturation,34,2,0.153395,0.899817,0.276055,0.633316,3091
4,5,maturation,35,2,0.01603,0.889497,0.028518,-2.98997,3091
4,5,maturation,36,2,0.062141,0.938637,0.116656,-2.144968,3091
4,5,maturation,38,2,0.008981,0.966351,0.017358,-1.456676,3091
4,5,maturation,41,2,0.071815,0.936302,0.134481,2.220566,3091
4,5,maturation,25,3,0.241643,0.620079,0.449512,1.564638,3091
4,5,maturation,26,5,0.302339,0.378245,0.57179,1.118907,3091
4,5,maturation,27,3,0.29466,0.515025,0.455271,1.422061,3091
4,5,maturation,28,2,0.180666,0.934533,0.337677,1.924734,3091
4,5,maturation,30,2,0.15534,0.654722,0.20341,1.40139,3091
4,6,maturation,42,5,0.257771,0.173098,0.223098,0.426059,3055
4,6,maturation,43,2,0.336453,0.979408,0.65905,1.44776,3055
4,6,maturation,44,2,0.017896,0.9723,0.034801,1.026442,3055
4,6,maturation,45,2,0.017729,0.537061,0.019043,-2.923728,3055
4,6,maturation,48,2,0.008992,0.71521,0.012862,1.555018,3055
4,7,maturation,49,4,0.433201,0.265778,0.460541,-2.927627,3078
4,7,maturation,50,3,0.242454,0.661317,0.481017,1.438516,3078
4,7,maturation,51,2,0.016937,0.85491,0.028959,-0.99197,3078
4,7,maturation,53,2,0.026213,0.983718,0.051572,-0.950716,3078
4,7,maturation,54,2,0.018232,0.998531,0.036409,-0.827178,3078
4,7,maturation,55,2,0.012982,0.976945,0.025365,-0.655527,3078
4,8,maturation,56,5,0.287612,0.94952,1.365466,-2.664555,3079
4,9,maturation,58,2,0.016233,0.988508,0.032092,2.175066,2957
4,9,maturation,60,2,0.020101,0.918743,0.036935,-2.149073,2957
4,10,maturation,64,2,0.14532,0.777328,0.225923,-2.600387,3031
4,10,maturation,62,2,0.130199,0.997821,0.259831,-1.273718,3031
4,11,maturation,65,2,0.090153,0.856368,0.154409,-2.01919,2996
4,11,maturation,66,2,0.083165,0.911198,0.15156,0.170096,2996
4,11,maturation,69,2,0.237252,0.97762,0.463885,1.31138,2996
4,11,maturation,71,2,0.007411,0.942335,0.013967,-0.050242,2996
4,11,maturation,72,2,0.063716,0.931988,0.118764,0.716781,2996
4,11,maturation,74,2,0.029663,0.879405,0.052171,-0.766505,2996
4,12,maturation,75,4,0.309491,0.869665,1.076613,-0.632922,3023
4,12,maturation,76,2,0.491525,0.913037,0.897561,1.232899,3023
4,12,maturation,77,2,0.121247,0.750668,0.182033,2.392198,3023
4,13,maturation,79,3,0.294066,0.77146,0.680581,2.014331,2990
4,13,maturation,80,5,0.281194,0.871964,1.225955,0.299757,2990
4,13,maturation,81,5,0.373703,0.920791,1.720512,-3.108089,2990
4,13,maturation,82,3,0.317447,0.876589,0.834812,-2.746998,2990
4,13,maturation,83,2,0.063964,0.870549,0.111368,1.521321,2990
4,13,maturation,85,2,0.466267,0.822865,0.76735,-0.150451,2990
4,14,maturation,86,5,0.238376,0.378648,0.451304,2.83932,3011
4,14,maturation,87,4,0.355759,0.786786,1.119626,0.272637,3011
4,15,maturation,90,5,0.30936,0.936885,1.449173,-1.461265,3072
4,16,maturation,91,5,0.459167,0.56637,1.300293,-0.427823,2926
4,17,maturation,96,2,0.098249,0.8976,0.176377,-1.636578,2944
4,17,maturation,92,3,0.457555,0.525627,0.721511,-1.713998,2944
4,17,maturation,93,3,0.230141,0.973092,0.671845,0.116553,2944
4,17,maturation,94,2,0.079662,0.978006,0.155819,-0.629204,2944
4,18,maturation,101,2,0.204816,0.982053,0.40228,-2.241092,3023
4,18,maturation,102,2,0.14618,0.999886,0.292327,2.554734,3023
4,18,maturation,103,2,0.157533,0.98596,0.310643,2.516184,3023
4,18,maturation,104,2,0.487453,0.957533,0.933506,-3.110611,3023
4,18,maturation,106,2,0.699417,0.818167,1.14448,-1.952023,3023
4,18,maturation,107,2,0.180446,0.982048,0.354414,2.526803,3023
4,18,maturation,108,2,0.0698,0.408262,0.056993,1.52764,3023
4,18,maturation,109,2,0.094661,0.997277,0.188806,2.46271,3023
4,18,maturation,110,2,0.114078,0.848357,0.193557,-2.993436,3023
4,18,maturation,111,2,0.075733,0.995075,0.15072,-2.332768,3023
4,18,maturation,112,2,0.165407,0.970451,0.32104,2.631949,3023
4,18,maturation,113,2,0.203568,0.986454,0.401621,-2.395338,3023
4,19,maturation,115,4,0.377872,0.810306,1.224768,-2.844583,2917
4,19,maturation,116,2,0.047271,0.802487,0.075869,1.883898,2917
4,19,maturation,117,2,0.035524,0.59515,0.042284,-2.801141,2917
4,20,tracking,119,3,0.273744,0.985577,0.809386,-1.145093,2912
4,20,tracking,120,3,0.320918,0.976988,0.940599,-3.017263,2912
4,20,tracking,121,2,0.140613,0.848138,0.238519,-0.221373,2912
4,20,tracking,123,2,0.420889,0.987536,0.831287,0.337159,2912
4,20,tracking,124,2,0.593445,0.900846,1.069206,0.809296,2912
4,20,tracking,125,2,0.463326,0.627306,0.581295,0.122208,2912
4,21,tracking,128,2,0.110589,0.98534,0.217935,-3.087986,2969
4,21,tracking,132,2,0.020035,0.99,0.03967,-1.921423,2969
4,21,tracking,133,2,0.033113,0.998182,0.066105,-2.533672,2969
4,21,tracking,135,2,0.01501,0.795348,0.023877,1.483428,2969
4,21,tracking,136,2,0.036139,0.99278,0.071757,1.40033,2969
4,21,tracking,138,2,0.050943,0.997063,0.101588,-2.836752,2969
4,21,tracking,126,4,0.401706,0.951495,1.528886,-1.362101,2969
4,21,tracking,127,2,0.021922,0.943719,0.041376,1.617108,2969
4,22,tracking,139,5,0.451365,0.278525,0.628581,-1.312448,2918
4,23,tracking,140,2,0.029994,0.046213,0.002772,0.500397,2953
4,23,tracking,142,2,0.030917,0.852649,0.052723,-2.116528,2953
4,23,tracking,144,2,0.013304,0.925418,0.024623,-2.191396,2953
4,23,tracking,146,2,0.051346,0.925863,0.09508,-0.637298,2953
4,23,tracking,147,2,0.011174,0.964264,0.021549,2.309363,2953
4,23,tracking,148,2,0.058788,0.940392,0.110567,-1.210605,2953
4,23,tracking,149,2,0.022009,0.997076,0.043888,-0.950512,2953
4,24,tracking,152,2,0.037061,0.998859,0.074037,1.736191,2888
4,24,tracking,150,2,0.016995,0.961529,0.032683,2.375114,2888
4,24,tracking,151,2,0.021304,0.988147,0.042103,1.938694,2888
4,25,tracking,160,2,0.019825,0.913072,0.036203,-1.119653,2903
4,25,tracking,163,2,0.029342,0.991879,0.058207,-0.825034,2903
4,25,tracking,164,2,0.046871,0.999452,0.093692,-0.70829,2903
4,25,tracking,165,2,0.068008,0.946183,0.128697,2.599728,2903
4,25,tracking,154,5,0.265241,0.479404,0.635788,2.684065,2903
4,25,tracking,155,3,0.2915,0.962823,0.841989,0.599851,2903
4,25,tracking,156,2,0.01227,0.999139,0.024519,-0.208376,2903
4,25,tracking,159,2,0.032216,0.839423,0.054085,2.844315,2903
4,26,tracking,166,3,0.276692,0.613477,0.509234,1.173635,2896
4,26,tracking,167,2,0.099375,0.960641,0.190927,-3.098129,2896
4,26,tracking,168,2,0.042497,0.970616,0.082497,1.347613,2896
4,26,tracking,170,2,0.042693,0.624287,0.053305,2.647853,2896
4,26,tracking,171,2,0.007587,0.944078,0.014326,2.022455,2896
4,26,tracking,172,2,0.652134,0.498585,0.650289,2.958603,2896
4,26,tracking,175,2,0.05707,0.829107,0.094635,2.304013,2896
4,26,tracking,177,2,0.215634,0.839583,0.362085,1.162762,2896
4,26,tracking,178,2,0.106693,0.958901,0.204616,1.387889,2896
4,27,tracking,184,2,0.025369,0.972952,0.049366,-2.129848,2879
4,27,tracking,179,4,0.33791,0.170906,0.231003,-1.317927,2879
4,27,tracking,181,2,0.131415,0.992083,0.260749,-2.493689,2879
4,27,tracking,183,2,0.611068,0.876074,1.070682,-1.449718,2879
4,28,tracking,192,2,0.697987,0.989172,1.380858,-0.985993,2840
4,28,tracking,194,2,0.022019,0.959119,0.042237,-1.083333,2840
4,28,tracking,186,2,0.069234,0.817914,0.113256,1.165698,2840
4,28,tracking,187,2,0.511482,0.993836,1.016658,0.027818,2840
4,28,tracking,188,2,0.039176,0.999442,0.078309,-1.368761,2840
4,28,tracking,189,2,0.007981,0.998715,0.015942,-0.740253,2840
4,28,tracking,191,2,0.123749,0.937573,0.232048,-0.976885,2840
4,29,tracking,196,5,0.394777,0.844974,1.667881,-2.826736,2853
4,29,tracking,197,2,0.262304,0.626756,0.3288,2.606749,2853
4,30,tracking,200,4,0.302727,0.769921,0.932302,0.897376,2878
4,30,tracking,201,2,0.169235,0.996823,0.337396,2.146049,2878
4,30,tracking,202,2,0.169056,0.818956,0.276898,1.5936,2878
4,31,tracking,203,4,0.273591,0.550801,0.602776,0.263974,2862
4,31,tracking,204,5,0.317067,0.168189,0.266636,-1.389779,2862
4,32,tracking,208,2,0.023735,0.984122,0.046716,2.101088,2840
4,32,tracking,205,5,0.259358,0.282791,0.36672,-1.012609,2840
4,32,tracking,206,2,0.013764,0.97871,0.026942,2.125952,2840
4,34,tracking,210,4,0.378562,0.978319,1.481417,-1.722179,2827
4,34,tracking,211,2,0.071502,0.99996,0.142999,1.240721,2827
4,34,tracking,212,2,0.032095,0.976431,0.062676,0.187872,2827
4,34,tracking,215,2,0.030839,0.821688,0.05068,-1.473827,2827
4,34,tracking,216,2,0.070997,0.841659,0.11951,1.827541,2827
4,34,tracking,218,2,0.050976,0.960328,0.097907,-2.706072,2827
4,35,tracking,225,2,0.032659,0.601591,0.039295,-0.049372,2782
4,35,tracking,227,2,0.044654,0.714634,0.063823,-1.765796,2782
4,35,tracking,228,2,0.037034,0.924072,0.068443,-0.672373,2782
4,35,tracking,220,2,0.039983,0.997739,0.079786,-1.534739,2782
4,35,tracking,221,2,0.091034,0.992739,0.180746,-0.944851,2782
4,36,tracking,232,2,0.146418,0.989973,0.289899,-0.295607,2830
4,36,tracking,233,2,0.37552,0.728499,0.547132,-1.199193,2830
4,36,tracking,235,2,0.053779,0.879095,0.094554,2.093651,2830
4,36,tracking,231,2,0.182657,0.999845,0.365257,0.504231,2830
4,37,tracking,240,2,0.04769,0.976227,0.093112,2.849458,2938
4,37,tracking,237,4,0.338473,0.751522,1.017479,0.168003,2938
4,37,tracking,239,2,0.058597,0.815862,0.095614,2.006921,2938
4,39,tracking,242,2,0.117278,0.982472,0.230446,-3.001585,2720
4,39,tracking,244,2,0.079188,0.999456,0.158289,-2.189173,2720
4,40,tracking,248,2,0.029308,0.997839,0.058489,-0.279341,2787
4,40,tracking,245,2,0.054014,0.913661,0.098702,0.70999,2787
4,40,tracking,247,2,0.011353,0.99964,0.022697,0.259946,2787
4,41,tracking,257,2,0.014525,0.908571,0.026393,2.348497,2678
4,41,tracking,258,2,0.016715,0.915564,0.030608,-2.831693,2678
4,41,tracking,250,5,0.236631,0.831786,0.984133,-1.41037,2678
4,41,tracking,252,2,0.028225,0.883348,0.049865,-1.54054,2678
4,41,tracking,254,2,0.044434,0.999549,0.088828,-2.384889,2678
4,41,tracking,255,2,0.0693,0.75707,0.104931,-1.263087,2678
4,42,tracking,260,4,0.40167,0.796767,1.28015,-2.445187,2735
4,42,tracking,261,2,0.07791,0.957851,0.149253,-1.454746,2735
4,42,tracking,262,2,0.067382,0.79475,0.107104,0.65284,2735
4,42,tracking,263,2,0.072521,0.985371,0.142921,-0.177114,2735
4,43,tracking,266,3,0.487898,0.610745,0.893945,1.903074,2661
4,43,tracking,267,2,0.620472,0.992436,1.231558,1.339959,2661
4,43,tracking,268,2,0.012318,0.580701,0.014307,-3.018032,2661
4,43,tracking,269,2,0.248328,0.440248,0.218651,-0.943315,2661
4,43,tracking,270,2,0.112031,0.95506,0.213992,1.518989,2661
4,44,tracking,273,2,0.063704,0.944315,0.120314,1.702662,2683
4,44,tracking,274,2,0.064509,0.732999,0.09457,1.216983,2683
4,44,tracking,271,2,0.020307,0.957843,0.038901,1.675236,2683
4,45,tracking,275,2,0.009349,0.999894,0.018697,-2.70769,2665
4,45,tracking,276,2,0.011611,0.986048,0.022898,-2.010392,2665
4,47,tracking,279,4,0.436649,0.725053,1.266375,-0.636107,2625
4,48,tracking,281,2,0.061641,0.96781,0.119313,-1.714048,2703
4,48,tracking,282,2,0.112374,0.96351,0.216547,2.599191,2703
4,49,tracking,290,2,0.012834,0.999869,0.025665,2.688205,2733
4,49,tracking,285,2,0.169493,0.675586,0.229015,0.437627,2733
4,49,tracking,286,2,0.010235,0.94531,0.01935,-2.929909,2733
4,50,tracking,292,2,0.133452,0.945099,0.25225,0.877992,2713
4,50,tracking,293,2,0.153229,0.931331,0.285413,0.910199,2713
4,50,tracking,294,2,0.210405,0.892164,0.375431,1.769194,2713
4,51,tracking,295,5,0.389696,0.084658,0.164954,-0.084035,2681
4,51,tracking,296,4,0.411734,0.428978,0.7065,-0.211439,2681
4,51,tracking,297,2,0.108968,0.975544,0.212605,0.231079,2681
4,51,tracking,298,2,0.112763,0.84762,0.19116,2.167523,2681
4,51,tracking,300,2,0.098976,0.999976,0.197948,0.000108,2681
4,52,tracking,305,2,0.024885,0.985994,0.049074,0.590179,2577
4,52,tracking,306,2,0.011548,0.932627,0.02154,-0.046082,2577
4,52,tracking,302,5,0.417168,0.60578,1.263559,0.129031,2577
4,52,tracking,303,2,0.012734,0.977188,0.024887,0.544422,2577
4,53,tracking,307,4,0.266688,0.683955,0.729609,0.140553,2684
4,53,tracking,308,4,0.291225,0.750189,0.873896,-2.892035,2684
4,53,tracking,309,5,0.231555,0.30999,0.358899,0.168222,2684
4,53,tracking,310,4,0.360156,0.49642,0.715155,-1.856342,2684
4,53,tracking,314,2,0.007212,0.99623,0.01437,1.45696,2684
4,53,tracking,316,2,0.017284,0.97624,0.033746,2.144059,2684
4,53,tracking,318,2,0.00766,0.930736,0.01426,-0.976292,2684
4,53,tracking,319,2,0.043464,0.323998,0.028165,2.321704,2684
4,54,tracking,322,2,0.410035,0.770716,0.63204,2.747453,2472
4,54,tracking,323,2,0.215236,0.965268,0.415521,-1.842295,2472
4,55,tracking,324,5,0.402191,0.903943,1.817787,-2.79175,2604
4,55,tracking,325,5,0.371787,0.866176,1.610164,-0.461157,2604
4,55,tracking,326,5,0.32182,0.875869,1.409359,2.193144,2604
4,55,tracking,327,2,0.017872,0.983829,0.035166,-0.81717,2604
4,55,tracking,329,2,0.038388,0.738368,0.056689,-2.666561,2604
4,55,tracking,330,2,0.049232,0.975061,0.096009,-1.701873,2604
4,55,tracking,332,2,0.029631,0.877243,0.051987,-1.608004,2604
4,55,tracking,335,2,0.012735,0.978665,0.024927,-1.310109,2604
4,55,tracking,336,2,0.075007,0.48272,0.072414,1.798584,2604
4,56,tracking,338,5,0.332582,0.134367,0.223441,1.785791,2535
4,56,tracking,339,2,0.567812,0.391792,0.444928,2.032557,2535
4,56,tracking,340,2,0.765524,0.889956,1.362566,2.17972,2535
4,58,tracking,344,2,0.300661,0.920353,0.553429,2.614188,2465
4,58,tracking,345,2,0.066032,0.664123,0.087707,-2.412207,2465
4,58,tracking,342,2,0.613177,0.999994,1.226347,2.506912,2465
4,59,tracking,352,2,0.070157,0.970252,0.136139,-0.6833,2523
4,59,tracking,353,2,0.070272,0.938265,0.131868,-0.07707,2523
4,59,tracking,346,4,0.406376,0.355232,0.577432,0.036419,2523
4,59,tracking,348,2,0.047653,0.99056,0.094406,1.256479,2523
4,60,tracking,354,5,0.319908,0.499881,0.799581,-3.031154,2545
4,61,tracking,355,3,0.287636,0.958798,0.827356,-2.513653,2537
4,61,tracking,358,2,0.024231,0.999762,0.048451,3.099121,2537
4,61,tracking,359,2,0.028177,0.78328,0.044141,-2.484449,2537
4,62,tracking,360,2,0.065765,0.999991,0.131528,-0.342954,2606
4,62,tracking,361,2,0.062688,0.970689,0.1217,-0.093692,2606
4,62,tracking,366,2,0.360893,0.981274,0.70827,2.424453,2606
4,62,tracking,367,2,0.021383,0.998873,0.042719,-1.427619,2606
4,62,tracking,368,2,0.236758,0.995627,0.471446,1.667174,2606
4,63,tracking,369,5,0.452994,0.797782,1.806951,-2.232125,2586
4,63,tracking,370,5,0.232664,0.698106,0.812122,2.388745,2586
4,63,tracking,371,2,0.157714,0.767477,0.242084,-0.763723,2586
4,63,tracking,374,2,0.216071,0.987257,0.426636,3.039422,2586
4,63,tracking,375,2,0.012942,0.975696,0.025255,-2.459756,2586
4,63,tracking,376,2,0.385074,0.927273,0.714138,-1.850618,2586
4,63,tracking,377,2,0.360993,0.882339,0.637035,-2.186943,2586
4,64,tracking,379,5,0.361946,0.456104,0.825425,1.036429,2442
4,64,tracking,380,3,0.397741,0.892555,1.065016,2.573515,2442
4,64,tracking,381,5,0.280928,0.531871,0.747089,1.956293,2442
4,64,tracking,382,2,0.053842,0.989384,0.10654,0.455322,2442
4,64,tracking,383,2,0.070426,0.660131,0.092981,-2.316036,2442
4,66,tracking,386,2,0.203376,0.354794,0.144313,-1.876503,2561
4,66,tracking,387,2,0.177081,0.999821,0.354097,-0.680092,2561
4,66,tracking,389,2,0.368271,0.978341,0.72059,0.008604,2561
4,68,tracking,392,4,0.416807,0.684097,1.140547,2.560823,2496
4,68,tracking,393,2,0.096424,0.833654,0.160769,0.742885,2496
4,68,tracking,396,2,0.240118,0.997736,0.479149,1.39733,2496
4,68,tracking,397,2,0.054016,0.966578,0.10442,0.565551,2496
4,68,tracking,398,2,0.076126,0.903118,0.137501,0.381056,2496
4,68,tracking,399,2,0.068424,0.998445,0.136634,1.923001,2496
4,68,tracking,401,2,0.361785,0.700167,0.50662,-0.647397,2496
4,69,tracking,405,2,0.031481,0.984126,0.061962,-0.340061,2450
4,69,tracking,406,2,0.010187,0.958321,0.019525,-0.202394,2450
4,69,tracking,407,2,0.007474,0.9867,0.014749,-0.327651,2450
