seed,window,phase,lid,n_core,s_avg,r_core,b_gen,phase_sig,links_total
1,29,tracking,164,2,0.087883,0.915986,0.160999,2.791672,2864
1,29,tracking,167,2,0.117596,0.99127,0.233138,-0.659708,2864
1,29,tracking,168,2,0.131399,0.422624,0.111064,1.07905,2864
1,29,tracking,169,2,0.099327,0.970231,0.192739,1.345849,2864
1,29,tracking,170,2,0.193361,0.973443,0.376451,-0.303652,2864
1,30,tracking,171,3,0.408865,0.445504,0.546453,0.010711,2834
1,30,tracking,174,2,0.010889,0.894021,0.01947,-2.206621,2834
1,31,tracking,176,3,0.440413,0.883611,1.167461,2.795345,2742
1,31,tracking,175,3,0.285429,0.349409,0.299194,0.359912,2742
1,32,tracking,177,5,0.439683,0.39154,0.860766,-0.397468,2705
1,32,tracking,178,3,0.465823,0.867772,1.212685,-2.186772,2705
1,32,tracking,180,2,0.078826,0.898843,0.141705,-2.367103,2705
1,32,tracking,182,2,0.09723,0.795289,0.154652,-1.255943,2705
1,32,tracking,183,2,0.118383,0.996122,0.235848,-1.744574,2705
1,32,tracking,184,2,0.1933,0.904607,0.349722,2.917618,2705
1,32,tracking,185,2,0.196615,0.957286,0.376433,-3.116666,2705
1,33,tracking,192,2,0.156712,0.957825,0.300206,1.184114,2879
1,33,tracking,193,2,0.167224,0.988124,0.330476,0.726752,2879
1,33,tracking,186,3,0.274778,0.825378,0.680386,-0.508521,2879
1,33,tracking,187,5,0.36701,0.823192,1.5106,2.824847,2879
1,33,tracking,189,2,0.01698,0.848301,0.028808,0.221134,2879
1,33,tracking,191,2,0.135013,0.995212,0.268734,0.680941,2879
1,34,tracking,194,5,0.356883,0.332567,0.593438,-0.162671,2804
1,34,tracking,195,5,0.365041,0.653282,1.192373,-2.465495,2804
1,35,tracking,196,5,0.228621,0.416788,0.476431,-2.361836,2811
1,35,tracking,197,2,0.011931,0.900165,0.021479,0.791259,2811
1,35,tracking,198,2,0.027325,0.404,0.022079,-0.842771,2811
1,35,tracking,199,2,0.10307,0.961719,0.198249,1.501431,2811
1,36,tracking,201,5,0.477596,0.442067,1.055647,0.202941,2811
1,36,tracking,202,2,0.080301,0.873996,0.140366,-1.19333,2811
1,36,tracking,203,2,0.007821,0.735689,0.011508,2.014689,2811
1,36,tracking,204,2,0.020525,0.947226,0.038883,3.107943,2811
1,36,tracking,207,2,0.085504,0.899731,0.153861,-2.606636,2811
1,36,tracking,208,2,0.234129,0.973794,0.455987,-1.921837,2811
1,36,tracking,209,2,0.033854,0.706636,0.047845,0.115354,2811
1,38,tracking,211,5,0.282262,0.171085,0.241454,-3.059618,2722
1,38,tracking,212,5,0.314742,0.772518,1.21572,-0.808551,2722
1,38,tracking,213,2,0.029603,0.911921,0.053991,-3.008396,2722
1,38,tracking,215,2,0.03587,0.992021,0.071167,-2.44874,2722
1,39,tracking,216,5,0.233935,0.722503,0.845092,1.824008,2816
1,39,tracking,218,2,0.017322,0.784956,0.027194,-1.319791,2816
1,39,tracking,219,2,0.009842,0.743127,0.014628,-1.700572,2816
1,39,tracking,220,2,0.011365,0.94818,0.021551,-0.630075,2816
1,40,tracking,224,2,0.03631,0.917462,0.066626,-1.129525,2710
1,40,tracking,225,2,0.153645,0.786632,0.241724,0.529756,2710
1,40,tracking,226,2,0.050484,0.752138,0.075942,1.932754,2710
1,40,tracking,228,2,0.01514,0.998074,0.030222,-1.131021,2710
1,40,tracking,232,2,0.425139,0.923602,0.785319,0.930407,2710
1,40,tracking,233,2,0.117559,0.956643,0.224924,1.023034,2710
1,40,tracking,234,2,0.090461,0.804516,0.145555,-0.125622,2710
1,40,tracking,222,4,0.438869,0.195954,0.343993,-2.959445,2710
1,40,tracking,223,3,0.358565,0.793865,0.853957,0.214186,2710
1,41,tracking,235,4,0.405338,0.294838,0.478036,-0.240327,2807
1,41,tracking,236,2,0.007271,0.741202,0.010779,2.819089,2807
1,41,tracking,237,2,0.028233,0.982104,0.055456,-1.890896,2807
1,41,tracking,239,2,0.014139,0.949165,0.026841,-2.397164,2807
1,41,tracking,240,2,0.016791,0.962401,0.032319,-1.425126,2807
1,42,tracking,242,2,0.041383,0.996807,0.082501,-0.319319,2755
1,42,tracking,243,2,0.042118,0.988119,0.083235,-2.891272,2755
1,42,tracking,245,2,0.232761,0.952118,0.443233,-0.71359,2755
1,42,tracking,246,2,0.044414,0.935376,0.083088,1.584596,2755
1,42,tracking,248,2,0.062131,0.984266,0.122307,2.131151,2755
1,42,tracking,249,2,0.208652,0.999427,0.417064,-0.206707,2755
1,43,tracking,250,5,0.240891,0.529579,0.637854,0.239624,2732
1,44,tracking,257,2,0.204633,0.890956,0.364637,1.524244,2819
1,44,tracking,258,2,0.116528,0.999655,0.232976,-2.631247,2819
1,44,tracking,252,5,0.34255,0.134817,0.230908,-0.995222,2819
1,44,tracking,253,5,0.301402,0.562368,0.847495,-2.52777,2819
1,45,tracking,259,4,0.314737,0.886146,1.115611,2.800271,2625
1,46,tracking,262,2,0.008592,0.876519,0.015061,-0.895011,2607
1,46,tracking,263,2,0.193612,0.901952,0.349257,2.252327,2607
1,46,tracking,264,2,0.034752,0.999993,0.069504,-1.161049,2607
1,46,tracking,266,2,0.033207,0.977498,0.06492,-2.690705,2607
1,46,tracking,267,2,0.013713,0.997227,0.02735,-1.324981,2607
1,46,tracking,268,2,0.436962,0.990402,0.865536,1.656031,2607
1,46,tracking,269,2,0.025388,0.982557,0.04989,-0.968464,2607
1,46,tracking,270,2,0.009887,0.960462,0.018992,-0.960876,2607
1,47,tracking,273,4,0.333072,0.85722,1.142062,-0.504199,2738
1,47,tracking,274,2,0.049714,0.684982,0.068107,-2.723075,2738
1,47,tracking,276,2,0.346362,0.786288,0.544681,2.059391,2738
1,47,tracking,279,2,0.034816,0.996682,0.069401,0.488702,2738
1,47,tracking,280,2,0.04796,0.875981,0.084024,1.903254,2738
1,49,tracking,281,5,0.299875,0.769159,1.153255,-1.930347,2731
1,50,tracking,288,2,0.054249,0.970342,0.10528,0.223667,2696
1,50,tracking,291,2,0.195062,0.719094,0.280536,-0.566688,2696
1,50,tracking,292,2,0.010279,0.961342,0.019763,0.930426,2696
1,50,tracking,293,2,0.024024,0.997309,0.04792,0.06229,2696
1,50,tracking,283,4,0.482354,0.662819,1.278854,-0.116547,2696
1,50,tracking,284,5,0.380129,0.465784,0.885291,-2.35426,2696
1,50,tracking,285,2,0.044478,0.557664,0.049608,-0.850992,2696
1,50,tracking,287,2,0.007309,0.98493,0.014397,0.472658,2696
1,51,tracking,297,2,0.016425,0.98155,0.032243,-3.127848,2742
1,51,tracking,294,3,0.26428,0.90689,0.719018,-0.876078,2742
1,51,tracking,295,2,0.027865,0.921799,0.051373,-2.530594,2742
1,52,tracking,298,4,0.504702,0.220805,0.445763,-2.944429,2710
1,52,tracking,299,2,0.012139,0.992798,0.024103,-1.444595,2710
1,52,tracking,300,2,0.016683,0.999601,0.033352,0.29704,2710
1,52,tracking,302,2,0.012508,0.933173,0.023344,-1.695325,2710
1,53,tracking,312,2,0.053657,0.855098,0.091764,-2.513978,2713
1,53,tracking,311,2,0.588981,0.714704,0.841895,1.003971,2713
1,53,tracking,310,2,0.157279,0.824826,0.259455,1.166736,2713
1,53,tracking,303,2,0.045676,0.999671,0.091322,-3.036556,2713
1,54,tracking,320,2,0.017864,0.845137,0.030195,2.266683,2676
1,54,tracking,321,2,0.051761,0.999989,0.10352,2.059309,2676
1,54,tracking,322,2,0.040578,0.992689,0.080564,1.584315,2676
1,54,tracking,323,2,0.027459,0.951108,0.052233,2.56988,2676
1,54,tracking,313,3,0.362465,0.954488,1.037906,-1.011973,2676
1,54,tracking,314,2,0.107192,0.99976,0.214333,2.275539,2676
1,54,tracking,317,2,0.036871,0.622506,0.045905,-2.542034,2676
1,55,tracking,326,5,0.439676,0.777,1.70814,-3.072909,2661
1,55,tracking,327,2,0.027475,0.999926,0.054945,-2.801741,2661
1,56,tracking,330,3,0.475154,0.640043,0.912357,2.96549,2713
1,57,tracking,331,3,0.355042,0.778579,0.829285,-1.296548,2746
1,57,tracking,334,2,0.120063,0.947917,0.227619,-1.82992,2746
1,57,tracking,336,2,0.128729,0.988653,0.254537,-1.348948,2746
1,57,tracking,337,2,0.013576,0.998851,0.027121,1.340836,2746
1,57,tracking,339,2,0.024715,0.977267,0.048307,1.173595,2746
1,57,tracking,340,2,0.012564,0.891183,0.022394,1.634353,2746
1,57,tracking,342,2,0.060966,0.86959,0.10603,-2.168637,2746
1,57,tracking,343,2,0.048938,0.680811,0.066636,1.475549,2746
1,58,tracking,344,4,0.274342,0.485634,0.532919,-1.194989,2641
1,58,tracking,346,2,0.020258,0.998082,0.040437,1.455204,2641
1,58,tracking,347,2,0.029472,0.999186,0.058897,1.46792,2641
1,59,tracking,350,4,0.341028,0.595111,0.811798,-0.161901,2645
1,59,tracking,351,3,0.452457,0.985507,1.337697,-0.710576,2645
1,60,tracking,355,2,0.012149,0.981556,0.02385,-1.184785,2632
1,60,tracking,357,2,0.018998,0.985779,0.037455,-2.874258,2632
1,60,tracking,359,2,0.177943,0.986514,0.351086,-1.5465,2632
1,61,tracking,361,5,0.352466,0.367689,0.64799,0.115051,2672
1,61,tracking,364,2,0.141647,0.958969,0.27167,-2.729106,2672
1,61,tracking,365,2,0.162043,0.997538,0.323289,-0.405273,2672
1,61,tracking,366,2,0.169281,0.999291,0.338321,0.092989,2672
1,61,tracking,367,2,0.072724,0.989517,0.143923,-0.622115,2672
1,62,tracking,372,2,0.016221,0.895175,0.029041,-1.01391,2670
1,62,tracking,373,2,0.018085,0.958554,0.034671,-3.013055,2670
1,63,tracking,376,2,0.184107,0.842195,0.310109,1.349254,2644
1,63,tracking,377,2,0.189906,0.898315,0.34119,0.312524,2644
1,63,tracking,374,5,0.285315,0.908358,1.29584,-2.518804,2644
1,64,tracking,378,5,0.350981,0.17044,0.299107,0.445052,2604
1,64,tracking,380,2,0.017224,0.920381,0.031705,1.702557,2604
1,64,tracking,381,2,0.689272,0.972623,1.340804,3.123354,2604
1,65,tracking,387,2,0.01066,0.999899,0.021318,-1.796415,2670
1,65,tracking,388,2,0.637646,0.871177,1.111005,-2.813515,2670
1,65,tracking,389,2,0.619121,0.891157,1.103468,0.159755,2670
1,65,tracking,390,2,0.0119,0.836744,0.019914,-2.395407,2670
1,66,tracking,392,5,0.286184,0.325997,0.466477,-2.614216,2605
1,66,tracking,395,2,0.08876,0.994477,0.17654,-2.644603,2605
1,67,tracking,396,5,0.400128,0.497175,0.994667,3.131711,2676
1,67,tracking,397,5,0.290847,0.832243,1.210276,0.688582,2676
1,67,tracking,398,4,0.237137,0.834568,0.791629,-2.732774,2676
1,68,tracking,401,4,0.434741,0.787686,1.369758,0.541122,2677
1,68,tracking,402,3,0.468374,0.667965,0.938572,3.041855,2677
1,68,tracking,403,2,0.051463,0.998471,0.102768,0.437191,2677
1,68,tracking,405,2,0.031354,0.998473,0.062612,-2.446647,2677
1,68,tracking,406,2,0.045733,0.389954,0.035667,2.12247,2677
1,68,tracking,407,2,0.071366,0.996165,0.142185,-2.302459,2677
1,68,tracking,410,2,0.051217,0.862105,0.088308,-2.447616,2677
1,68,tracking,414,2,0.017394,0.994036,0.03458,-1.807451,2677
2,0,maturation,1,2,0.031881,0.991356,0.063211,3.016637,3029
2,0,maturation,3,2,0.18847,0.606308,0.228542,-2.804395,3029
2,0,maturation,4,2,0.012937,0.940037,0.024323,2.511971,3029
2,0,maturation,6,2,0.024904,0.588835,0.029329,0.637105,3029
2,0,maturation,7,2,0.024733,0.97529,0.048243,2.399002,3029
2,0,maturation,8,2,0.082823,0.940433,0.155778,-2.221259,3029
2,0,maturation,9,2,0.058361,0.985583,0.115039,-0.022269,3029
2,0,maturation,10,2,0.01901,0.985743,0.037478,-0.508842,3029
2,1,maturation,16,2,0.890665,0.991412,1.766031,-1.307668,3021
2,1,maturation,12,2,0.194032,0.993064,0.385373,2.797838,3021
2,1,maturation,14,2,0.181593,0.991518,0.360105,-3.044984,3021
2,2,maturation,17,5,0.240542,0.803604,0.966504,-1.723599,2981
2,2,maturation,19,2,0.10791,0.999736,0.215763,-0.608983,2981
2,2,maturation,20,2,0.141798,0.974795,0.276447,0.501417,2981
2,2,maturation,21,2,0.03722,0.990671,0.073745,-1.845052,2981
2,2,maturation,22,2,0.074528,0.551997,0.082279,-0.740488,2981
2,2,maturation,24,2,0.195174,0.927233,0.361943,2.839902,2981
2,2,maturation,25,2,0.024265,0.99807,0.048436,-1.611656,2981
2,2,maturation,28,2,0.137407,0.970334,0.266661,-0.882643,2981
2,3,maturation,29,5,0.464712,0.501715,1.165765,2.633019,3174
2,3,maturation,30,2,0.331283,0.059575,0.039473,3.072096,3174
2,4,maturation,32,3,0.204964,0.947776,0.582779,-1.09124,3133
2,4,maturation,33,5,0.359712,0.847073,1.523512,-1.741841,3133
2,6,maturation,34,2,0.598392,0.997164,1.19339,-2.424444,3006
2,6,maturation,35,2,0.588981,0.612022,0.720939,2.048049,3006
2,7,maturation,37,5,0.291425,0.583581,0.850352,2.481588,3021
2,7,maturation,39,2,0.032666,0.988992,0.064613,-1.846167,3021
2,7,maturation,40,2,0.047019,0.849729,0.079908,0.729708,3021
2,7,maturation,41,2,0.063131,0.982556,0.12406,2.492257,3021
2,7,maturation,44,2,0.133075,0.96269,0.25622,-3.018766,3021
2,7,maturation,45,2,0.024652,0.999363,0.049273,2.265835,3021
2,7,maturation,47,2,0.019984,0.980431,0.039187,0.081945,3021
2,7,maturation,48,2,0.125919,0.8337,0.209958,-2.708419,3021
2,7,maturation,49,2,0.080619,0.981274,0.158218,0.48128,3021
2,9,maturation,52,5,0.262199,0.653292,0.856462,0.366184,2984
2,9,maturation,53,4,0.460177,0.958741,1.764762,-0.055976,2984
2,9,maturation,54,5,0.375919,0.615416,1.156734,3.015471,2984
2,9,maturation,55,3,0.295244,0.911726,0.807545,-2.407151,2984
2,9,maturation,56,2,0.089693,0.976499,0.175171,-2.863559,2984
2,9,maturation,58,2,0.310739,0.604731,0.375827,2.266937,2984
2,11,maturation,59,5,0.264801,0.230968,0.305802,2.141367,2965
2,11,maturation,60,2,0.077987,0.844273,0.131685,-0.532117,2965
2,11,maturation,62,2,0.089282,0.962241,0.171822,0.336686,2965
2,12,maturation,65,2,0.009821,0.992075,0.019487,0.688084,2914
2,12,maturation,66,2,0.041928,0.994349,0.083382,2.742972,2914
2,12,maturation,67,2,0.02871,0.781035,0.044847,2.734843,2914
2,12,maturation,68,2,0.033032,0.905265,0.059805,-2.979137,2914
2,12,maturation,69,2,0.012605,0.910473,0.022952,-1.12372,2914
2,12,maturation,71,2,0.02729,0.930488,0.050786,3.034486,2914
2,12,maturation,72,2,0.009846,0.733708,0.014449,-0.200367,2914
2,12,maturation,63,2,0.013792,0.38052,0.010496,0.516576,2914
2,13,maturation,74,4,0.299832,0.503704,0.604106,-0.35844,2901
2,13,maturation,75,2,0.037292,0.977032,0.072871,2.005145,2901
2,14,maturation,78,2,0.031916,0.999592,0.063806,2.207525,3034
2,14,maturation,79,2,0.061566,0.35234,0.043384,-2.810879,3034
2,15,maturation,80,3,0.402163,0.980666,1.183162,1.96872,2966
2,15,maturation,84,2,0.057629,0.999589,0.115211,-0.468436,2966
2,15,maturation,85,2,0.048326,0.990757,0.095758,0.969358,2966
2,15,maturation,86,2,0.115362,0.615453,0.141999,1.750495,2966
2,15,maturation,87,2,0.321923,0.763378,0.491498,-2.52673,2966
2,15,maturation,90,2,0.010448,0.999917,0.020894,-1.839757,2966
2,15,maturation,91,2,0.103045,0.968439,0.199585,-0.756042,2966
2,15,maturation,92,2,0.05896,0.962861,0.11354,-0.993413,2966
2,15,maturation,94,2,0.022447,0.935528,0.041999,2.619114,2966
2,16,maturation,97,2,0.206675,0.95826,0.396096,-0.387576,2934
2,16,maturation,101,2,0.175354,0.984776,0.345369,2.891921,2934
2,16,maturation,95,2,0.575074,0.994885,1.144264,-2.139147,2934
2,17,maturation,102,5,0.429097,0.819377,1.757962,-0.767386,2977
2,17,maturation,103,3,0.39215,0.709524,0.834719,3.011041,2977
2,17,maturation,104,5,0.333155,0.38988,0.649451,1.013685,2977
2,17,maturation,105,2,0.250329,0.951213,0.476231,0.650484,2977
2,17,maturation,106,2,0.164699,0.96037,0.316344,0.672123,2977
2,17,maturation,107,2,0.19802,0.471049,0.186554,1.916494,2977
2,17,maturation,108,2,0.117474,0.857765,0.20153,2.440034,2977
2,17,maturation,109,2,0.119069,0.921601,0.219469,-0.079923,2977
2,18,maturation,112,2,0.011433,0.999151,0.022847,1.287137,2919
2,18,maturation,111,5,0.286851,0.943579,1.353333,-1.628952,2919
2,19,maturation,114,4,0.389186,0.806817,1.256009,-2.261139,2957
2,19,maturation,115,4,0.319019,0.250396,0.319525,1.432142,2957
2,19,maturation,116,2,0.02185,0.969037,0.042346,-1.915466,2957
2,19,maturation,117,2,0.072607,0.999894,0.145198,2.828888,2957
2,19,maturation,119,2,0.104236,0.973328,0.202912,2.609612,2957
2,19,maturation,120,2,0.016698,0.99834,0.033341,-2.020182,2957
2,19,maturation,121,2,0.026595,0.997124,0.053036,1.184162,2957
2,19,maturation,122,2,0.026701,0.998874,0.053343,-2.009041,2957
2,19,maturation,124,2,0.016228,0.979096,0.031778,-1.870939,2957
2,20,tracking,128,2,0.039454,0.995702,0.078569,-2.397692,2834
2,20,tracking,131,2,0.040241,0.966585,0.077792,-3.070777,2834
2,20,tracking,132,2,0.007369,0.607558,0.008955,-0.643388,2834
2,20,tracking,133,2,0.111174,0.860401,0.191308,2.373542,2834
2,20,tracking,134,2,0.135991,0.974927,0.265162,-1.333428,2834
2,20,tracking,136,2,0.014644,0.956783,0.028023,-3.098087,2834
2,20,tracking,137,2,0.076425,0.999972,0.152845,1.849758,2834
2,20,tracking,138,2,0.045039,0.804503,0.072469,-2.370654,2834
2,20,tracking,125,4,0.420128,0.447638,0.75226,-2.034449,2834
2,20,tracking,127,2,0.012014,0.256715,0.006169,-1.696045,2834
2,21,tracking,139,3,0.282956,0.811837,0.689142,-2.065397,2865
2,21,tracking,140,5,0.257024,0.524654,0.674242,-0.433901,2865
2,21,tracking,141,5,0.346998,0.844607,1.465383,1.691628,2865
2,21,tracking,142,2,0.19731,0.989806,0.390598,-0.25625,2865
2,21,tracking,143,2,0.129026,0.966612,0.249437,-0.993488,2865
2,21,tracking,146,2,0.223131,0.569991,0.254365,-1.703756,2865
2,21,tracking,148,2,0.40959,0.968594,0.793452,2.919665,2865
2,22,tracking,149,5,0.266026,0.902814,1.200861,0.408478,2895
2,22,tracking,150,2,0.256856,0.999957,0.513691,-1.903028,2895
2,22,tracking,152,2,0.611791,0.984821,1.205009,-1.4316,2895
2,22,tracking,155,2,0.094307,0.992887,0.187273,-2.261299,2895
2,22,tracking,156,2,0.040334,0.880445,0.071024,2.275616,2895
2,22,tracking,158,2,0.047267,0.99941,0.094478,-3.083412,2895
2,22,tracking,159,2,0.030553,0.89424,0.054643,-0.852788,2895
2,23,tracking,160,3,0.260298,0.268573,0.209727,0.242757,2795
2,23,tracking,161,2,0.076394,0.96741,0.147809,-0.057593,2795
2,23,tracking,162,2,0.035353,0.989645,0.069973,-0.171352,2795
2,23,tracking,163,2,0.013738,0.925843,0.025439,0.602391,2795
2,24,tracking,164,5,0.427689,0.521523,1.115247,-2.648358,2871
2,25,tracking,167,2,0.015883,0.992035,0.031512,2.318614,2843
2,26,tracking,170,4,0.297508,0.725391,0.86324,-2.165915,2852
2,26,tracking,171,2,0.100313,0.902195,0.181004,0.233926,2852
2,26,tracking,172,2,0.05418,0.809122,0.087676,1.942229,2852
2,26,tracking,173,2,0.021509,0.999484,0.042996,0.71727,2852
2,26,tracking,176,2,0.087181,0.998135,0.174037,1.022438,2852
2,27,tracking,192,2,0.008132,0.931504,0.015149,-2.226134,2766
2,27,tracking,193,2,0.039891,0.992318,0.07917,0.46472,2766
2,27,tracking,194,2,0.026223,0.985081,0.051664,-2.185014,2766
2,27,tracking,195,2,0.013953,0.966888,0.026983,-2.859691,2766
2,27,tracking,196,2,0.0135,0.716551,0.019347,-1.078814,2766
2,27,tracking,198,2,0.066676,0.994329,0.132595,-1.230404,2766
2,27,tracking,199,2,0.128012,0.95072,0.243407,-0.861786,2766
2,27,tracking,200,2,0.069694,0.955065,0.133124,-2.856627,2766
2,27,tracking,179,2,0.110576,0.999985,0.221149,-2.847659,2766
2,27,tracking,180,2,0.483472,0.972096,0.939962,-2.614637,2766
2,27,tracking,181,2,0.024435,0.985723,0.048172,1.945962,2766
2,27,tracking,183,2,0.017793,0.777681,0.027675,-2.819623,2766
2,27,tracking,185,2,0.068006,0.979863,0.133273,0.789766,2766
2,27,tracking,188,2,0.023035,0.878758,0.040484,2.272637,2766
2,27,tracking,190,2,0.083464,0.796623,0.132979,-3.019019,2766
2,28,tracking,202,2,0.025732,0.861078,0.044314,0.696055,2838
2,28,tracking,204,2,0.025546,0.933688,0.047703,-0.80731,2838
2,29,tracking,207,4,0.407025,0.958677,1.560821,2.250766,2816
2,30,tracking,208,2,0.507846,0.82953,0.842547,1.916512,2740
2,30,tracking,209,2,0.55871,0.995949,1.112894,0.262827,2740
2,30,tracking,210,2,0.550393,0.979378,1.078085,2.788773,2740
2,30,tracking,212,2,0.752947,0.7045,1.060902,-0.153862,2740
2,31,tracking,216,2,0.077145,0.989262,0.152633,2.385145,2718
2,31,tracking,213,5,0.417134,0.584999,1.220116,-2.574817,2718
2,31,tracking,214,4,0.393755,0.997524,1.571118,2.689297,2718
2,32,tracking,224,2,0.010671,0.999681,0.021335,-2.721621,2814
2,32,tracking,227,2,0.033054,0.366341,0.024218,1.598531,2814
2,32,tracking,228,2,0.067643,0.988406,0.133717,0.23808,2814
2,32,tracking,230,2,0.059621,0.999943,0.119235,-0.011871,2814
2,32,tracking,231,2,0.017663,0.993416,0.035094,-1.92346,2814
2,32,tracking,232,2,0.071501,0.991748,0.141822,-1.677477,2814
2,32,tracking,233,2,0.039046,0.886153,0.069202,2.481638,2814
2,32,tracking,218,4,0.392144,0.721673,1.131998,2.333778,2814
2,32,tracking,219,4,0.305244,0.90241,1.10182,-1.065676,2814
2,32,tracking,220,5,0.262721,0.706325,0.927832,-1.346969,2814
2,32,tracking,221,3,0.274105,0.972198,0.799454,-1.616861,2814
2,33,tracking,235,2,0.013695,0.966506,0.026473,-1.567863,2712
2,33,tracking,236,2,0.144994,0.997701,0.289322,0.643793,2712
2,33,tracking,237,2,0.0478,0.993005,0.094932,-0.178384,2712
2,33,tracking,238,2,0.102707,0.972206,0.199705,-0.059822,2712
2,33,tracking,239,2,0.029833,0.460126,0.027454,1.809557,2712
2,33,tracking,245,2,0.04809,0.995017,0.095701,0.827451,2712
2,33,tracking,246,2,0.008352,0.995745,0.016632,-0.13854,2712
2,34,tracking,249,2,0.010158,0.986891,0.020051,1.082394,2739
2,34,tracking,250,2,0.04914,0.996088,0.097896,0.36991,2739
2,34,tracking,251,2,0.016919,0.991528,0.033551,1.11301,2739
2,34,tracking,247,3,0.292751,0.852343,0.748573,0.78619,2739
2,35,tracking,258,2,0.04165,0.650395,0.054178,0.39166,2819
2,35,tracking,259,2,0.020707,0.991186,0.041049,1.12796,2819
2,35,tracking,260,2,0.239188,0.997701,0.477275,1.773477,2819
2,35,tracking,261,2,0.037728,0.94425,0.071249,1.061819,2819
2,35,tracking,253,2,0.697574,0.688026,0.959898,-0.827825,2819
2,35,tracking,254,2,0.019157,0.991598,0.037993,0.85455,2819
2,38,tracking,264,2,0.022699,0.980376,0.044507,-1.276384,2732
2,38,tracking,262,5,0.283304,0.685005,0.970321,-1.866777,2732
2,38,tracking,263,2,0.043785,0.887244,0.077697,-0.591762,2732
2,39,tracking,267,2,0.062626,0.82608,0.103468,1.006284,2658
2,39,tracking,268,2,0.152148,0.50582,0.153918,-0.802722,2658
2,39,tracking,269,2,0.144653,0.989604,0.286299,-1.999932,2658
2,39,tracking,271,2,0.041989,0.999981,0.083977,-0.672893,2658
2,40,tracking,274,3,0.224797,0.933783,0.629734,3.128066,2754
2,40,tracking,275,5,0.379646,0.417902,0.793274,0.474142,2754
2,40,tracking,276,2,0.009636,0.963399,0.018567,-0.195192,2754
2,40,tracking,278,2,0.010012,0.169352,0.003391,2.216006,2754
2,40,tracking,280,2,0.014952,0.464674,0.013895,-1.563913,2754
2,42,tracking,288,2,0.061686,0.999628,0.123327,-2.11615,2711
2,42,tracking,289,2,0.100682,0.891858,0.179589,-0.635724,2711
2,42,tracking,290,2,0.016579,0.962468,0.031913,-1.388282,2711
2,42,tracking,292,2,0.081239,0.979276,0.159112,-0.16307,2711
2,42,tracking,281,5,0.28305,0.9414,1.332316,-0.961164,2711
2,42,tracking,282,2,0.156345,0.984403,0.307814,0.222445,2711
2,42,tracking,283,2,0.043276,0.998025,0.08638,-1.877516,2711
2,44,tracking,296,2,0.545599,0.985912,1.075825,-2.594075,2722
2,44,tracking,294,5,0.41427,0.968411,2.005917,-1.634299,2722
2,44,tracking,295,3,0.414279,0.287883,0.357792,1.799676,2722
2,46,tracking,300,5,0.245707,0.576416,0.708147,-2.459448,2815
2,46,tracking,302,2,0.015533,0.991548,0.030803,2.135145,2815
2,46,tracking,304,2,0.017174,0.981402,0.033709,2.497137,2815
2,46,tracking,305,2,0.168678,0.979847,0.330557,1.854338,2815
2,46,tracking,307,2,0.067082,0.98615,0.132305,-1.476366,2815
2,46,tracking,310,2,0.022042,0.875032,0.038575,-2.013421,2815
2,46,tracking,311,2,0.157719,0.992087,0.312943,-1.180245,2815
2,46,tracking,313,2,0.019812,0.980328,0.038845,0.821056,2815
2,46,tracking,315,2,0.012082,0.997314,0.024099,-1.576222,2815
2,47,tracking,320,2,0.060141,0.83395,0.100309,2.169311,2639
2,47,tracking,321,2,0.035797,0.996881,0.071371,2.837995,2639
2,47,tracking,317,5,0.355424,0.41545,0.738304,1.675119,2639
2,47,tracking,318,4,0.273093,0.911583,0.99579,-1.821675,2639
2,48,tracking,322,2,0.119375,0.969264,0.231412,2.358254,2616
2,48,tracking,325,2,0.147852,0.476591,0.140929,-2.079566,2616
2,48,tracking,326,2,0.076566,0.969335,0.148436,3.104114,2616
2,48,tracking,327,2,0.043941,0.99399,0.087354,-3.047896,2616
2,48,tracking,328,2,0.05637,0.833253,0.09394,-3.078819,2616
2,48,tracking,329,2,0.149474,0.998642,0.298542,2.064793,2616
2,48,tracking,330,2,0.057006,0.999385,0.113942,2.049998,2616
2,49,tracking,332,2,0.059323,0.215831,0.025607,-2.722277,2756
2,49,tracking,333,2,0.155354,0.99572,0.309379,0.899258,2756
2,50,tracking,336,3,0.432047,0.833787,1.080705,-1.087225,2599
2,50,tracking,340,2,0.794129,0.956901,1.519807,1.655784,2599
2,50,tracking,341,2,0.009384,0.738171,0.013854,2.927865,2599
2,50,tracking,342,2,0.01735,0.886505,0.030762,-3.092855,2599
2,53,tracking,352,2,0.061925,0.973887,0.120615,2.138263,2639
2,53,tracking,353,2,0.014461,0.917886,0.026548,-1.64128,2639
2,53,tracking,343,5,0.276955,0.478433,0.662521,1.391959,2639
2,53,tracking,344,2,0.596288,0.507758,0.60554,2.398352,2639
2,53,tracking,347,2,0.049151,0.999941,0.098296,-2.063659,2639
2,53,tracking,349,2,0.043714,0.999813,0.087412,-2.244536,2639
2,53,tracking,351,2,0.190419,0.872619,0.332326,1.869111,2639
2,54,tracking,354,5,0.286334,0.69292,0.992032,-0.537849,2698
2,54,tracking,355,2,0.008638,0.981783,0.016962,2.956788,2698
2,54,tracking,356,2,0.023166,0.993501,0.04603,2.977279,2698
2,54,tracking,358,2,0.023661,0.985563,0.046639,2.590235,2698
2,54,tracking,360,2,0.485143,0.993988,0.964454,0.764125,2698
