window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned,alpha_t,compound_restore,inert_penalty,delta_L,delta_Z0,drift_applied,mean_h_age,max_h_age,mean_h_res,max_h_res,mean_h_str,max_h_str,mature_links,rigid_links,brittle_links,hist_matured,hist_snapped,hist_suppressed,avalanche_events,cascade_links,void_mean_V,void_max_V,void_active_nodes,gen_births,gen_candidates,gen_max_T,gen_max_delta,void_consumed,void_deposited,proliferation_pi,void_induced_births,void_total_mass,void_variance,void_isolated_high,void_active_neighbor_high,void_diffusion_events,void_to_active,void_c_diff,cascade_splashes,r0_to_rplus,rplus_to_r0,total_rplus,total_r0,amplified_pairs,echo_deposits,echo_latent_total,reforms_alive,reformations,v_energy,v_recurrence_n,v_motifs,v_labels,v_born,v_died,v_torque_n,v_torque_mean,v_torque_success
128,4102,2491,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,0,0.9183,-0.6036,2,30.9,3,1.0,1.0,0.0,0,0,0,0,0,33,61,94,0.0,1,1,1,0,0,1,0,0.0,0,0,1,0,1.0,624,204,58319,0.00047,0.506293,0.018121,-37,3,0,0.0459,0.234,0.001,0.27,0.1139,0.575,0,0,0,1024,1,5,0,0,0.0001,0.0021,0,0,0,7.4e-05,0.0,0,0.36,0.008029,0,0.4292,0.0,0,0,0,0,0.001,0,9,4,14,2477,642820,0,0.0,0,0,569.9576,491,3,203,2,0,785,0.58337,41.7994
129,4099,2460,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.4488,0.5305,2,29.9,3,1.0,1.0,0.0,0,0,0,0,0,39,69,108,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,777,357,59944,0.000779,0.506346,0.018117,-68,3,1,0.0464,0.334,0.0014,0.36,0.1147,0.645,0,0,0,1136,2,10,0,0,0.0001,0.0021,0,0,0,5.5e-05,0.0,0,0.28,0.01626,0,0.4292,0.0,0,0,0,0,0.001,0,14,12,8,2452,640858,1,0.0586,0,0,559.5267,490,2,203,1,1,785,0.587855,33.7205
130,4096,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5305,0.0817,2,30.9,3,1.0,1.0,0.0,0,0,0,0,0,35,64,99,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,864,291,56310,0.00033,0.506346,0.018117,23,-3,0,0.0461,0.372,0.001,0.36,0.1137,0.67,0,0,0,1139,5,5,0,0,0.0001,0.0021,0,1,1,0.000148,0.0,1,1.292,0.040274,0,0.428,0.0,0,0,0,0,0.001,0,12,15,0,2483,640664,1,0.0394,0,0,555.032,487,0,202,0,1,781,0.628448,37.9504
131,4087,2482,2,0,2,4,1.3333,1,0,0,0,0,0,0,0,3,1.5546,0.0241,1,30.9,3,1.0,1.0,0.0,0,0,0,0,0,33,63,96,0.0,1,1,1,0,0,2,0,0.0,0,0,0,1,0.9792,1363,224,58733,0.00032,0.506346,0.018117,22,0,0,0.0467,0.358,0.0008,0.12,0.1155,0.69,0,0,0,1366,3,0,0,0,0.0001,0.0032,0,4,4,0.000326,8.3e-05,1,0.992,0.024174,0,0.4307,0.0,0,0,106,80,0.001,0,30,3,14,2468,637680,0,0.0,0,0,567.7488,501,3,205,3,0,788,0.627025,41.2565
132,4078,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.571,0.0164,1,30.9,3,1.0,1.0,0.0,0,0,0,0,0,32,60,92,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1461,236,55596,0.00038,0.506357,0.018119,-28,-3,1,0.0465,0.39,0.0009,0.27,0.115,0.7,0,0,1,1591,6,5,0,0,0.0001,0.0104,1,2,2,0.000222,0.000107,1,1.992,0.049342,0,0.4413,0.0,0,1,4,2,0.001,0,4,12,5,2427,633674,0,0.0,0,0,554.9549,492,1,204,0,1,783,0.607861,31.7403
133,4071,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4855,-0.0855,1,31.1,2,0.0,0.0,0.0,0,0,0,0,0,27,47,74,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1735,207,57644,0.001569,0.506357,0.018119,148,-2,0,0.0466,0.338,0.0006,0.33,0.1157,0.655,0,0,0,1507,11,4,0,0,0.0001,0.0014,0,11,11,0.000472,0.000466,2,3.11,0.085271,0,0.4286,0.0,0,0,177,159,0.001,0,8,10,0,2580,629024,1,0.0607,0,0,560.1987,492,0,203,0,1,779,0.600532,43.7466
134,4064,2491,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7219,0.2365,1,30.0,2,0.0,0.0,0.0,0,0,0,0,0,21,36,57,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1737,169,59484,0.000689,0.506357,0.018119,59,-1,0,0.0467,0.262,0.0002,0.09,0.1163,0.655,0,0,0,1373,5,0,0,0,0.0001,0.001,0,2,2,0.000727,1e-06,1,1.516,0.040144,0,0.4292,0.0,0,0,16,14,0.001,0,4,2,0,2491,628122,0,0.0,0,0,550.6557,492,0,203,0,0,777,0.596232,37.8622
135,4053,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7296,0.0076,1,31.0,2,0.0,0.0,0.0,0,0,0,0,0,14,29,43,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1726,143,57252,0.00013,0.506357,0.018118,3,2,1,0.0459,0.316,0.0001,0.03,0.1143,0.695,0,0,0,1003,10,0,0,0,0.0001,0.001,0,4,4,0.000323,0.000184,1,2.844,0.082135,0,0.4294,0.0,0,0,73,70,0.001,0,16,4,4,2431,626668,0,0.0,0,0,539.3875,496,0,202,0,1,773,0.607935,36.112
136,4047,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,0.1761,1,30.6,2,0.0,0.0,0.0,0,0,0,0,0,14,29,43,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1760,280,59450,0.000679,0.506357,0.018118,58,-1,0,0.047,0.306,0.0001,0.03,0.117,0.67,0,0,0,961,3,0,0,0,0.0001,0.001,0,0,0,0.000738,0.0,0,0.924,0.024067,0,0.4295,0.0,0,0,1,1,0.001,0,0,4,0,2493,625228,0,0.0,0,0,537.3884,492,0,202,0,0,773,0.607725,40.4217
137,4039,2415,1,0,1,5,0.6,1,0,0,0,0,0,0,0,3,1.9056,0.0,1,30.2,2,0.0,0.0,0.0,0,0,0,0,0,14,29,43,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1552,201,56825,0.0003,0.506357,0.018118,-20,-4,0,0.0455,0.336,0.0002,0.06,0.1132,0.7,0,0,1,964,5,0,0,0,0.0001,0.0527,1,3,3,0.000199,0.00016,0,1.454,0.041408,0,0.4808,1e-06,0,1,4,1,0.001,0,12,2,6,2409,625006,0,0.0,0,0,535.6426,498,1,203,1,0,778,0.586135,37.8442
138,4034,2412,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.8366,-0.069,1,30.9,2,0.0,0.0,0.0,0,0,0,0,0,10,24,34,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1104,249,56208,0.00033,0.506364,0.018118,-23,0,1,0.0463,0.322,0.0007,0.15,0.1145,0.685,0,0,0,963,4,0,0,0,0.0001,0.001,0,1,1,0.000357,2e-06,1,1.272,0.033167,0,0.4285,0.0,0,0,4,3,0.001,0,16,8,9,2403,625022,0,0.0,0,0,544.0043,501,2,205,2,0,785,0.60045,38.0609
139,4031,2421,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.7759,-0.0607,2,29.6,1,0.0,0.0,0.0,0,0,0,0,0,5,13,18,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1578,184,55740,0.00019,0.506364,0.018118,9,0,0,0.0466,0.296,0.0012,0.3,0.1151,0.6,0,0,0,1312,4,9,0,0,0.0001,0.001,0,2,2,0.000281,0.000209,0,1.19,0.033044,0,0.4291,0.0,0,0,67,66,0.001,0,5,0,14,2407,624966,0,0.0,0,0,545.7503,506,3,206,1,0,788,0.586221,37.9884
140,4028,2487,1,0,1,5,0.96,1,0,0,0,0,0,0,0,3,1.825,0.0492,2,30.7,1,0.0,0.0,0.0,0,0,0,0,0,5,16,21,0.0,0,1,1,0,0,1,0,0.0,0,0,0,1,0.9697,2529,178,55057,0.000849,0.506364,0.018118,75,0,0,0.0475,0.382,0.0013,0.39,0.117,0.68,0,0,0,1775,8,9,0,0,0.0001,0.0014,0,1,1,0.000302,2.7e-05,1,1.788,0.064334,0,0.433,0.0,0,0,34,10,0.001,0,8,7,9,2478,625056,2,0.183,0,0,547.5975,506,2,206,1,1,786,0.619847,34.5517
141,4026,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8911,0.066,2,30.7,1,0.0,0.0,0.0,0,0,0,0,0,5,17,22,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2699,230,55136,0.00015,0.506365,0.018113,-5,17,1,0.0482,0.44,0.0011,0.39,0.1188,0.675,0,0,0,2321,13,4,0,0,0.0001,0.1367,1,9,9,0.000603,0.000558,1,4.018,0.108017,0,0.5735,5e-06,1,0,82,59,0.0011,0,14,12,5,2402,624250,0,0.0,0,0,545.7113,506,1,206,0,0,786,0.580939,35.2398
142,4022,2431,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.571,-0.3201,1,29.6,1,0.0,0.0,0.0,0,0,0,0,0,6,21,27,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1104,289,55144,0.00034,0.506365,0.018113,24,-18,0,0.047,0.278,0.0011,0.33,0.1159,0.66,0,0,0,1244,3,5,0,0,0.0001,0.001,0,0,0,0.000754,0.0,1,0.84,0.024681,0,0.4362,0.0,0,0,87,87,0.001,0,23,8,11,2420,623890,0,0.0,0,0,543.7039,512,3,208,2,0,788,0.591766,40.0436
143,4020,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.571,0.0,1,30.7,1,0.0,0.0,0.0,0,0,0,0,0,3,17,20,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1363,224,58269,0.00039,0.506365,0.018113,29,-19,0,0.047,0.378,0.0014,0.48,0.1157,0.7,0,0,1,1412,7,5,0,0,0.0001,0.001,0,0,0,0.000171,0.0,2,1.68,0.057471,0,0.4371,0.0,0,0,52,52,0.001,0,8,9,7,2429,623408,1,0.1538,0,0,541.6075,509,2,209,1,0,790,0.599926,38.9389
144,4019,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5567,-0.0143,1,30.3,1,0.0,0.0,0.0,0,0,0,0,0,3,18,21,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1409,270,57976,0.00017,0.506364,0.01812,7,-19,1,0.0461,0.43,0.0005,0.48,0.1146,0.65,0,0,0,1388,5,2,0,0,0.0001,0.001,0,5,5,0.0004,0.000248,0,1.4,0.041425,0,0.4365,0.0,0,0,56,54,0.001,0,4,7,3,2411,623092,0,0.0,0,0,541.8639,509,1,209,1,1,793,0.59135,41.0743
145,4016,2380,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.5488,-0.0079,1,29.8,1,0.0,0.0,0.0,0,0,0,0,0,3,18,21,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,624,197,56967,0.00044,0.506364,0.01812,-34,2,0,0.0459,0.35,0.0004,0.09,0.1142,0.67,0,0,0,794,5,0,0,0,0.0001,0.001,0,2,2,0.000352,8e-06,0,1.49,0.042017,0,0.4366,0.0,0,0,5,3,0.001,0,14,9,3,2377,622866,0,0.0,0,0,542.9729,509,1,209,1,1,794,0.596015,38.0427
146,4013,2420,2,0,2,5,0.2857,1,0,0,0,0,0,0,0,3,1.8879,0.3391,1,30.6,1,0.0,0.0,0.0,0,0,0,0,0,3,18,21,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1063,202,56505,0.00016,0.506364,0.01812,6,2,0,0.0458,0.32,0.0007,0.15,0.1135,0.67,0,0,0,754,4,0,0,0,0.0001,0.001,0,6,6,0.000367,0.000282,1,1.206,0.033058,0,0.439,0.0,0,0,33,23,0.001,0,20,6,10,2410,622996,0,0.0,0,0,541.6453,516,2,211,2,0,799,0.575509,36.5697
147,4008,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9656,0.0777,2,30.3,1,0.0,0.0,0.0,0,0,0,0,0,4,19,23,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.9706,1948,210,56025,0.0004,0.506376,0.01812,-30,0,1,0.0469,0.306,0.0012,0.27,0.1158,0.65,0,0,0,1539,3,5,0,0,0.0001,0.0013,0,2,2,0.00023,0.000153,1,0.56,0.025168,0,0.4406,0.0,0,0,133,84,0.001,0,15,12,6,2378,622890,1,0.1308,0,0,541.8265,513,1,207,0,4,789,0.578557,43.6179
148,4007,2436,2,0,2,5,1.0,1,0,0,0,0,0,0,0,1,1.9878,0.0222,1,29.9,1,0.0,0.0,0.0,0,0,0,0,0,6,31,37,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2713,264,56946,0.00062,0.506376,0.01812,52,7,0,0.0479,0.33,0.0012,0.36,0.1182,0.685,0,0,0,2244,7,4,0,0,0.0001,0.0075,0,2,2,0.000212,0.000156,0,1.806,0.057471,0,0.4467,0.0,0,0,10,8,0.001,0,10,9,4,2432,622498,1,0.0217,0,0,547.8536,516,1,208,1,0,791,0.597605,45.7427
149,4006,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9591,-0.0286,1,30.8,1,0.0,0.0,0.0,0,0,0,0,0,4,27,31,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2328,224,56098,0.00026,0.506376,0.01812,16,13,0,0.0477,0.384,0.0006,0.18,0.118,0.68,0,0,0,1834,12,0,0,0,0.0001,0.001,0,8,8,0.000553,0.000394,1,3.47,0.099999,0,0.4388,0.0,0,0,28,19,0.001,0,4,6,0,2400,621614,0,0.0,0,0,532.9357,512,0,205,0,3,782,0.58553,31.7977
150,4004,2423,1,0,1,5,0.4,1,0,0,0,0,0,0,0,0,1.585,-0.3742,1,29.7,1,0.0,0.0,0.0,0,0,0,0,0,6,27,33,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1286,323,56665,0.00049,0.506357,0.018119,39,1,1,0.0461,0.33,0.0003,0.15,0.1147,0.635,0,0,0,920,4,0,0,0,0.0001,0.001,0,2,2,0.000974,0.000492,1,1.31,0.033017,0,0.44,0.0,0,0,8,7,0.001,0,9,3,5,2418,620476,0,0.0,0,0,537.461,517,1,206,1,0,786,0.58035,39.464
151,3998,2395,4,0,4,5,0.8571,1,0,0,0,0,0,0,0,1,1.9363,0.3513,1,30.8,1,0.0,0.0,0.0,0,0,0,0,0,6,24,30,0.0,0,1,1,0,0,4,0,0.0,0,0,0,0,1.0,1264,253,55873,0.00038,0.506357,0.018119,-28,0,0,0.0454,0.282,0.0009,0.18,0.1123,0.63,0,0,0,1025,5,0,0,0,0.0001,0.001,0,6,6,0.000315,0.00029,0,1.312,0.041754,0,0.4421,0.0,0,0,18,14,0.001,0,32,5,22,2373,619608,1,0.1345,0,0,543.8529,534,4,208,3,1,794,0.586949,37.7949
152,3995,2456,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,1,1.8879,-0.0483,2,29.7,1,0.0,0.0,0.0,0,0,0,0,0,6,23,29,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1573,217,56693,0.00043,0.506357,0.018119,33,-2,0,0.0475,0.292,0.0018,0.33,0.1171,0.645,0,0,0,1683,7,15,0,0,0.0001,0.001,0,3,3,0.000345,0.000276,1,1.754,0.057003,0,0.4413,0.0,0,0,5,3,0.0011,0,9,6,18,2438,616962,1,0.0524,0,0,548.5386,531,4,209,1,0,796,0.587894,41.8352
153,3990,2494,2,0,2,4,0.6429,2,0,0,0,0,0,0,0,1,1.9699,0.082,2,30.9,1,0.0,0.0,0.0,0,0,0,0,0,14,51,65,0.0,0,2,2,1,0,0,1,1.0,0,0,0,0,1.0,2143,208,56240,0.000809,0.506299,0.01812,71,-1,1,0.0478,0.36,0.0017,0.36,0.1178,0.67,0,0,0,1977,11,12,0,0,0.0001,0.001,0,2,2,0.000516,0.000206,1,2.766,0.088211,0,0.4425,0.0,0,0,24,22,0.0011,0,20,18,13,2481,615874,2,0.1131,0,0,552.4012,535,3,208,1,2,794,0.596509,41.8343
154,3987,2437,4,0,4,5,0.8,3,0,0,0,0,0,0,0,1,1.9589,-0.011,2,30.7,2,1.0,1.0,0.0,0,0,0,0,0,15,51,66,0.0,0,3,3,2,0,2,0,1.0,0,0,0,0,1.0,3253,270,54760,0.000669,0.506299,0.01812,-57,2,0,0.048,0.368,0.0016,0.42,0.1177,0.695,0,0,0,2445,11,5,0,0,0.0001,0.1321,1,2,2,0.000796,5.3e-05,0,2.854,0.090274,0,0.5809,4e-06,1,0,103,79,0.0011,0,18,10,17,2420,614816,2,0.1022,0,0,543.3786,544,4,210,2,0,803,0.584381,28.1975
155,3978,2428,1,0,1,3,0.0,4,0,0,0,0,0,0,0,3,1.9772,0.0183,2,30.3,3,1.0,1.0,0.0,0,0,0,0,0,21,58,79,0.0,2,4,4,1,0,0,0,1.0,0,0,0,0,1.0,3321,325,56215,0.000759,0.506299,0.01812,-66,2,0,0.0484,0.426,0.002,0.54,0.1186,0.7,0,3,1,2720,14,12,0,0,0.0001,0.0089,0,8,8,0.000822,0.000805,1,4.256,0.11532,0,0.4587,0.0,0,0,31,20,0.0011,0,0,3,12,2416,613184,0,0.0,0,0,549.9233,539,3,209,0,1,798,0.592602,45.2817
156,3977,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8911,-0.0862,2,29.8,4,1.0,1.0,0.0,0,0,0,0,0,34,78,112,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2840,380,56374,0.000938,0.506378,0.018088,-84,17,1,0.0474,0.336,0.0011,0.39,0.1174,0.66,0,0,0,2282,15,8,0,0,0.0001,0.0016,0,0,0,0.000991,0.0,3,3.744,0.12448,0,0.4496,0.0,0,0,35,35,0.001,0,6,5,4,2406,612442,2,0.3975,0,0,538.8698,539,1,207,0,2,793,0.569874,35.3263
157,3974,2376,2,0,2,5,2.0,2,0,0,0,0,0,0,0,3,1.5305,-0.3606,1,30.5,4,1.0,1.0,0.0,0,0,0,0,0,36,85,121,0.0,2,2,2,0,0,1,1,0.0,0,0,0,0,1.0,853,382,56895,0.00044,0.506378,0.018088,-34,-14,0,0.0466,0.436,0.0007,0.39,0.1154,0.485,0,0,0,858,4,3,0,0,0.0001,0.0958,1,2,2,0.001229,0.001229,0,1.242,0.03367,0,0.5476,2e-06,1,0,136,120,0.0011,0,28,14,10,2366,610654,0,0.0,0,0,541.8094,549,2,209,2,0,801,0.574455,40.3314
158,3970,2438,2,0,2,4,0.6667,1,0,0,0,0,0,0,0,3,1.9772,0.4467,1,30.6,4,1.0,1.0,0.0,0,0,0,0,0,34,73,107,0.0,2,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1384,254,56507,0.00038,0.506378,0.018088,28,-11,0,0.0473,0.536,0.0009,0.39,0.1162,0.7,2,0,1,1419,3,3,0,0,0.0001,0.139,2,4,4,0.000227,0.000225,0,0.84,0.02461,0,0.6318,5e-06,2,0,67,47,0.0013,0,24,17,6,2432,609040,0,0.0,0,0,547.1898,545,2,210,2,1,802,0.584123,43.8629
159,3965,2372,4,0,4,5,1.0,1,0,0,0,0,0,0,0,3,1.9893,0.0121,2,30.5,4,1.0,1.0,0.0,0,0,0,0,0,35,78,113,0.0,2,1,1,0,0,4,0,0.0,0,0,0,0,1.0,2410,217,54540,0.00048,0.506396,0.018104,-38,-16,1,0.0471,0.308,0.0008,0.09,0.1162,0.68,0,0,0,1957,8,0,0,0,0.0001,0.0016,0,13,13,0.000332,0.000302,2,2.858,0.067453,0,0.4539,0.0,0,0,86,72,0.001,0,31,15,11,2361,606300,0,0.0,0,0,558.9687,550,3,213,3,0,809,0.582341,40.5533
160,3959,2456,1,0,1,4,0.375,1,0,0,0,0,0,0,0,3,2.0,0.0107,2,29.4,4,1.0,1.0,0.0,0,0,0,0,0,35,81,116,0.0,2,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3690,290,53685,0.000938,0.506396,0.018104,84,0,0,0.0486,0.36,0.0008,0.09,0.1197,0.67,0,0,0,2594,12,0,0,0,0.0002,0.1291,2,9,9,0.000616,0.000415,1,3.602,0.097719,0,0.7129,8e-06,2,0,156,129,0.0012,0,8,12,4,2452,606004,0,0.0,0,0,566.4359,543,1,214,1,0,812,0.576541,45.3143
161,3954,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9532,-0.0468,2,30.6,4,1.0,1.0,0.0,0,0,0,0,0,42,93,135,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,4349,337,53157,0.000888,0.506396,0.018104,-79,2,0,0.0484,0.34,0.0005,0.15,0.1197,0.7,0,0,1,3018,16,0,0,0,0.0002,0.1317,4,7,7,0.000884,0.000674,2,4.452,0.139553,0,0.7797,9e-06,2,2,413,322,0.0012,0,11,6,1,2292,603788,1,0.1579,0,0,551.9299,540,0,214,0,0,812,0.593606,34.3222
162,3945,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9547,0.0015,1,30.5,4,1.0,1.0,0.0,0,0,0,0,0,43,96,139,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,3673,371,53602,0.00045,0.50638,0.018102,35,2,1,0.0471,0.35,0.0003,0.15,0.1169,0.66,0,0,0,2146,14,0,0,0,0.0001,0.0243,1,15,15,0.001614,0.001614,2,4.274,0.116326,0,0.4956,0.0,0,1,90,65,0.001,0,8,2,2,2405,601568,0,0.0,0,0,553.0204,541,0,214,0,0,810,0.567038,45.7626
163,3942,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9852,0.0305,1,30.5,4,1.0,1.0,0.0,0,0,0,0,0,36,74,110,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2888,413,53427,0.001107,0.50638,0.018102,-101,-3,0,0.0462,0.346,0.0002,0.15,0.1148,0.69,0,0,0,1592,9,0,0,0,0.0001,0.001,0,2,2,0.001023,0.00077,1,2.674,0.078057,0,0.4728,0.0,0,0,101,98,0.001,0,10,7,0,2306,602112,0,0.0,0,0,546.1609,539,0,214,0,0,809,0.570692,38.3607
164,3940,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7605,-0.2247,1,29.5,4,1.0,1.0,0.0,0,0,0,0,0,36,74,110,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1926,345,53914,0.000868,0.50638,0.018102,-77,0,0,0.0466,0.326,0.0002,0.09,0.1159,0.69,0,0,0,1239,2,0,0,0,0.0001,0.001,0,3,3,0.000537,0.000489,0,0.674,0.017167,0,0.4734,0.0,0,0,6,3,0.001,0,5,4,0,2330,600586,0,0.0,0,0,545.5727,539,0,214,0,0,809,0.58535,47.5344
165,3935,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8231,0.0626,1,30.7,4,1.0,1.0,0.0,0,0,0,0,0,36,74,110,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1660,406,53573,0.001589,0.506617,0.018099,-150,1,1,0.0466,0.296,0.0002,0.09,0.1161,0.63,0,0,0,1160,6,0,0,0,0.0001,0.001,0,4,4,0.000158,8.5e-05,0,1.804,0.053168,0,0.4734,0.0,0,0,9,7,0.001,0,0,0,0,2257,600648,0,0.0,0,0,535.1746,539,0,214,0,0,808,0.577514,38.7959
166,3933,2359,2,0,2,5,1.1429,1,0,0,0,0,0,0,0,3,1.8113,-0.0118,1,29.6,4,1.0,1.0,0.0,0,0,0,0,0,23,52,75,0.0,1,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1522,347,52586,0.001116,0.506617,0.018099,102,-2,0,0.0462,0.352,0.0003,0.09,0.1148,0.675,0,0,0,1078,12,0,0,0,0.0001,0.0081,0,0,0,0.000474,0.0,2,3.51,0.101737,0,0.4883,0.0,0,0,1,1,0.001,0,14,3,10,2349,599378,0,0.0,0,0,540.1447,549,2,216,2,0,816,0.565266,39.7343
167,3928,2359,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9219,0.1106,1,30.6,2,0.0,0.0,0.0,0,0,0,0,0,13,38,51,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,948,266,54107,0.001116,0.506617,0.018099,102,0,0,0.0464,0.226,0.0006,0.18,0.1152,0.52,0,0,0,987,8,0,0,0,0.0001,0.001,0,6,6,0.00091,0.000903,3,2.47,0.067825,0,0.4734,0.0,0,0,29,21,0.001,0,3,4,8,2351,597864,0,0.0,0,0,542.5191,547,2,216,1,1,812,0.559072,46.6373
168,3922,2270,5,0,5,5,1.2,2,0,0,0,0,0,0,0,0,2.0,0.0781,2,29.6,2,0.0,0.0,0.0,0,0,0,0,0,17,47,64,0.0,0,2,2,0,0,4,1,0.0,0,0,0,0,1.0,640,346,53545,0.00023,0.506614,0.0181,13,-2,1,0.0459,0.326,0.0016,0.3,0.1132,0.7,0,0,1,1002,5,5,0,0,0.0001,0.1388,2,0,0,0.000468,0.0,0,1.12,0.044053,0,0.6351,5e-06,1,1,6,6,0.0011,0,25,4,26,2244,598610,1,0.0098,0,0,563.131,570,6,220,5,1,825,0.579356,44.0098
169,3921,2367,1,0,1,5,0.6,1,0,0,0,0,0,0,0,0,1.585,-0.415,2,30.5,2,0.0,0.0,0.0,0,0,0,0,0,16,36,52,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,416,407,54907,0.001067,0.506614,0.0181,97,3,0,0.0474,0.34,0.002,0.33,0.1162,0.7,0,0,1,1268,2,15,0,0,0.0001,0.001,0,2,2,0.00029,0.000158,0,0.28,0.016899,0,0.4752,0.0,0,0,66,65,0.0011,0,5,12,16,2351,598214,1,0.4318,0,0,555.6489,561,4,221,1,0,828,0.588437,40.0522
170,3918,2444,1,0,1,5,1.28,2,0,0,0,0,0,0,0,0,1.585,0.0,2,29.3,2,0.0,0.0,0.0,0,0,0,0,0,19,43,62,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,592,286,55744,0.001823,0.506614,0.0181,174,6,0,0.0465,0.362,0.0016,0.36,0.1145,0.655,0,0,0,1487,5,17,0,0,0.0001,0.0252,1,0,0,0.0001,0.0,0,1.2,0.040916,0,0.5029,0.0,0,1,0,0,0.001,0,5,10,10,2434,596686,1,0.0159,0,0,555.6918,566,2,222,1,0,828,0.579177,45.6138
