window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned,alpha_t,compound_restore,inert_penalty,delta_L,delta_Z0,drift_applied,mean_h_age,max_h_age,mean_h_res,max_h_res,mean_h_str,max_h_str,mature_links,rigid_links,brittle_links,hist_matured,hist_snapped,hist_suppressed,avalanche_events,cascade_links,void_mean_V,void_max_V,void_active_nodes,gen_births,gen_candidates,gen_max_T,gen_max_delta,void_consumed,void_deposited,proliferation_pi,void_induced_births,void_total_mass,void_variance,void_isolated_high,void_active_neighbor_high,void_diffusion_events,void_to_active,void_c_diff,cascade_splashes,r0_to_rplus,rplus_to_r0,total_rplus,total_r0,amplified_pairs,echo_deposits,echo_latent_total,reforms_alive,reformations,v_energy,v_recurrence_n,v_motifs,v_labels,v_born,v_died,v_torque_n,v_torque_mean,v_torque_success
296,3467,2033,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.9502,0.1603,2,28.5,2,0.0,0.0,0.0,0,0,0,0,0,12,19,31,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,986,267,47192,0.001156,0.507114,0.018139,-106,-3,0,0.0475,0.386,0.0021,0.45,0.1166,0.645,0,0,0,1463,5,12,0,0,0.0001,0.001,0,5,5,0.000629,0.000602,1,0.84,0.049188,0,0.6767,0.0,0,0,32,25,0.001,0,5,5,15,2018,472334,2,0.2224,0,0,567.9466,795,4,229,1,2,836,0.571959,39.6783
297,3464,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7296,-0.2206,2,29.3,2,0.0,0.0,0.0,0,0,0,0,0,14,20,34,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1590,216,45058,0.000749,0.507163,0.018141,-65,-1,1,0.0468,0.402,0.0011,0.6,0.115,0.69,0,1,0,1187,8,6,0,0,0.0001,0.0208,1,8,8,0.000352,0.000287,1,1.722,0.077145,0,0.7003,0.0,0,1,74,40,0.001,0,8,16,1,2073,471274,2,0.3509,0,0,566.7435,790,0,227,0,2,830,0.557368,38.0356
298,3461,2162,2,0,2,5,0.6,2,0,0,0,0,0,0,0,3,1.6858,-0.0438,1,29.3,2,0.0,0.0,0.0,0,0,0,0,0,14,22,36,0.0,0,2,2,0,0,1,1,0.0,0,0,0,0,1.0,1829,256,48493,0.000978,0.507163,0.018141,88,-4,0,0.0472,0.364,0.0006,0.09,0.117,0.695,0,0,0,1543,9,0,0,0,0.0002,0.1342,3,3,3,0.000921,0.000651,2,2.844,0.083256,0,0.9663,1e-05,2,1,175,103,0.0012,0,20,6,10,2152,468872,0,0.0,0,0,564.9798,800,2,228,2,1,835,0.577245,41.8039
299,3459,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.75,0.0642,1,29.0,2,0.0,0.0,0.0,0,0,0,0,0,14,22,36,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1742,271,49667,0.00055,0.507163,0.018141,45,1,0,0.0479,0.334,0.0008,0.24,0.119,0.7,0,0,1,1607,8,5,0,0,0.0002,0.133,3,11,11,0.000761,0.000439,1,2.478,0.075507,0,0.9915,1e-05,3,0,145,97,0.0013,0,0,4,5,2114,467860,0,0.0,0,0,565.0966,795,1,228,0,0,834,0.553167,36.7012
300,3453,2031,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,0,1.0,-0.75,1,28.5,2,0.0,0.0,0.0,0,0,0,0,0,14,34,48,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,870,369,47869,0.00053,0.507186,0.018141,-43,0,1,0.0455,0.348,0.0008,0.3,0.1129,0.68,0,0,0,1035,6,4,0,0,0.0001,0.0017,0,10,10,0.000527,0.000431,0,1.4,0.059084,0,0.6879,0.0,0,0,190,126,0.001,0,13,9,3,2028,467978,1,0.0907,0,0,568.6581,798,1,228,1,1,831,0.577514,44.8491
301,3451,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,29.0,2,0.0,0.0,0.0,0,0,0,0,0,14,34,48,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,169,211,48889,0.001136,0.507186,0.018141,104,-2,0,0.0455,0.23,0.0008,0.09,0.1123,0.535,0,0,0,646,2,0,0,0,0.0001,0.001,0,0,0,0.000545,0.0,0,0.672,0.018735,0,0.6871,0.0,0,0,6,6,0.001,0,20,15,4,2131,466792,0,0.0,0,0,562.9546,799,1,228,1,1,833,0.566861,35.5365
302,3448,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,1,27.8,2,0.0,0.0,0.0,0,0,0,0,0,15,36,51,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,402,214,48295,0.00051,0.507186,0.018141,41,-1,0,0.0475,0.33,0.0007,0.09,0.1171,0.56,0,0,0,1127,0,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.6871,0.0,0,0,0,0,0,0,8,10,0,2072,466160,0,0.0,0,0,555.8006,795,0,226,0,2,825,0.563512,40.0031
303,3445,2110,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.75,0.25,1,29.1,2,0.0,0.0,0.0,0,0,0,0,0,13,35,48,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,860,244,46745,0.000888,0.507116,0.018146,79,-3,1,0.047,0.256,0.0003,0.06,0.1169,0.64,0,0,0,944,3,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.948,0.028436,0,0.6864,0.0,0,0,0,0,0.001,0,14,6,4,2106,465422,0,0.0,0,0,555.7865,799,1,227,1,0,828,0.552085,42.5988
304,3442,2129,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,0.9183,-0.8317,1,28.7,2,0.0,0.0,0.0,0,0,0,0,0,13,34,47,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1241,330,48464,0.00029,0.507116,0.018146,19,4,0,0.0464,0.3,0.0006,0.09,0.1151,0.615,0,0,0,1041,3,0,0,0,0.0001,0.001,0,2,2,0.000197,4.6e-05,0,0.84,0.028182,0,0.6859,0.0,0,0,4,1,0.001,0,10,8,5,2124,465928,0,0.0,0,0,556.07,800,1,228,1,0,832,0.549594,39.4245
305,3441,2123,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,0.9183,0.0,2,28.2,2,0.0,0.0,0.0,0,0,0,0,0,15,36,51,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1156,261,48162,0.00023,0.507116,0.018146,13,3,0,0.0467,0.268,0.0007,0.21,0.1159,0.67,0,0,0,1447,3,5,0,0,0.0001,0.001,0,2,2,0.000172,2e-06,0,0.896,0.028262,0,0.6863,0.0,0,0,5,3,0.001,0,12,7,5,2118,464822,0,0.0,0,0,552.4473,800,1,229,1,0,835,0.574899,44.3548
306,3436,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0817,2,29.0,2,0.0,0.0,0.0,0,0,0,0,0,13,34,47,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,608,234,46821,0.001284,0.507268,0.018139,-119,3,1,0.0462,0.354,0.001,0.21,0.1145,0.69,0,0,0,998,7,9,0,0,0.0001,0.0076,0,2,2,0.000236,5e-06,1,2.018,0.070316,0,0.6931,0.0,0,0,6,4,0.001,0,8,6,5,1986,463128,0,0.0,0,0,548.6067,800,1,227,0,2,828,0.541811,40.9337
307,3432,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.371,0.371,1,29.0,2,0.0,0.0,0.0,0,0,0,0,0,8,28,36,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,362,255,45907,0.001007,0.507268,0.018139,91,-4,0,0.0462,0.328,0.0006,0.3,0.1148,0.68,0,0,0,696,5,4,0,0,0.0001,0.001,0,4,4,0.000596,0.000249,0,1.48,0.048031,0,0.6872,0.0,0,0,15,6,0.0011,0,6,5,1,2081,460752,0,0.0,0,0,552.3281,801,0,227,0,0,828,0.536037,45.2047
308,3429,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,0.0882,1,28.7,2,0.0,0.0,0.0,0,0,0,0,0,8,26,34,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.9815,562,248,46285,0.00057,0.507268,0.018139,47,-1,0,0.0462,0.428,0.0004,0.3,0.1143,0.695,0,0,0,444,1,2,0,0,0.0001,0.0048,0,2,2,0.000191,1e-05,0,0.28,0.009814,0,0.6959,0.0,0,0,153,82,0.001,0,18,11,0,2038,461058,0,0.0,0,0,545.7079,800,0,226,0,1,824,0.565715,41.3313
309,3424,2005,2,0,2,4,1.125,1,0,0,0,0,0,0,0,3,1.2516,-0.2075,1,28.1,2,0.0,0.0,0.0,0,0,0,0,0,8,26,34,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,674,238,45658,0.00024,0.507265,0.018139,14,0,1,0.0449,0.23,0.0009,0.15,0.1107,0.545,0,0,0,934,1,0,0,0,0.0001,0.0048,0,0,0,8.8e-05,0.0,0,0.37,0.009975,0,0.6954,0.0,0,0,0,0,0.001,0,24,6,13,1992,460116,0,0.0,0,0,551.2217,813,3,229,3,0,832,0.53515,41.0103
310,3421,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.2955,0.0438,1,29.0,1,0.0,0.0,0.0,0,0,0,0,0,4,11,15,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,926,176,46223,0.00016,0.507265,0.018139,6,-5,0,0.0466,0.33,0.0011,0.3,0.1151,0.645,0,0,0,1208,2,5,0,0,0.0001,0.0072,0,0,0,6.9e-05,0.0,0,0.56,0.019891,0,0.7026,0.0,0,0,0,0,0.001,0,0,7,5,2006,457206,0,0.0,0,0,557.0571,805,1,228,0,1,826,0.547807,50.3851
311,3415,2049,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.6767,0.3813,1,29.0,1,0.0,0.0,0.0,0,0,0,0,0,5,18,23,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1392,180,45665,0.00054,0.507265,0.018139,44,-4,0,0.0466,0.372,0.0014,0.45,0.1153,0.685,0,0,0,1269,8,4,0,0,0.0001,0.0048,0,7,7,0.00017,0.000116,2,1.838,0.078086,0,0.6944,0.0,0,0,13,6,0.001,0,18,5,14,2035,454370,2,0.0725,0,0,561.2555,818,3,229,3,2,829,0.548318,38.2266
312,3408,2085,2,0,2,5,0.48,1,0,0,0,0,0,0,0,3,1.3222,-0.3546,1,29.1,1,0.0,0.0,0.0,0,0,0,0,0,4,16,20,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2301,216,48161,0.000898,0.507193,0.01813,80,5,1,0.0471,0.33,0.0011,0.3,0.1172,0.695,0,0,0,1615,10,5,0,0,0.0001,0.001,0,2,2,0.000596,0.0,0,2.878,0.095923,0,0.6907,0.0,0,0,50,43,0.001,0,10,7,14,2071,454304,1,0.0199,0,0,566.7598,819,3,230,2,1,833,0.579356,44.1998
313,3403,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.761,0.4388,2,28.8,1,0.0,0.0,0.0,0,0,0,0,0,6,25,31,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2024,261,47077,0.000789,0.507193,0.01813,-69,-8,0,0.0473,0.36,0.0004,0.09,0.1172,0.685,0,0,0,1654,10,0,0,0,0.0002,0.1599,1,2,2,0.000834,0.000191,2,2.97,0.099206,0,0.8624,8e-06,1,0,187,125,0.0011,0,4,15,0,2016,453982,0,0.0,0,0,560.3289,809,0,229,0,1,830,0.551269,40.3579
314,3400,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.75,-0.011,1,28.3,1,0.0,0.0,0.0,0,0,0,0,0,11,34,45,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1727,203,44383,0.00051,0.507193,0.01813,-41,-3,0,0.0458,0.28,0.0004,0.09,0.1134,0.7,0,0,1,1461,11,0,0,0,0.0001,0.0061,0,13,13,0.00093,0.000613,1,2.958,0.107631,0,0.7087,0.0,0,0,396,273,0.001,0,17,9,0,2044,452910,1,0.117,0,0,555.6163,809,0,229,0,0,830,0.569108,39.6194
315,3394,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.761,0.011,1,29.2,1,0.0,0.0,0.0,0,0,0,0,0,9,32,41,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1655,219,47595,0.00055,0.507218,0.018136,-45,-6,1,0.0469,0.356,0.0003,0.09,0.1162,0.685,0,0,0,1475,10,0,0,0,0.0001,0.0026,0,4,4,0.000748,0.000663,3,2.8,0.098038,0,0.7088,0.0,0,0,112,90,0.001,0,5,3,0,2040,451782,0,0.0,0,0,550.3121,809,0,229,0,0,829,0.546144,40.1816
316,3391,2032,1,0,1,5,2.0,1,0,0,0,0,0,0,0,3,1.4591,-0.3018,1,29.1,1,0.0,0.0,0.0,0,0,0,0,0,9,28,37,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1606,276,44810,0.00018,0.507218,0.018136,-8,7,0,0.0461,0.3,0.0002,0.06,0.1148,0.685,0,0,0,1116,10,0,0,0,0.0002,0.1169,1,6,6,0.000867,0.000646,0,2.982,0.098424,0,0.8322,4e-06,1,0,297,201,0.0011,0,5,0,5,2027,450490,0,0.0,0,0,557.3316,814,1,230,1,0,833,0.550314,45.1834
317,3388,2087,1,0,1,5,1.2,1,0,0,0,0,0,0,0,0,1.0,-0.4591,1,28.7,1,0.0,0.0,0.0,0,0,0,0,0,8,25,33,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,582,229,44476,0.00057,0.507218,0.018136,47,-1,0,0.0455,0.278,0.0003,0.09,0.1132,0.695,0,0,0,590,4,0,0,0,0.0001,0.001,0,5,5,0.000684,0.00065,1,1.12,0.038332,0,0.7179,0.0,0,0,58,32,0.001,0,9,5,5,2082,449574,0,0.0,0,0,550.3287,814,1,231,1,0,835,0.557938,41.4228
318,3382,1998,1,0,1,5,0.96,1,0,0,0,0,0,0,0,0,0.9183,-0.0817,2,28.0,1,0.0,0.0,0.0,0,0,0,0,0,10,25,35,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,552,181,47056,0.00052,0.507239,0.018139,-42,-3,1,0.0465,0.3,0.0004,0.09,0.1154,0.62,0,0,0,668,3,0,0,0,0.0001,0.001,0,0,0,0.000334,0.0,0,0.92,0.03003,0,0.7172,0.0,0,0,0,0,0.001,0,5,4,5,1993,450720,0,0.0,0,0,550.4371,814,1,231,1,1,836,0.557123,43.3237
319,3381,1977,1,0,1,5,0.8,1,0,0,0,0,0,0,0,0,1.585,0.6667,2,27.7,1,0.0,0.0,0.0,0,0,0,0,0,11,28,39,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,321,207,43141,0.00031,0.507239,0.018139,-21,-1,0,0.0448,0.3,0.0003,0.09,0.1113,0.505,0,0,0,348,0,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.7172,0.0,0,0,0,0,0,0,11,9,0,1977,450134,0,0.0,0,0,550.6779,809,0,230,0,1,834,0.558569,46.4285
320,3379,2061,1,0,1,5,0.2,2,0,0,0,0,0,0,0,0,1.585,0.0,2,28.9,1,0.0,0.0,0.0,0,0,0,0,0,15,29,44,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,343,176,45274,0.000729,0.507239,0.018139,63,3,0,0.0445,0.278,0.0003,0.06,0.1105,0.695,0,0,0,535,0,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.7172,0.0,0,0,0,0,0,0,15,4,5,2056,449820,0,0.0,0,0,554.7759,814,1,229,1,2,834,0.548706,48.0131
321,3378,2048,1,0,1,3,0.0,3,0,0,0,0,0,0,0,3,1.9219,0.337,2,27.6,2,0.0,0.0,0.0,0,0,0,0,0,15,24,39,0.0,0,3,3,0,1,0,0,0.6,0,0,0,0,1.0,622,217,46970,0.0006,0.507209,0.018137,50,2,1,0.0454,0.328,0.0005,0.18,0.1126,0.595,0,0,0,770,3,0,0,0,0.0002,0.1528,1,0,0,0.0,0.0,0,0.878,0.029297,0,0.8737,7e-06,1,0,36,18,0.0011,0,0,0,5,2043,448690,0,0.0,0,0,547.8383,814,1,228,0,1,831,0.555487,41.5945
322,3376,1996,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9183,-0.0036,2,28.9,3,0.6,0.6,0.05,0,0,0,0,0,17,26,43,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,880,211,45273,0.00062,0.507209,0.018137,-52,0,0,0.0457,0.284,0.001,0.33,0.1132,0.7,0,0,1,738,3,5,0,0,0.0001,0.001,0,3,3,0.00021,9.7e-05,1,0.65,0.03006,0,0.7194,0.0,0,0,11,9,0.001,0,8,6,4,1992,448698,1,0.0106,0,0,540.6172,814,1,228,0,0,831,0.545441,43.9073
323,3374,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,0.0,2,27.6,3,0.6,0.6,0.0571,0,0,0,0,0,18,20,38,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,687,154,44103,0.000759,0.507209,0.018137,-66,-2,0,0.0451,0.384,0.0006,0.33,0.1116,0.645,0,0,0,676,2,3,0,0,0.0001,0.001,0,3,3,0.000205,0.00019,1,0.62,0.020182,0,0.7188,0.0,0,0,4,1,0.0011,0,7,8,0,1982,448124,0,0.0,0,0,545.1355,814,0,227,0,1,827,0.538761,47.7293
324,3371,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,0.0,1,28.8,3,0.6,0.6,0.08,0,0,0,0,0,14,13,27,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,973,125,46066,0.0005,0.507229,0.018136,-40,1,1,0.0477,0.458,0.0007,0.33,0.1184,0.7,0,0,1,751,4,2,0,0,0.0002,0.1263,2,3,3,0.000223,0.000116,0,1.298,0.039841,0,0.8883,5e-06,2,0,100,92,0.0012,0,5,0,5,2003,447928,0,0.0,0,0,531.2479,819,1,227,1,1,827,0.548124,33.4723
325,3370,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9219,0.0036,1,28.9,3,0.6,0.6,0.08,0,0,0,0,0,14,13,27,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,971,185,46294,0.000918,0.507229,0.018136,82,-1,0,0.0464,0.264,0.0007,0.27,0.1158,0.66,0,0,0,975,6,5,0,0,0.0001,0.001,0,4,4,0.000357,0.000337,1,2.224,0.057416,0,0.7203,0.0,0,0,127,123,0.001,0,4,2,5,2085,447994,0,0.0,0,0,532.6842,819,1,224,0,3,817,0.542617,45.4953
326,3367,2103,1,0,1,3,0.0,1,0,0,0,0,0,0,0,0,0.8113,-1.1106,1,27.6,3,0.6,0.6,0.08,0,0,0,0,0,14,13,27,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,708,205,47316,0.001047,0.507229,0.018136,95,-1,0,0.0451,0.28,0.0004,0.33,0.1124,0.7,0,0,1,838,8,0,0,0,0.0001,0.0211,1,2,2,0.000399,0.000225,1,1.68,0.076081,0,0.7487,0.0,0,1,4,1,0.001,0,14,11,0,2103,446956,2,0.0775,0,0,531.93,819,0,223,0,1,816,0.558425,45.1159
327,3366,2011,1,0,1,4,0.8,1,0,0,0,0,0,0,0,3,1.4591,0.6479,1,28.8,3,0.6,0.6,0.0667,0,0,0,0,0,14,13,27,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,632,194,47847,0.00013,0.507229,0.018136,3,0,1,0.0451,0.214,0.0006,0.15,0.1118,0.535,0,0,0,694,3,0,0,0,0.0001,0.001,0,2,2,0.000527,0.000527,0,0.84,0.029836,0,0.7196,0.0,0,0,4,1,0.001,0,12,6,4,2007,446580,0,0.0,0,0,532.7868,823,1,223,1,1,815,0.558954,41.0486
328,3365,2013,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.4591,0.0,2,27.8,3,0.6,0.6,0.0571,0,0,0,0,0,14,16,30,0.0,1,2,2,0,1,0,0,0.75,0,0,0,0,1.0,844,162,44858,0.00012,0.507229,0.018136,2,-3,0,0.0476,0.284,0.0008,0.3,0.1176,0.535,0,0,0,952,0,4,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.7196,0.0,0,0,0,0,0,0,4,1,4,2009,446536,0,0.0,0,0,526.478,823,1,222,0,1,814,0.557438,38.8133
329,3361,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5219,0.0628,2,29.0,3,0.675,0.75,0.1083,0,0,0,0,0,16,15,31,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1259,139,45630,0.00015,0.507229,0.018136,5,-2,0,0.0474,0.384,0.001,0.45,0.117,0.7,0,0,1,989,5,4,0,0,0.0001,0.0189,2,0,0,0.0,0.0,0,1.534,0.049603,0,0.7593,0.0,0,2,0,0,0.001,0,8,5,4,2012,446458,0,0.0,0,0,524.8406,823,1,221,0,1,810,0.554089,41.2245
330,3360,2032,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.65,0.1281,1,27.8,3,0.675,0.75,0.13,0,0,0,0,0,16,15,31,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1603,157,44108,0.00031,0.507222,0.018137,21,-1,1,0.0456,0.484,0.0009,0.51,0.1124,0.52,0,3,0,928,9,4,0,0,0.0001,0.001,0,4,4,0.00041,0.000295,3,2.306,0.088582,0,0.7181,0.0,0,0,30,14,0.001,0,7,5,3,2029,445750,1,0.0552,0,0,523.6903,826,1,222,1,0,812,0.556901,42.9126
331,3359,1976,5,0,5,5,1.3333,2,0,0,0,0,0,0,0,3,1.8843,0.2343,1,29.0,3,0.675,0.75,0.13,0,0,0,0,0,15,13,28,0.0,1,2,2,1,0,4,0,1.0,0,0,0,0,1.0,2363,169,45405,0.000659,0.507222,0.018137,-56,0,0,0.0472,0.584,0.0012,0.51,0.1164,0.68,1,1,0,1398,3,5,0,0,0.0002,0.1196,1,2,2,0.000615,0.000586,0,0.84,0.030364,0,0.8425,4e-06,1,0,65,47,0.0011,0,25,3,21,1955,445536,0,0.0,0,0,534.7774,844,5,226,4,0,831,0.546224,42.8324
332,3357,2063,1,0,1,3,0.25,3,0,0,0,0,0,0,0,3,1.8464,-0.0379,2,29.1,3,0.7833,1.0,0.0722,0,0,0,0,0,19,15,34,0.0,1,3,3,1,0,0,0,1.0,0,0,0,0,1.0,3297,174,42920,0.00041,0.507222,0.018137,31,0,0,0.0491,0.328,0.0015,0.36,0.1201,0.69,0,0,0,2427,10,3,0,0,0.0002,0.1349,2,4,4,0.000436,2.9e-05,2,3.25,0.096945,0,0.8828,6e-06,1,1,84,42,0.0011,0,10,22,3,2060,444988,0,0.0,0,0,528.8416,826,1,224,0,2,826,0.549931,43.9988
333,3356,1985,4,0,4,5,2.0,4,0,0,0,0,0,0,0,3,1.904,0.0575,2,27.6,3,0.9167,1.0,0.0312,0,0,0,0,0,17,33,50,0.0,1,4,4,1,0,3,0,1.0,0,0,2,0,1.0,3004,205,44658,0.00057,0.507249,0.018138,-47,-1,1,0.0474,0.422,0.0016,0.51,0.1158,0.69,0,3,0,2414,10,3,0,0,0.0002,0.1219,1,5,5,0.000671,0.000438,2,2.874,0.100755,0,0.8574,4e-06,1,0,249,183,0.0011,0,16,2,16,1969,444840,0,0.0,0,0,547.5966,839,4,226,3,1,832,0.551908,49.7391
334,3355,2044,3,0,3,5,0.7273,1,0,0,0,0,0,0,0,3,1.6477,-0.2562,2,28.9,4,0.9375,1.0,0.025,0,0,0,0,0,19,36,55,0.0,1,1,1,0,0,3,0,0.0,0,0,0,0,1.0,3046,220,44796,0.000689,0.507249,0.018138,59,1,0,0.0489,0.38,0.001,0.09,0.1199,0.7,0,0,1,2421,10,0,0,0,0.0002,0.1363,4,7,7,0.000901,0.00063,2,2.884,0.097847,0,0.9907,7e-06,2,2,365,254,0.0012,0,17,11,13,2031,445556,0,0.0,0,0,540.8423,839,3,227,3,2,839,0.54985,34.5175
335,3355,2021,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.4197,-0.228,2,28.7,4,0.9375,1.0,0.0192,0,0,0,0,0,25,45,70,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2640,309,44632,0.00046,0.507249,0.018138,36,1,0,0.048,0.34,0.0011,0.24,0.1178,0.66,0,0,0,2149,14,5,0,0,0.0002,0.1366,1,15,15,0.001259,0.001136,2,4.47,0.138543,0,0.8835,6e-06,1,0,316,257,0.0011,0,16,12,10,2011,445086,0,0.0,0,0,540.5144,836,2,228,1,0,843,0.549312,38.6845
336,3353,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4573,0.0375,2,28.8,4,0.9375,1.0,0.0179,0,0,0,0,0,36,58,94,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2393,234,44117,0.00048,0.507231,0.018134,38,4,1,0.047,0.374,0.0009,0.33,0.1159,0.695,0,0,0,1972,10,4,0,0,0.0002,0.1289,2,5,5,0.000999,0.00029,2,2.432,0.098862,0,0.8911,5e-06,1,1,197,105,0.0012,0,5,6,3,2020,444404,2,0.0423,0,0,548.0083,834,1,229,1,0,843,0.541935,46.1447
337,3353,2038,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.5219,0.0647,1,28.7,4,0.9375,1.0,0.0179,0,0,0,0,0,38,64,102,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2311,211,44813,0.00025,0.507231,0.018134,15,-4,0,0.0472,0.434,0.0005,0.33,0.1173,0.69,0,0,0,1861,11,2,0,0,0.0001,0.0024,0,7,7,0.00091,0.000643,1,3.638,0.107948,0,0.7543,0.0,0,0,133,90,0.001,0,12,6,3,2035,443838,0,0.0,0,0,551.336,834,1,230,1,0,846,0.532276,41.3467
338,3352,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5,-0.0219,1,27.6,4,0.9375,1.0,0.0179,0,0,0,0,0,38,61,99,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1693,270,46210,0.00012,0.507231,0.018134,2,-5,0,0.0466,0.324,0.0002,0.09,0.1158,0.69,0,0,0,1015,8,0,0,0,0.0001,0.001,0,3,3,0.001239,0.000594,1,2.448,0.079012,0,0.754,0.0,0,0,20,17,0.001,0,0,3,0,2025,443312,0,0.0,0,0,539.8941,831,0,229,0,1,843,0.54121,36.3778
339,3349,1991,1,0,1,4,0.8,1,0,0,0,0,0,0,0,3,1.4354,-0.0646,1,28.7,4,0.9375,1.0,0.0179,0,0,0,0,0,39,61,100,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1550,277,45008,0.00042,0.507244,0.018137,-32,-4,1,0.0475,0.31,0.0004,0.09,0.118,0.65,0,0,0,967,3,0,0,0,0.0001,0.001,0,0,0,0.000709,0.0,0,0.922,0.030136,0,0.7538,0.0,0,0,1,1,0.001,0,12,2,6,1985,442310,0,0.0,0,0,541.2479,837,1,230,1,0,847,0.548532,46.6625
