N,seed,window,ghost_count,ghost_residual_Q_total
500,8,69,14,0.0
500,9,20,5,20.0
500,9,21,11,27.0
500,9,22,14,6.0
500,9,23,15,5.0
500,9,24,15,0.0
500,9,25,15,0.0
500,9,26,16,8.0
500,9,27,16,0.0
500,9,28,16,0.0
500,9,29,16,0.0
500,9,30,16,0.0
500,9,31,16,0.0
500,9,32,16,0.0
500,9,33,16,0.0
500,9,34,16,0.0
500,9,35,17,1.0
500,9,36,17,0.0
500,9,37,17,0.0
500,9,38,17,0.0
500,9,39,17,0.0
500,9,40,17,0.0
500,9,41,17,0.0
500,9,42,17,0.0
500,9,43,17,0.0
500,9,44,17,0.0
500,9,45,17,0.0
500,9,46,17,0.0
500,9,47,17,0.0
500,9,48,17,0.0
500,9,49,17,0.0
500,9,50,17,0.0
500,9,51,17,0.0
500,9,52,17,0.0
500,9,53,17,0.0
500,9,54,17,0.0
500,9,55,17,0.0
500,9,56,17,0.0
500,9,57,17,0.0
500,9,58,17,0.0
500,9,59,17,0.0
500,9,60,17,0.0
500,9,61,17,0.0
500,9,62,17,0.0
500,9,63,17,0.0
500,9,64,17,0.0
500,9,65,17,0.0
500,9,66,17,0.0
500,9,67,17,0.0
500,9,68,17,0.0
500,9,69,17,0.0
500,10,20,2,20.0
500,10,21,3,20.0
500,10,22,12,53.0
500,10,23,13,6.0
500,10,24,13,0.0
500,10,25,13,0.0
500,10,26,13,0.0
500,10,27,13,0.0
500,10,28,13,0.0
500,10,29,13,0.0
500,10,30,13,0.0
500,10,31,14,4.0
500,10,32,14,0.0
500,10,33,14,0.0
500,10,34,14,0.0
500,10,35,15,3.0
500,10,36,15,0.0
500,10,37,15,0.0
500,10,38,15,0.0
500,10,39,15,0.0
500,10,40,15,0.0
500,10,41,15,0.0
500,10,42,15,0.0
500,10,43,15,0.0
500,10,44,15,0.0
500,10,45,15,0.0
500,10,46,15,0.0
500,10,47,15,0.0
500,10,48,15,0.0
500,10,49,15,0.0
500,10,50,15,0.0
500,10,51,15,0.0
500,10,52,15,0.0
500,10,53,15,0.0
500,10,54,15,0.0
500,10,55,15,0.0
500,10,56,15,0.0
500,10,57,15,0.0
500,10,58,15,0.0
500,10,59,15,0.0
500,10,60,15,0.0
500,10,61,15,0.0
500,10,62,15,0.0
500,10,63,15,0.0
500,10,64,15,0.0
500,10,65,15,0.0
500,10,66,15,0.0
500,10,67,15,0.0
500,10,68,15,0.0
500,10,69,15,0.0
500,11,20,3,59.0
500,11,21,9,40.0
500,11,22,10,11.0
500,11,23,11,27.0
500,11,24,13,3.0
500,11,25,13,0.0
500,11,26,13,0.0
500,11,27,13,0.0
500,11,28,13,0.0
500,11,29,13,0.0
500,11,30,13,0.0
500,11,31,13,0.0
500,11,32,14,2.0
500,11,33,14,0.0
500,11,34,14,0.0
500,11,35,14,0.0
500,11,36,14,0.0
500,11,37,14,0.0
500,11,38,14,0.0
500,11,39,14,0.0
500,11,40,14,0.0
500,11,41,14,0.0
500,11,42,14,0.0
500,11,43,14,0.0
500,11,44,14,0.0
500,11,45,14,0.0
500,11,46,14,0.0
500,11,47,14,0.0
500,11,48,14,0.0
500,11,49,14,0.0
500,11,50,14,0.0
500,11,51,14,0.0
500,11,52,14,0.0
500,11,53,14,0.0
500,11,54,14,0.0
500,11,55,14,0.0
500,11,56,14,0.0
500,11,57,14,0.0
500,11,58,14,0.0
500,11,59,14,0.0
500,11,60,14,0.0
500,11,61,14,0.0
500,11,62,14,0.0
500,11,63,14,0.0
500,11,64,14,0.0
500,11,65,14,0.0
500,11,66,14,0.0
500,11,67,14,0.0
500,11,68,14,0.0
500,11,69,14,0.0
500,12,20,6,32.0
500,12,21,10,21.0
500,12,22,11,5.0
500,12,23,12,1.0
500,12,24,12,0.0
500,12,25,13,7.0
500,12,26,13,0.0
500,12,27,14,2.0
500,12,28,14,0.0
500,12,29,16,5.0
500,12,30,16,0.0
500,12,31,16,0.0
500,12,32,16,0.0
500,12,33,16,0.0
500,12,34,16,0.0
500,12,35,16,0.0
500,12,36,16,0.0
500,12,37,16,0.0
500,12,38,16,0.0
500,12,39,16,0.0
500,12,40,16,0.0
500,12,41,16,0.0
500,12,42,16,0.0
500,12,43,16,0.0
500,12,44,16,0.0
500,12,45,16,0.0
500,12,46,16,0.0
500,12,47,16,0.0
500,12,48,16,0.0
500,12,49,16,0.0
500,12,50,16,0.0
500,12,51,16,0.0
500,12,52,16,0.0
500,12,53,16,0.0
500,12,54,16,0.0
500,12,55,16,0.0
500,12,56,16,0.0
500,12,57,16,0.0
500,12,58,16,0.0
500,12,59,16,0.0
500,12,60,16,0.0
500,12,61,16,0.0
500,12,62,16,0.0
500,12,63,16,0.0
500,12,64,16,0.0
500,12,65,16,0.0
500,12,66,16,0.0
500,12,67,16,0.0
500,12,68,16,0.0
500,12,69,16,0.0
500,13,20,5,56.0
500,13,21,14,78.0
500,13,22,16,31.0
500,13,23,18,32.0
500,13,24,21,37.0
500,13,25,23,8.0
500,13,26,23,0.0
500,13,27,24,4.0
500,13,28,24,0.0
500,13,29,24,0.0
500,13,30,24,0.0
500,13,31,25,3.0
500,13,32,25,0.0
500,13,33,25,0.0
500,13,34,25,0.0
500,13,35,25,0.0
500,13,36,25,0.0
500,13,37,25,0.0
500,13,38,25,0.0
500,13,39,25,0.0
500,13,40,25,0.0
500,13,41,25,0.0
500,13,42,25,0.0
500,13,43,25,0.0
500,13,44,25,0.0
500,13,45,25,0.0
500,13,46,25,0.0
500,13,47,25,0.0
500,13,48,25,0.0
500,13,49,25,0.0
500,13,50,25,0.0
500,13,51,25,0.0
500,13,52,25,0.0
500,13,53,25,0.0
500,13,54,25,0.0
500,13,55,25,0.0
500,13,56,25,0.0
500,13,57,25,0.0
500,13,58,25,0.0
500,13,59,25,0.0
500,13,60,25,0.0
500,13,61,25,0.0
500,13,62,25,0.0
500,13,63,25,0.0
500,13,64,25,0.0
500,13,65,25,0.0
500,13,66,25,0.0
500,13,67,25,0.0
500,13,68,25,0.0
500,13,69,25,0.0
500,14,20,3,49.0
500,14,21,6,20.0
500,14,22,11,17.0
500,14,23,11,0.0
500,14,24,11,0.0
500,14,25,12,2.0
500,14,26,14,7.0
500,14,27,15,6.0
500,14,28,15,0.0
500,14,29,15,0.0
500,14,30,15,0.0
500,14,31,15,0.0
500,14,32,15,0.0
500,14,33,15,0.0
500,14,34,15,0.0
500,14,35,15,0.0
500,14,36,15,0.0
500,14,37,15,0.0
500,14,38,15,0.0
500,14,39,15,0.0
500,14,40,15,0.0
500,14,41,15,0.0
500,14,42,15,0.0
500,14,43,15,0.0
500,14,44,15,0.0
500,14,45,15,0.0
500,14,46,15,0.0
500,14,47,15,0.0
500,14,48,15,0.0
500,14,49,15,0.0
500,14,50,15,0.0
500,14,51,15,0.0
500,14,52,15,0.0
500,14,53,15,0.0
500,14,54,15,0.0
500,14,55,15,0.0
500,14,56,15,0.0
500,14,57,15,0.0
500,14,58,15,0.0
500,14,59,15,0.0
500,14,60,15,0.0
500,14,61,15,0.0
500,14,62,15,0.0
500,14,63,15,0.0
500,14,64,15,0.0
500,14,65,15,0.0
500,14,66,15,0.0
500,14,67,15,0.0
500,14,68,15,0.0
500,14,69,15,0.0
500,15,20,4,17.0
500,15,21,7,20.0
500,15,22,8,5.0
500,15,23,10,6.0
500,15,24,11,1.0
500,15,25,12,2.0
500,15,26,13,3.0
500,15,27,14,1.0
500,15,28,14,0.0
500,15,29,14,0.0
500,15,30,14,0.0
500,15,31,14,0.0
500,15,32,14,0.0
500,15,33,14,0.0
500,15,34,14,0.0
500,15,35,14,0.0
500,15,36,14,0.0
500,15,37,14,0.0
500,15,38,14,0.0
500,15,39,14,0.0
500,15,40,14,0.0
500,15,41,14,0.0
500,15,42,14,0.0
500,15,43,14,0.0
500,15,44,14,0.0
500,15,45,14,0.0
500,15,46,14,0.0
500,15,47,14,0.0
500,15,48,14,0.0
500,15,49,14,0.0
500,15,50,14,0.0
500,15,51,14,0.0
500,15,52,14,0.0
500,15,53,14,0.0
500,15,54,14,0.0
500,15,55,14,0.0
500,15,56,14,0.0
500,15,57,14,0.0
500,15,58,14,0.0
500,15,59,14,0.0
500,15,60,14,0.0
500,15,61,14,0.0
500,15,62,14,0.0
500,15,63,14,0.0
500,15,64,14,0.0
500,15,65,14,0.0
500,15,66,14,0.0
500,15,67,14,0.0
500,15,68,14,0.0
500,15,69,14,0.0
500,16,20,6,46.0
500,16,21,7,24.0
500,16,22,9,12.0
500,16,23,11,4.0
500,16,24,11,0.0
500,16,25,11,0.0
500,16,26,11,0.0
500,16,27,11,0.0
500,16,28,11,0.0
500,16,29,14,4.0
500,16,30,14,0.0
500,16,31,14,0.0
500,16,32,14,0.0
500,16,33,14,0.0
500,16,34,14,0.0
500,16,35,14,0.0
500,16,36,14,0.0
500,16,37,14,0.0
500,16,38,14,0.0
500,16,39,14,0.0
500,16,40,14,0.0
500,16,41,14,0.0
500,16,42,14,0.0
500,16,43,14,0.0
500,16,44,14,0.0
500,16,45,14,0.0
500,16,46,14,0.0
500,16,47,14,0.0
500,16,48,14,0.0
500,16,49,14,0.0
500,16,50,14,0.0
500,16,51,14,0.0
500,16,52,14,0.0
500,16,53,14,0.0
500,16,54,14,0.0
500,16,55,14,0.0
500,16,56,14,0.0
500,16,57,14,0.0
500,16,58,14,0.0
500,16,59,14,0.0
500,16,60,14,0.0
500,16,61,14,0.0
500,16,62,14,0.0
500,16,63,14,0.0
500,16,64,14,0.0
500,16,65,14,0.0
500,16,66,14,0.0
500,16,67,14,0.0
500,16,68,14,0.0
500,16,69,14,0.0
500,17,20,8,89.0
500,17,21,11,19.0
500,17,22,11,0.0
500,17,23,11,0.0
500,17,24,13,18.0
500,17,25,13,0.0
500,17,26,14,1.0
500,17,27,16,2.0
500,17,28,16,0.0
500,17,29,16,0.0
500,17,30,16,0.0
500,17,31,16,0.0
500,17,32,16,0.0
500,17,33,16,0.0
500,17,34,17,1.0
500,17,35,17,0.0
500,17,36,17,0.0
500,17,37,17,0.0
500,17,38,17,0.0
500,17,39,17,0.0
500,17,40,17,0.0
500,17,41,17,0.0
500,17,42,17,0.0
500,17,43,17,0.0
500,17,44,17,0.0
500,17,45,17,0.0
500,17,46,17,0.0
500,17,47,17,0.0
500,17,48,17,0.0
500,17,49,17,0.0
500,17,50,17,0.0
500,17,51,17,0.0
500,17,52,17,0.0
500,17,53,17,0.0
500,17,54,17,0.0
500,17,55,17,0.0
500,17,56,17,0.0
500,17,57,17,0.0
500,17,58,17,0.0
500,17,59,17,0.0
500,17,60,17,0.0
500,17,61,17,0.0
500,17,62,17,0.0
500,17,63,17,0.0
500,17,64,17,0.0
500,17,65,17,0.0
500,17,66,17,0.0
500,17,67,17,0.0
500,17,68,17,0.0
500,17,69,17,0.0
500,18,20,3,25.0
500,18,21,7,11.0
500,18,22,8,8.0
500,18,23,8,0.0
500,18,24,9,1.0
500,18,25,9,0.0
500,18,26,10,1.0
500,18,27,11,2.0
500,18,28,11,0.0
500,18,29,11,0.0
500,18,30,11,0.0
500,18,31,13,8.0
500,18,32,13,0.0
500,18,33,13,0.0
500,18,34,13,0.0
500,18,35,13,0.0
500,18,36,13,0.0
500,18,37,13,0.0
500,18,38,13,0.0
500,18,39,13,0.0
500,18,40,13,0.0
500,18,41,13,0.0
500,18,42,13,0.0
500,18,43,13,0.0
500,18,44,13,0.0
500,18,45,13,0.0
500,18,46,13,0.0
500,18,47,13,0.0
500,18,48,13,0.0
500,18,49,13,0.0
500,18,50,13,0.0
500,18,51,13,0.0
500,18,52,13,0.0
500,18,53,13,0.0
500,18,54,13,0.0
500,18,55,13,0.0
500,18,56,13,0.0
500,18,57,13,0.0
500,18,58,13,0.0
500,18,59,13,0.0
500,18,60,13,0.0
500,18,61,13,0.0
500,18,62,13,0.0
500,18,63,13,0.0
500,18,64,13,0.0
500,18,65,13,0.0
500,18,66,13,0.0
500,18,67,13,0.0
500,18,68,13,0.0
500,18,69,13,0.0
500,19,20,1,24.0
500,19,21,4,35.0
500,19,22,5,37.0
500,19,23,9,22.0
500,19,24,13,30.0
500,19,25,16,23.0
500,19,26,20,36.0
500,19,27,20,16.0
500,19,28,20,7.0
500,19,29,20,0.0
500,19,30,21,1.0
500,19,31,21,0.0
500,19,32,23,2.0
500,19,33,24,10.0
500,19,34,24,0.0
500,19,35,24,0.0
500,19,36,24,0.0
500,19,37,24,0.0
500,19,38,24,0.0
500,19,39,24,0.0
500,19,40,24,0.0
500,19,41,24,0.0
500,19,42,24,0.0
500,19,43,24,0.0
500,19,44,24,0.0
500,19,45,24,0.0
500,19,46,24,0.0
500,19,47,24,0.0
500,19,48,24,0.0
500,19,49,24,0.0
500,19,50,24,0.0
500,19,51,24,0.0
500,19,52,24,0.0
500,19,53,24,0.0
500,19,54,24,0.0
500,19,55,24,0.0
500,19,56,24,0.0
500,19,57,24,0.0
500,19,58,24,0.0
500,19,59,24,0.0
500,19,60,24,0.0
500,19,61,24,0.0
500,19,62,24,0.0
500,19,63,24,0.0
500,19,64,24,0.0
500,19,65,24,0.0
500,19,66,24,0.0
500,19,67,24,0.0
500,19,68,24,0.0
500,19,69,24,0.0
500,20,20,6,19.0
500,20,21,10,11.0
500,20,22,13,14.0
500,20,23,14,3.0
500,20,24,15,5.0
500,20,25,15,0.0
500,20,26,15,0.0
500,20,27,16,3.0
500,20,28,16,0.0
500,20,29,16,0.0
500,20,30,16,0.0
500,20,31,16,0.0
500,20,32,16,0.0
500,20,33,16,0.0
500,20,34,16,0.0
500,20,35,16,0.0
500,20,36,16,0.0
500,20,37,16,0.0
500,20,38,16,0.0
500,20,39,16,0.0
500,20,40,16,0.0
500,20,41,16,0.0
500,20,42,16,0.0
500,20,43,16,0.0
500,20,44,16,0.0
500,20,45,16,0.0
500,20,46,16,0.0
500,20,47,16,0.0
500,20,48,16,0.0
500,20,49,16,0.0
500,20,50,16,0.0
500,20,51,16,0.0
500,20,52,16,0.0
500,20,53,16,0.0
500,20,54,16,0.0
500,20,55,16,0.0
500,20,56,16,0.0
500,20,57,16,0.0
500,20,58,16,0.0
500,20,59,16,0.0
500,20,60,16,0.0
500,20,61,16,0.0
500,20,62,16,0.0
500,20,63,16,0.0
500,20,64,16,0.0
500,20,65,16,0.0
500,20,66,16,0.0
500,20,67,16,0.0
500,20,68,16,0.0
500,20,69,16,0.0
500,21,20,5,62.0
500,21,21,7,56.0
500,21,22,9,14.0
500,21,23,12,10.0
500,21,24,15,7.0
500,21,25,18,8.0
500,21,26,18,2.0
500,21,27,19,2.0
500,21,28,19,0.0
500,21,29,19,0.0
500,21,30,19,0.0
500,21,31,19,0.0
500,21,32,20,3.0
500,21,33,20,0.0
500,21,34,20,0.0
500,21,35,20,0.0
500,21,36,20,0.0
500,21,37,21,3.0
500,21,38,21,0.0
500,21,39,21,0.0
500,21,40,21,0.0
500,21,41,21,0.0
500,21,42,21,0.0
500,21,43,21,0.0
500,21,44,21,0.0
500,21,45,21,0.0
500,21,46,21,0.0
500,21,47,21,0.0
500,21,48,21,0.0
500,21,49,21,0.0
500,21,50,21,0.0
500,21,51,21,0.0
500,21,52,21,0.0
500,21,53,21,0.0
500,21,54,21,0.0
500,21,55,21,0.0
500,21,56,21,0.0
500,21,57,21,0.0
500,21,58,21,0.0
500,21,59,21,0.0
500,21,60,21,0.0
500,21,61,21,0.0
500,21,62,21,0.0
500,21,63,21,0.0
500,21,64,21,0.0
500,21,65,21,0.0
500,21,66,21,0.0
500,21,67,21,0.0
500,21,68,21,0.0
500,21,69,21,0.0
500,22,20,10,43.0
500,22,21,11,8.0
500,22,22,13,10.0
500,22,23,15,9.0
500,22,24,20,12.0
500,22,25,22,8.0
500,22,26,22,0.0
500,22,27,22,0.0
500,22,28,24,4.0
500,22,29,24,0.0
500,22,30,24,0.0
500,22,31,24,0.0
500,22,32,24,0.0
500,22,33,24,0.0
500,22,34,24,0.0
500,22,35,24,0.0
500,22,36,24,0.0
500,22,37,24,0.0
500,22,38,24,0.0
500,22,39,24,0.0
500,22,40,24,0.0
500,22,41,24,0.0
500,22,42,24,0.0
500,22,43,24,0.0
500,22,44,24,0.0
500,22,45,24,0.0
500,22,46,24,0.0
500,22,47,24,0.0
500,22,48,24,0.0
500,22,49,24,0.0
500,22,50,24,0.0
500,22,51,24,0.0
500,22,52,24,0.0
500,22,53,24,0.0
500,22,54,24,0.0
500,22,55,24,0.0
500,22,56,24,0.0
500,22,57,24,0.0
500,22,58,24,0.0
500,22,59,24,0.0
500,22,60,24,0.0
500,22,61,24,0.0
500,22,62,24,0.0
500,22,63,24,0.0
500,22,64,24,0.0
500,22,65,24,0.0
500,22,66,24,0.0
500,22,67,24,0.0
500,22,68,24,0.0
500,22,69,24,0.0
500,23,20,7,45.0
500,23,21,9,31.0
500,23,22,9,16.0
500,23,23,11,27.0
500,23,24,11,10.0
500,23,25,13,25.0
500,23,26,13,6.0
500,23,27,13,0.0
500,23,28,14,2.0
500,23,29,15,7.0
500,23,30,17,9.0
500,23,31,18,4.0
