seed,rate,window,k_star,is_switch,J2,J3,J4,dJ34,dJ32,H2,H3,H4,dH32,dH43,none_ratio,mid_strong_ratio,n_C
314,0.0005,3,4,0,-0.1606,0.007,0.3957,0.3887,0.1676,0.8031,1.0975,1.3863,0.2944,0.2888,0.8333,0.1111,18
314,0.0005,4,4,0,-0.2903,-0.2218,-0.1653,0.0565,0.0685,0.3095,0.3095,0.3095,0.0,0.0,0.9444,0.0556,18
314,0.0005,5,2,1,0.4051,0.4051,0.4051,0.0,0.0,1.2433,1.2433,1.2433,0.0,0.0,0.8636,0.1364,22
314,0.0005,6,2,0,-0.1102,-0.1102,-0.1102,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,10
314,0.0005,7,3,0,0.6205,0.8087,0.8021,-0.0066,0.1882,1.1995,1.5016,1.6266,0.3021,0.125,0.75,0.1875,16
314,0.0005,5,2,0,0.4051,0.4051,0.4051,0.0,0.0,1.2433,1.2433,1.2433,0.0,0.0,0.8636,0.1364,22
314,0.0005,6,2,0,-0.1102,-0.1102,-0.1102,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,10
314,0.0005,7,3,1,0.6205,0.8087,0.8021,-0.0066,0.1882,1.1995,1.5016,1.6266,0.3021,0.125,0.75,0.1875,16
314,0.0005,8,3,0,-0.079,-0.032,-0.032,0.0,0.047,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,16
314,0.0005,9,3,0,-0.1119,0.5229,0.5229,0.0,0.6348,0.6402,1.2772,1.2772,0.637,0.0,0.7647,0.0588,17
314,0.0005,8,3,0,-0.079,-0.032,-0.032,0.0,0.047,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,16
314,0.0005,9,3,0,-0.1119,0.5229,0.5229,0.0,0.6348,0.6402,1.2772,1.2772,0.637,0.0,0.7647,0.0588,17
314,0.0005,10,4,1,-0.2521,0.3543,0.4516,0.0973,0.6064,-0.0,0.8813,1.1412,0.8813,0.2599,0.7,0.0,20
314,0.0005,11,4,0,1.2712,1.5069,1.5173,0.0104,0.2357,1.8149,2.1822,2.1822,0.3673,0.0,0.5,0.375,24
314,0.0005,12,3,0,0.2148,0.7461,0.7461,0.0,0.5313,0.5226,1.2608,1.2608,0.7382,0.0,0.6471,0.1176,17
314,0.0005,10,4,0,-0.2521,0.3543,0.4516,0.0973,0.6064,-0.0,0.8813,1.1412,0.8813,0.2599,0.7,0.0,20
314,0.0005,11,4,0,1.2712,1.5069,1.5173,0.0104,0.2357,1.8149,2.1822,2.1822,0.3673,0.0,0.5,0.375,24
314,0.0005,12,3,1,0.2148,0.7461,0.7461,0.0,0.5313,0.5226,1.2608,1.2608,0.7382,0.0,0.6471,0.1176,17
314,0.0005,13,4,0,0.4869,0.6707,0.6973,0.0266,0.1838,1.319,1.5789,1.7166,0.2599,0.1377,0.8,0.15,20
314,0.0005,14,4,0,0.6594,1.0657,1.1195,0.0538,0.4063,1.6645,2.1281,2.1281,0.4636,0.0,0.5714,0.2857,14
314,0.0005,11,4,0,1.2712,1.5069,1.5173,0.0104,0.2357,1.8149,2.1822,2.1822,0.3673,0.0,0.5,0.375,24
314,0.0005,12,3,0,0.2148,0.7461,0.7461,0.0,0.5313,0.5226,1.2608,1.2608,0.7382,0.0,0.6471,0.1176,17
314,0.0005,13,4,1,0.4869,0.6707,0.6973,0.0266,0.1838,1.319,1.5789,1.7166,0.2599,0.1377,0.8,0.15,20
314,0.0005,14,4,0,0.6594,1.0657,1.1195,0.0538,0.4063,1.6645,2.1281,2.1281,0.4636,0.0,0.5714,0.2857,14
314,0.0005,15,3,0,0.0069,0.1087,0.1087,0.0,0.1018,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,12
314,0.0005,13,4,0,0.4869,0.6707,0.6973,0.0266,0.1838,1.319,1.5789,1.7166,0.2599,0.1377,0.8,0.15,20
314,0.0005,14,4,0,0.6594,1.0657,1.1195,0.0538,0.4063,1.6645,2.1281,2.1281,0.4636,0.0,0.5714,0.2857,14
314,0.0005,15,3,1,0.0069,0.1087,0.1087,0.0,0.1018,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,12
314,0.0005,16,3,0,1.1864,1.5628,1.5628,0.0,0.3764,1.5657,1.9713,1.9713,0.4056,0.0,0.5294,0.2941,17
314,0.0005,17,3,0,0.5221,0.8432,0.8432,0.0,0.3211,1.3472,1.7652,1.7652,0.418,0.0,0.6667,0.2222,18
314,0.0005,19,3,0,0.0457,0.3224,0.3224,0.0,0.2767,0.7732,1.1451,1.1451,0.3719,0.0,0.8462,0.0769,13
314,0.0005,20,3,0,0.8931,0.9268,0.9268,0.0,0.0337,1.6574,1.6574,1.6574,0.0,0.0,0.7368,0.2632,19
314,0.0005,21,2,1,0.0392,0.0392,0.0392,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,11
314,0.0005,22,0,0,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,16
314,0.0005,23,2,0,0.7419,0.7419,0.7419,0.0,0.0,1.2871,1.2871,1.2871,0.0,0.0,0.7857,0.2143,14
314,0.0005,20,3,0,0.8931,0.9268,0.9268,0.0,0.0337,1.6574,1.6574,1.6574,0.0,0.0,0.7368,0.2632,19
314,0.0005,21,2,0,0.0392,0.0392,0.0392,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,11
314,0.0005,22,0,1,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,16
314,0.0005,23,2,0,0.7419,0.7419,0.7419,0.0,0.0,1.2871,1.2871,1.2871,0.0,0.0,0.7857,0.2143,14
314,0.0005,24,3,0,-0.0452,0.5035,0.5035,0.0,0.5487,-0.0,0.7554,0.7554,0.7554,0.0,0.7826,0.0,23
314,0.0005,21,2,0,0.0392,0.0392,0.0392,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,11
314,0.0005,22,0,0,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,16
314,0.0005,23,2,1,0.7419,0.7419,0.7419,0.0,0.0,1.2871,1.2871,1.2871,0.0,0.0,0.7857,0.2143,14
314,0.0005,24,3,0,-0.0452,0.5035,0.5035,0.0,0.5487,-0.0,0.7554,0.7554,0.7554,0.0,0.7826,0.0,23
314,0.0005,25,4,0,0.6885,1.0694,1.0909,0.0215,0.3809,1.2516,1.7925,1.9455,0.5409,0.153,0.6667,0.1667,18
314,0.0005,22,0,0,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,16
314,0.0005,23,2,0,0.7419,0.7419,0.7419,0.0,0.0,1.2871,1.2871,1.2871,0.0,0.0,0.7857,0.2143,14
314,0.0005,24,3,1,-0.0452,0.5035,0.5035,0.0,0.5487,-0.0,0.7554,0.7554,0.7554,0.0,0.7826,0.0,23
314,0.0005,25,4,0,0.6885,1.0694,1.0909,0.0215,0.3809,1.2516,1.7925,1.9455,0.5409,0.153,0.6667,0.1667,18
314,0.0005,23,2,0,0.7419,0.7419,0.7419,0.0,0.0,1.2871,1.2871,1.2871,0.0,0.0,0.7857,0.2143,14
314,0.0005,24,3,0,-0.0452,0.5035,0.5035,0.0,0.5487,-0.0,0.7554,0.7554,0.7554,0.0,0.7826,0.0,23
314,0.0005,25,4,1,0.6885,1.0694,1.0909,0.0215,0.3809,1.2516,1.7925,1.9455,0.5409,0.153,0.6667,0.1667,18
456,0.0005,1,3,0,-0.4776,-0.2589,-0.2589,0.0,0.2187,0.6834,1.0336,1.0336,0.3502,0.0,0.8614,0.0693,101
456,0.0005,2,0,1,-0.6211,-0.5842,-0.5842,0.0,0.0369,0.4501,0.5499,0.5499,0.0998,0.0,0.9474,0.0395,76
456,0.0005,3,3,0,0.2904,0.416,0.416,0.0,0.1256,1.2087,1.4473,1.4473,0.2386,0.0,0.8261,0.1304,23
456,0.0005,4,3,0,0.2609,0.7761,0.7761,0.0,0.5152,1.352,1.8811,1.8811,0.5291,0.0,0.6923,0.1538,13
456,0.0005,1,3,0,-0.4776,-0.2589,-0.2589,0.0,0.2187,0.6834,1.0336,1.0336,0.3502,0.0,0.8614,0.0693,101
456,0.0005,2,0,0,-0.6211,-0.5842,-0.5842,0.0,0.0369,0.4501,0.5499,0.5499,0.0998,0.0,0.9474,0.0395,76
456,0.0005,3,3,1,0.2904,0.416,0.416,0.0,0.1256,1.2087,1.4473,1.4473,0.2386,0.0,0.8261,0.1304,23
456,0.0005,4,3,0,0.2609,0.7761,0.7761,0.0,0.5152,1.352,1.8811,1.8811,0.5291,0.0,0.6923,0.1538,13
456,0.0005,5,4,0,0.0884,0.3021,0.4392,0.1371,0.2137,1.1451,1.1451,1.1451,0.0,0.0,0.8462,0.1538,13
456,0.0005,3,3,0,0.2904,0.416,0.416,0.0,0.1256,1.2087,1.4473,1.4473,0.2386,0.0,0.8261,0.1304,23
456,0.0005,4,3,0,0.2609,0.7761,0.7761,0.0,0.5152,1.352,1.8811,1.8811,0.5291,0.0,0.6923,0.1538,13
456,0.0005,5,4,1,0.0884,0.3021,0.4392,0.1371,0.2137,1.1451,1.1451,1.1451,0.0,0.0,0.8462,0.1538,13
456,0.0005,6,4,0,0.2625,0.5028,0.6695,0.1667,0.2403,1.3568,1.6166,1.6166,0.2598,0.0,0.75,0.2,20
456,0.0005,7,4,0,0.2907,1.0139,1.0492,0.0353,0.7232,1.0613,1.7962,1.9212,0.7349,0.125,0.5625,0.125,16
456,0.0005,12,4,0,0.0428,0.0428,0.1473,0.1045,0.0,0.6999,0.6999,0.6999,0.0,0.0,0.9091,0.0909,22
456,0.0005,13,4,0,0.1112,0.1112,0.2206,0.1094,0.0,1.0975,1.0975,1.0975,0.0,0.0,0.8333,0.1667,18
456,0.0005,14,2,1,-0.1519,-0.1519,-0.1519,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,13
456,0.0005,15,0,0,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,6
456,0.0005,16,2,0,0.4327,0.4327,0.4327,0.0,0.0,1.0613,1.0613,1.0613,0.0,0.0,0.875,0.125,16
456,0.0005,13,4,0,0.1112,0.1112,0.2206,0.1094,0.0,1.0975,1.0975,1.0975,0.0,0.0,0.8333,0.1667,18
456,0.0005,14,2,0,-0.1519,-0.1519,-0.1519,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,13
456,0.0005,15,0,1,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,6
456,0.0005,16,2,0,0.4327,0.4327,0.4327,0.0,0.0,1.0613,1.0613,1.0613,0.0,0.0,0.875,0.125,16
456,0.0005,17,2,0,0.1129,0.1129,0.1129,0.0,0.0,1.0409,1.0409,1.0409,0.0,0.0,0.8333,0.1667,12
456,0.0005,14,2,0,-0.1519,-0.1519,-0.1519,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,13
456,0.0005,15,0,0,-0.5,-0.5,-0.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,6
456,0.0005,16,2,1,0.4327,0.4327,0.4327,0.0,0.0,1.0613,1.0613,1.0613,0.0,0.0,0.875,0.125,16
456,0.0005,17,2,0,0.1129,0.1129,0.1129,0.0,0.0,1.0409,1.0409,1.0409,0.0,0.0,0.8333,0.1667,12
456,0.0005,18,4,0,0.1624,1.1349,1.142,0.0071,0.9725,1.0889,1.8262,1.946,0.7373,0.1198,0.5217,0.1304,23
456,0.0005,16,2,0,0.4327,0.4327,0.4327,0.0,0.0,1.0613,1.0613,1.0613,0.0,0.0,0.875,0.125,16
456,0.0005,17,2,0,0.1129,0.1129,0.1129,0.0,0.0,1.0409,1.0409,1.0409,0.0,0.0,0.8333,0.1667,12
456,0.0005,18,4,1,0.1624,1.1349,1.142,0.0071,0.9725,1.0889,1.8262,1.946,0.7373,0.1198,0.5217,0.1304,23
456,0.0005,19,4,0,0.7093,1.0986,1.1441,0.0455,0.3893,1.6327,2.1115,2.1115,0.4788,0.0,0.5758,0.2727,33
456,0.0005,20,3,0,0.3437,0.7702,0.7702,0.0,0.4265,0.6962,1.3294,1.3294,0.6332,0.0,0.625,0.1875,16
456,0.0005,18,4,0,0.1624,1.1349,1.142,0.0071,0.9725,1.0889,1.8262,1.946,0.7373,0.1198,0.5217,0.1304,23
456,0.0005,19,4,0,0.7093,1.0986,1.1441,0.0455,0.3893,1.6327,2.1115,2.1115,0.4788,0.0,0.5758,0.2727,33
456,0.0005,20,3,1,0.3437,0.7702,0.7702,0.0,0.4265,0.6962,1.3294,1.3294,0.6332,0.0,0.625,0.1875,16
456,0.0005,21,3,0,1.2652,1.5622,1.5622,0.0,0.297,1.8892,2.2892,2.2892,0.4,0.0,0.4667,0.3333,15
456,0.0005,22,3,0,0.1291,0.281,0.281,0.0,0.1519,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,16
789,0.0005,1,2,0,-0.4584,-0.521,-0.521,0.0,-0.0626,0.7025,0.7715,0.7715,0.069,0.0,0.9322,0.0593,118
789,0.0005,2,3,1,-0.5615,-0.0791,-0.0791,0.0,0.4824,0.5346,1.0115,1.0115,0.4769,0.0,0.8452,0.0476,84
789,0.0005,3,4,0,-0.4736,-0.2089,0.0462,0.2551,0.2647,0.3816,0.804,1.1128,0.4224,0.3088,0.8529,0.0588,34
789,0.0005,4,4,0,-0.2974,0.6911,0.714,0.0229,0.9885,0.3534,1.2867,1.2867,0.9333,0.0,0.4667,0.0667,15
789,0.0005,1,2,0,-0.4584,-0.521,-0.521,0.0,-0.0626,0.7025,0.7715,0.7715,0.069,0.0,0.9322,0.0593,118
789,0.0005,2,3,0,-0.5615,-0.0791,-0.0791,0.0,0.4824,0.5346,1.0115,1.0115,0.4769,0.0,0.8452,0.0476,84
789,0.0005,3,4,1,-0.4736,-0.2089,0.0462,0.2551,0.2647,0.3816,0.804,1.1128,0.4224,0.3088,0.8529,0.0588,34
789,0.0005,4,4,0,-0.2974,0.6911,0.714,0.0229,0.9885,0.3534,1.2867,1.2867,0.9333,0.0,0.4667,0.0667,15
789,0.0005,5,3,0,-0.3152,0.0816,0.0816,0.0,0.3968,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,13
789,0.0005,3,4,0,-0.4736,-0.2089,0.0462,0.2551,0.2647,0.3816,0.804,1.1128,0.4224,0.3088,0.8529,0.0588,34
789,0.0005,4,4,0,-0.2974,0.6911,0.714,0.0229,0.9885,0.3534,1.2867,1.2867,0.9333,0.0,0.4667,0.0667,15
789,0.0005,5,3,1,-0.3152,0.0816,0.0816,0.0,0.3968,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,13
789,0.0005,6,3,0,-0.3145,0.4468,0.4468,0.0,0.7613,0.3095,1.0529,1.0529,0.7434,0.0,0.7222,0.0556,18
789,0.0005,7,3,0,0.118,0.3086,0.3086,0.0,0.1906,0.7219,0.7219,0.7219,0.0,0.0,0.8,0.2,15
789,0.0005,6,3,0,-0.3145,0.4468,0.4468,0.0,0.7613,0.3095,1.0529,1.0529,0.7434,0.0,0.7222,0.0556,18
789,0.0005,7,3,0,0.118,0.3086,0.3086,0.0,0.1906,0.7219,0.7219,0.7219,0.0,0.0,0.8,0.2,15
789,0.0005,8,2,1,0.446,0.446,0.446,0.0,0.0,0.9864,0.9864,0.9864,0.0,0.0,0.8889,0.1111,9
789,0.0005,9,3,0,-0.0744,0.4284,0.4284,0.0,0.5028,0.9,1.4082,1.4082,0.5082,0.0,0.7917,0.0833,24
789,0.0005,10,3,0,0.09,0.6156,0.6156,0.0,0.5256,1.1542,1.7723,1.7723,0.6181,0.0,0.6667,0.1429,21
789,0.0005,7,3,0,0.118,0.3086,0.3086,0.0,0.1906,0.7219,0.7219,0.7219,0.0,0.0,0.8,0.2,15
789,0.0005,8,2,0,0.446,0.446,0.446,0.0,0.0,0.9864,0.9864,0.9864,0.0,0.0,0.8889,0.1111,9
789,0.0005,9,3,1,-0.0744,0.4284,0.4284,0.0,0.5028,0.9,1.4082,1.4082,0.5082,0.0,0.7917,0.0833,24
789,0.0005,10,3,0,0.09,0.6156,0.6156,0.0,0.5256,1.1542,1.7723,1.7723,0.6181,0.0,0.6667,0.1429,21
789,0.0005,11,3,0,0.3979,0.6146,0.6146,0.0,0.2167,1.4466,1.4466,1.4466,0.0,0.0,0.7778,0.2222,9
789,0.0005,17,3,0,0.1227,0.8467,0.8467,0.0,0.724,0.8167,1.6258,1.6258,0.8091,0.0,0.5833,0.0833,12
789,0.0005,18,3,0,0.4983,0.7606,0.7606,0.0,0.2623,1.1488,1.4838,1.4838,0.335,0.0,0.7857,0.1429,14
789,0.0005,19,4,1,0.4055,0.4779,0.5709,0.093,0.0724,1.352,1.352,1.5059,0.0,0.1539,0.8462,0.1538,13
789,0.0005,20,4,0,0.0424,0.3445,0.3924,0.0479,0.3021,0.8167,1.2075,1.2075,0.3908,0.0,0.8333,0.0833,12
789,0.0005,21,3,0,0.2947,0.6111,0.6111,0.0,0.3164,1.1596,1.6184,1.6184,0.4588,0.0,0.7059,0.1765,17
789,0.0005,19,4,0,0.4055,0.4779,0.5709,0.093,0.0724,1.352,1.352,1.5059,0.0,0.1539,0.8462,0.1538,13
789,0.0005,20,4,0,0.0424,0.3445,0.3924,0.0479,0.3021,0.8167,1.2075,1.2075,0.3908,0.0,0.8333,0.0833,12
789,0.0005,21,3,1,0.2947,0.6111,0.6111,0.0,0.3164,1.1596,1.6184,1.6184,0.4588,0.0,0.7059,0.1765,17
789,0.0005,22,3,0,-0.0933,0.0399,0.0399,0.0,0.1332,-0.0,0.4138,0.4138,0.4138,0.0,0.9167,0.0,12
789,0.0005,23,3,0,0.3383,0.6908,0.6908,0.0,0.3525,1.1401,1.6137,1.6137,0.4736,0.0,0.7647,0.1176,17
999,0.0005,3,3,0,0.131,0.1635,0.1635,0.0,0.0325,0.8842,0.8842,0.8842,0.0,0.0,0.85,0.15,20
999,0.0005,4,3,0,0.4487,0.6394,0.6394,0.0,0.1907,1.0613,1.3716,1.3716,0.3103,0.0,0.8125,0.125,16
999,0.0005,5,4,1,0.0142,0.5497,0.6275,0.0778,0.5355,0.9864,1.5694,1.6806,0.583,0.1112,0.7222,0.1111,18
999,0.0005,6,4,0,-0.1523,0.2718,0.3736,0.1018,0.4241,0.7732,1.352,1.352,0.5788,0.0,0.7692,0.0769,13
999,0.0005,7,3,0,-0.2144,-0.0473,-0.0473,0.0,0.1671,-0.0,0.4395,0.4395,0.4395,0.0,0.9091,0.0,11
999,0.0005,5,4,0,0.0142,0.5497,0.6275,0.0778,0.5355,0.9864,1.5694,1.6806,0.583,0.1112,0.7222,0.1111,18
999,0.0005,6,4,0,-0.1523,0.2718,0.3736,0.1018,0.4241,0.7732,1.352,1.352,0.5788,0.0,0.7692,0.0769,13
999,0.0005,7,3,1,-0.2144,-0.0473,-0.0473,0.0,0.1671,-0.0,0.4395,0.4395,0.4395,0.0,0.9091,0.0,11
999,0.0005,8,3,0,0.5681,0.6099,0.6099,0.0,0.0418,1.1568,1.1568,1.1568,0.0,0.0,0.8,0.2,10
999,0.0005,9,3,0,0.9021,1.3866,1.3866,0.0,0.4845,1.659,2.1451,2.1451,0.4861,0.0,0.5294,0.2941,17
999,0.0005,10,3,0,0.2567,0.7301,0.7301,0.0,0.4734,0.8659,1.4911,1.4911,0.6252,0.0,0.7273,0.0909,11
999,0.0005,11,3,0,-0.1878,0.0803,0.0803,0.0,0.2681,-0.0,0.5436,0.5436,0.5436,0.0,0.875,0.0,16
999,0.0005,12,2,1,1.2075,1.2075,1.2075,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,6
999,0.0005,13,2,0,1.06,1.06,1.06,0.0,0.0,1.1982,1.1982,1.1982,0.0,0.0,0.8462,0.1538,13
999,0.0005,14,3,0,-0.0827,0.436,0.436,0.0,0.5187,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,10
999,0.0005,12,2,0,1.2075,1.2075,1.2075,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,6
999,0.0005,13,2,0,1.06,1.06,1.06,0.0,0.0,1.1982,1.1982,1.1982,0.0,0.0,0.8462,0.1538,13
999,0.0005,14,3,1,-0.0827,0.436,0.436,0.0,0.5187,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,10
999,0.0005,15,3,0,0.9189,0.9735,0.9735,0.0,0.0546,1.361,1.361,1.361,0.0,0.0,0.6,0.4,10
999,0.0005,16,2,0,0.8342,0.8342,0.8342,0.0,0.0,1.585,1.585,1.585,0.0,0.0,0.6667,0.3333,9
999,0.0005,14,3,0,-0.0827,0.436,0.436,0.0,0.5187,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,10
999,0.0005,15,3,0,0.9189,0.9735,0.9735,0.0,0.0546,1.361,1.361,1.361,0.0,0.0,0.6,0.4,10
999,0.0005,16,2,1,0.8342,0.8342,0.8342,0.0,0.0,1.585,1.585,1.585,0.0,0.0,0.6667,0.3333,9
999,0.0005,17,3,0,0.5566,0.7837,0.7837,0.0,0.2271,1.2917,1.6267,1.6267,0.335,0.0,0.7857,0.1429,14
999,0.0005,18,3,0,-0.0999,0.0221,0.0221,0.0,0.122,-0.0,0.4138,0.4138,0.4138,0.0,0.9167,0.0,24
999,0.0005,15,3,0,0.9189,0.9735,0.9735,0.0,0.0546,1.361,1.361,1.361,0.0,0.0,0.6,0.4,10
999,0.0005,16,2,0,0.8342,0.8342,0.8342,0.0,0.0,1.585,1.585,1.585,0.0,0.0,0.6667,0.3333,9
999,0.0005,17,3,1,0.5566,0.7837,0.7837,0.0,0.2271,1.2917,1.6267,1.6267,0.335,0.0,0.7857,0.1429,14
999,0.0005,18,3,0,-0.0999,0.0221,0.0221,0.0,0.122,-0.0,0.4138,0.4138,0.4138,0.0,0.9167,0.0,24
999,0.0005,19,3,0,-0.5,-0.2927,-0.2927,0.0,0.2073,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,11
999,0.0005,21,3,0,0.5713,1.1065,1.1065,0.0,0.5352,1.1488,1.8424,1.8424,0.6936,0.0,0.5714,0.1429,7
999,0.0005,22,3,0,0.4283,0.8013,0.8013,0.0,0.373,1.0613,1.5488,1.5488,0.4875,0.0,0.75,0.125,8
999,0.0005,23,4,1,1.038,1.0949,1.2332,0.1383,0.0569,1.8424,1.8424,1.8424,0.0,0.0,0.5714,0.4286,7
999,0.0005,24,2,0,0.1782,0.1782,0.1782,0.0,0.0,0.4395,0.4395,0.4395,0.0,0.0,0.9091,0.0909,11
999,0.0005,25,3,0,-0.2832,0.3141,0.3141,0.0,0.5973,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,5
999,0.0005,22,3,0,0.4283,0.8013,0.8013,0.0,0.373,1.0613,1.5488,1.5488,0.4875,0.0,0.75,0.125,8
999,0.0005,23,4,0,1.038,1.0949,1.2332,0.1383,0.0569,1.8424,1.8424,1.8424,0.0,0.0,0.5714,0.4286,7
999,0.0005,24,2,1,0.1782,0.1782,0.1782,0.0,0.0,0.4395,0.4395,0.4395,0.0,0.0,0.9091,0.0909,11
999,0.0005,25,3,0,-0.2832,0.3141,0.3141,0.0,0.5973,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,5
999,0.0005,23,4,0,1.038,1.0949,1.2332,0.1383,0.0569,1.8424,1.8424,1.8424,0.0,0.0,0.5714,0.4286,7
999,0.0005,24,2,0,0.1782,0.1782,0.1782,0.0,0.0,0.4395,0.4395,0.4395,0.0,0.0,0.9091,0.0909,11
999,0.0005,25,3,1,-0.2832,0.3141,0.3141,0.0,0.5973,-0.0,0.7219,0.7219,0.7219,0.0,0.8,0.0,5
1337,0.0005,3,3,0,0.025,0.3046,0.3046,0.0,0.2796,0.549,0.9882,0.9882,0.4392,0.0,0.8571,0.0476,21
1337,0.0005,4,3,0,0.21,0.4849,0.4849,0.0,0.2749,0.9219,1.3568,1.3568,0.4349,0.0,0.8,0.1,10
1337,0.0005,5,4,1,0.4895,0.6158,0.6365,0.0207,0.1263,1.1221,1.4047,1.5158,0.2826,0.1111,0.7778,0.1667,18
1337,0.0005,6,4,0,0.2579,0.658,0.6968,0.0388,0.4001,0.8929,1.4372,1.4372,0.5443,0.0,0.7619,0.0952,21
1337,0.0005,7,4,0,-0.0319,0.068,0.2745,0.2065,0.0999,0.3912,0.3912,0.7732,0.0,0.382,0.9231,0.0769,13
1337,0.0005,7,4,0,-0.0319,0.068,0.2745,0.2065,0.0999,0.3912,0.3912,0.7732,0.0,0.382,0.9231,0.0769,13
1337,0.0005,8,4,0,-0.3011,-0.3011,-0.2144,0.0867,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,4
1337,0.0005,9,3,1,0.3383,0.9384,0.9384,0.0,0.6001,1.1401,1.736,1.736,0.5959,0.0,0.7059,0.1176,17
1337,0.0005,10,3,0,-0.1831,0.279,0.279,0.0,0.4621,0.6144,1.2332,1.2332,0.6188,0.0,0.7778,0.0556,18
1337,0.0005,11,3,0,0.8693,0.9411,0.9411,0.0,0.0718,1.5,1.5,1.5,0.0,0.0,0.75,0.25,4
1337,0.0005,10,3,0,-0.1831,0.279,0.279,0.0,0.4621,0.6144,1.2332,1.2332,0.6188,0.0,0.7778,0.0556,18
1337,0.0005,11,3,0,0.8693,0.9411,0.9411,0.0,0.0718,1.5,1.5,1.5,0.0,0.0,0.75,0.25,4
1337,0.0005,12,4,1,0.8028,1.276,1.3494,0.0734,0.4732,1.7583,2.1991,2.3551,0.4408,0.156,0.56,0.28,25
1337,0.0005,13,3,0,0.0721,0.1875,0.1875,0.0,0.1154,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,7
1337,0.0005,14,3,0,0.6885,0.8447,0.8447,0.0,0.1562,1.2516,1.5275,1.5275,0.2759,0.0,0.7778,0.1667,18
1337,0.0005,11,3,0,0.8693,0.9411,0.9411,0.0,0.0718,1.5,1.5,1.5,0.0,0.0,0.75,0.25,4
1337,0.0005,12,4,0,0.8028,1.276,1.3494,0.0734,0.4732,1.7583,2.1991,2.3551,0.4408,0.156,0.56,0.28,25
1337,0.0005,13,3,1,0.0721,0.1875,0.1875,0.0,0.1154,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,7
1337,0.0005,14,3,0,0.6885,0.8447,0.8447,0.0,0.1562,1.2516,1.5275,1.5275,0.2759,0.0,0.7778,0.1667,18
1337,0.0005,15,3,0,0.7376,0.7752,0.7752,0.0,0.0376,1.5738,1.5738,1.5738,0.0,0.0,0.7895,0.2105,19
1337,0.0005,15,3,0,0.7376,0.7752,0.7752,0.0,0.0376,1.5738,1.5738,1.5738,0.0,0.0,0.7895,0.2105,19
1337,0.0005,16,3,0,0.0015,0.2942,0.2942,0.0,0.2927,-0.0,0.5436,0.5436,0.5436,0.0,0.875,0.0,8
1337,0.0005,17,4,1,0.6788,1.2888,1.2907,0.0019,0.61,1.2419,1.9086,2.0419,0.6667,0.1333,0.4667,0.2,15
1337,0.0005,18,4,0,-0.1342,0.3554,0.3846,0.0292,0.4896,0.6402,1.1401,1.1401,0.4999,0.0,0.8235,0.0588,17
1337,0.0005,19,3,0,-0.2521,0.597,0.597,0.0,0.8491,-0.0,0.9968,0.9968,0.9968,0.0,0.5333,0.0,15
1337,0.0005,17,4,0,0.6788,1.2888,1.2907,0.0019,0.61,1.2419,1.9086,2.0419,0.6667,0.1333,0.4667,0.2,15
