window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,perstep_scans,perstep_contacts,perstep_boosts,perstep_boosted_pairs,perstep_total_boosts_cum
11,5000,3069,2,0,2,4,1.0,2,0,0,0,0,0,0,0,0,1.9942,0.0016,1,31.1,2,0.0,0.0,0.1404,0,0,55,56,111,0.0,0,0,0,0,2,2,0,0,1,1,0.0,0,0,0,10,180,25,12,337
12,5000,2999,2,0,2,5,2.0,1,0,0,0,0,0,0,0,0,1.9869,-0.0073,2,31.0,2,0.0,0.0,0.2424,0,0,33,26,59,0.0,0,1,0,0,1,1,0,0,2,0,0.0,0,0,1,10,160,26,13,363
13,5000,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9924,0.0055,2,32.7,2,0.0,0.0,0.0,0,0,28,22,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,160,35,12,398
14,5000,3141,1,0,1,5,1.0,2,0,0,0,0,0,0,0,1,1.9893,-0.0031,1,33.7,2,0.0,0.0,0.0,0,0,24,13,37,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,0,0,0,398
15,5000,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9405,-0.0488,1,34.1,2,0.0,0.0,0.0,0,0,27,18,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,160,30,11,428
16,5000,3115,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9716,0.031,1,34.5,2,0.0,0.0,0.0,0,0,22,16,38,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,428
17,5000,3120,1,0,1,5,1.6667,1,0,0,0,0,0,0,0,2,1.9936,0.022,1,35.0,2,0.0,0.0,0.0,0,0,23,16,39,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,40,10,4,438
18,5000,3057,2,0,2,5,0.6,1,0,0,0,0,0,0,0,1,1.9846,-0.009,2,36.4,2,0.0,0.0,0.0,0,0,27,18,45,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,200,40,15,478
19,5000,2989,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9865,0.002,2,36.6,2,0.0,0.0,0.0,0,0,26,16,42,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,150,42,14,520
20,5000,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9525,-0.0341,2,37.4,2,0.0,0.0,0.0,0,0,28,16,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,80,9,6,529
21,5000,3139,1,0,1,5,2.0,1,0,0,0,0,0,0,0,3,1.9236,-0.0289,1,37.6,2,0.0,0.0,0.0,0,0,25,15,40,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,529
22,5000,3080,1,0,1,5,0.2222,1,0,0,0,0,0,0,0,3,1.9547,0.0311,1,38.0,2,0.0,0.0,0.0,0,0,18,14,32,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,40,6,4,535
23,5000,3097,2,0,2,4,1.125,1,0,0,0,0,0,0,0,3,1.9876,0.0329,2,38.2,2,0.0,0.0,0.0,0,0,18,18,36,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,200,35,13,570
24,5000,3133,1,0,1,5,0.2286,1,0,0,0,0,0,0,0,3,1.9987,0.0112,2,38.3,2,0.0,0.0,0.0,0,0,22,19,41,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,160,25,14,595
25,4999,3137,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9822,-0.0165,2,39.6,1,0.0,0.0,0.0,0,0,23,16,39,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,160,28,10,623
26,4999,3056,3,0,3,5,1.3333,1,0,0,0,0,0,0,0,1,1.9539,-0.0283,1,39.9,1,0.0,0.0,0.0,0,0,23,16,39,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,0,0,0,623
27,4999,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9636,0.0097,1,40.0,1,0.0,0.0,0.0,0,0,26,18,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,150,36,12,659
28,4998,3026,3,0,3,4,0.4444,1,0,0,0,0,0,0,0,1,1.987,0.0234,1,40.6,1,0.0,0.0,0.0,0,0,22,16,38,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,0,0,0,659
29,4997,3068,1,0,1,5,0.24,2,0,0,0,0,0,0,0,1,1.9401,-0.0469,1,40.7,2,0.0,0.0,0.0,0,0,21,20,41,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,240,38,18,697
30,4994,3117,1,0,1,5,0.6,1,0,0,0,0,0,0,0,1,1.8734,-0.0667,2,41.4,2,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,23,7,720
31,4994,3072,1,0,1,5,0.2,2,0,0,0,0,0,0,0,1,1.9215,0.0482,2,41.3,2,0.0,0.0,0.0,0,0,25,23,48,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,80,14,5,734
32,4992,3061,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.8834,-0.0381,2,41.2,2,0.0,0.0,0.0,0,0,28,23,51,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,80,7,5,741
33,4990,2854,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9386,0.0552,2,41.5,2,0.0,0.0,0.0,0,0,28,18,46,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,110,19,8,760
34,4989,3092,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9716,0.0329,1,41.3,2,0.0,0.0,0.0,0,0,24,17,41,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,760
35,4988,3114,1,0,1,3,0.5714,2,0,0,0,0,0,0,0,3,1.992,0.0204,1,42.1,2,0.0,0.0,0.0,0,0,28,21,49,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,280,51,23,811
36,4987,3011,2,0,2,5,1.5,2,0,0,0,0,0,0,0,3,1.9647,-0.0273,2,41.3,2,0.0,0.0,0.0,0,0,30,26,56,0.0,0,1,0,0,2,2,0,0,1,1,0.0,0,0,0,10,120,11,6,822
37,4986,3126,1,0,1,5,0.96,1,0,0,0,0,0,0,0,3,1.9849,0.0201,2,42.3,2,0.0,0.0,0.0,0,0,31,28,59,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,160,24,9,846
38,4983,3059,5,0,5,5,1.3333,2,0,0,0,0,0,0,0,3,1.9749,-0.01,2,42.7,2,0.0,0.0,0.0,0,0,35,29,64,0.0,0,0,0,0,2,2,0,0,4,1,0.0,0,0,0,10,120,17,10,863
39,4981,3037,4,0,4,5,2.0,1,0,0,0,0,0,0,0,3,1.9915,0.0166,2,43.0,2,0.0,0.0,0.0,0,0,44,35,79,0.0,0,3,0,0,1,1,0,0,4,0,0.0,0,0,0,10,550,74,27,937
40,4977,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9895,-0.002,2,42.9,2,0.0,0.0,0.0,0,0,47,38,85,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,440,60,32,997
41,4974,3075,1,0,1,4,0.5,3,0,0,0,0,0,0,0,3,1.9964,0.0069,1,42.7,3,0.0,0.0,0.0,0,0,44,37,81,0.0,1,0,0,1,3,3,0,0,0,1,0.0,0,0,0,10,0,0,0,997
42,4972,3069,2,0,2,4,1.6,1,0,0,0,0,0,0,0,1,1.9662,-0.0302,1,43.0,3,0.0,0.0,0.0,0,0,42,34,76,0.0,0,1,0,1,1,1,0,0,2,0,0.0,0,0,1,10,30,10,3,1007
43,4965,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9569,-0.0093,2,43.2,3,0.0,0.0,0.0,0,0,43,42,85,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,260,38,17,1045
44,4962,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.997,0.0401,1,43.3,3,0.0,0.0,0.0,0,0,43,42,85,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1045
45,4956,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.958,-0.0389,1,43.3,3,0.0,0.0,0.0,0,0,41,38,79,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1045
46,4952,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9701,0.0121,1,42.3,3,0.0,0.0,0.0,0,0,34,31,65,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1045
47,4944,3047,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.9386,-0.0315,1,43.5,3,0.0,0.0,0.0,0,0,27,27,54,0.0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1045
48,4940,3061,2,0,2,5,0.8889,1,0,0,0,0,0,0,0,3,1.9506,0.0119,1,43.4,3,0.0,0.0,0.0,0,0,23,26,49,0.0,0,0,0,1,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1045
49,4940,3034,1,0,1,3,1.3333,2,0,0,0,0,0,0,0,3,1.9316,-0.019,2,41.6,3,0.0,0.0,0.0,0,0,16,20,36,0.0,0,0,0,1,2,2,0,0,0,1,0.0,0,0,0,10,160,27,10,1072
50,4939,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9787,0.0471,2,37.5,3,0.0,0.0,0.0,0,0,13,16,29,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,10,120,22,8,1094
51,4938,3170,2,0,2,5,0.2857,1,0,0,0,0,0,0,0,3,1.9315,-0.0472,1,40.4,3,0.0,0.0,0.0,0,0,13,16,29,0.0,0,0,0,1,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1094
52,4937,3054,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9345,0.0029,1,37.8,2,0.0,0.0,0.0,0,0,11,15,26,0.0,0,1,0,0,1,1,0,0,2,0,0.0,0,0,0,10,200,31,11,1125
53,4935,2995,2,0,2,3,0.4444,1,0,0,0,0,0,0,0,3,1.957,0.0226,2,38.0,2,0.0,0.0,0.0,0,0,13,8,21,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,120,25,8,1150
54,4935,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9641,0.007,2,37.1,2,0.0,0.0,0.0,0,0,17,10,27,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,150,29,11,1179
55,4932,2951,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,3,1.9872,0.0231,1,37.9,2,0.0,0.0,0.0,0,0,17,10,27,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1179
56,4928,3039,1,0,1,5,0.1455,1,0,0,0,0,0,0,0,3,1.9532,-0.0339,1,37.2,2,0.0,0.0,0.0,0,0,20,12,32,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,80,14,6,1193
57,4927,2975,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9165,-0.0367,2,37.8,2,0.0,0.0,0.0,0,0,29,14,43,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,150,32,11,1225
58,4923,3087,1,0,1,4,0.75,2,0,0,0,0,0,0,0,3,1.8893,-0.0272,2,37.2,2,0.0,0.0,0.0,0,0,29,15,44,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,40,5,2,1230
59,4922,3092,3,0,3,5,1.0667,1,0,0,0,0,0,0,0,1,1.8236,-0.0657,2,37.2,2,0.0,0.0,0.0,0,0,27,16,43,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,110,16,7,1246
60,4921,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9467,0.1231,2,38.0,2,0.0,0.0,0.0,0,0,29,25,54,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,350,54,26,1300
61,4917,2995,1,0,1,4,1.3333,1,0,0,0,0,0,0,0,0,1.9385,-0.0082,1,37.3,2,0.0,0.0,0.0,0,0,29,25,54,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,1,10,0,0,0,1300
62,4915,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9502,0.0117,1,38.4,2,0.0,0.0,0.0,0,0,27,23,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,80,5,3,1305
63,4913,3090,1,0,1,4,1.2,1,0,0,0,0,0,0,0,3,1.9349,-0.0152,1,37.5,2,0.0,0.0,0.0,0,0,24,22,46,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,1,10,0,0,0,1305
64,4912,3048,2,0,2,4,0.6667,1,0,0,0,0,0,0,0,3,1.9692,0.0342,1,38.2,2,0.0,0.0,0.0,0,0,25,23,48,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,110,18,9,1323
65,4911,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9592,-0.0099,2,37.6,2,0.0,0.0,0.0,0,0,31,27,58,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,200,37,14,1360
66,4910,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9479,-0.0113,1,38.2,2,0.0,0.0,0.0,0,0,28,25,53,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1360
67,4910,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9724,0.0244,1,37.3,2,0.0,0.0,0.0,0,0,19,23,42,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1360
68,4910,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.997,0.0246,1,38.1,2,0.0,0.0,0.0,0,0,19,22,41,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1360
69,4910,3062,2,0,2,5,1.0667,1,0,0,0,0,0,0,0,3,1.9895,-0.0075,1,37.5,1,0.0,0.0,0.0,0,0,15,18,33,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1360
70,4907,2982,3,0,3,4,1.0,1,0,0,0,0,0,0,0,3,1.9733,-0.0162,1,38.4,1,0.0,0.0,0.0,0,0,16,12,28,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,240,52,17,1412
71,4905,2931,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9699,-0.0034,2,37.0,1,0.0,0.0,0.0,0,0,24,19,43,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,360,53,26,1465
72,4903,3041,1,0,1,5,2.0,1,0,0,0,0,0,0,0,1,1.9792,0.0093,2,38.1,1,0.0,0.0,0.0,0,0,27,21,48,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,33,12,1498
73,4902,2922,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9846,0.0054,2,37.3,1,0.0,0.0,0.0,0,0,27,23,50,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,80,16,5,1514
74,4900,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9749,-0.0097,2,37.5,1,0.0,0.0,0.0,0,0,28,22,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,200,30,12,1544
75,4898,2956,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.9314,-0.0435,1,38.1,1,0.0,0.0,0.0,0,0,22,18,40,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1544
76,4897,3133,1,0,1,5,0.2286,2,0,0,0,0,0,0,0,3,1.9667,0.0353,1,37.5,2,0.0,0.0,0.0,0,0,23,21,44,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,110,20,6,1564
77,4894,3089,2,0,2,5,1.6,1,0,0,0,0,0,0,0,1,1.9193,-0.0474,2,38.3,2,0.0,0.0,0.0,0,0,24,27,51,0.0,0,1,0,0,1,1,0,0,2,0,0.0,0,0,0,10,160,30,10,1594
78,4893,3011,1,0,1,4,0.2,2,0,0,0,0,0,0,0,3,1.9621,0.0428,2,37.6,2,0.0,0.0,0.0,0,0,28,29,57,0.0,0,0,0,0,2,2,0,0,0,1,0.0,0,0,0,10,200,21,12,1615
79,4891,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9494,-0.0127,2,38.3,2,0.0,0.0,0.0,0,0,33,33,66,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,150,16,8,1631
80,4886,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8748,-0.0746,1,37.2,2,0.0,0.0,0.0,0,0,30,32,62,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1631
81,4883,2929,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.8132,-0.0616,1,37.4,2,0.0,0.0,0.0,0,0,22,25,47,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1631
82,4881,3010,4,0,4,5,2.0,1,0,0,0,0,0,0,0,1,1.9553,0.1421,1,37.8,2,0.0,0.0,0.0,0,0,20,25,45,0.0,0,1,0,0,1,1,0,0,4,0,0.0,0,0,0,10,120,27,9,1658
83,4881,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9316,-0.0237,2,37.5,2,0.0,0.0,0.0,0,0,25,33,58,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,270,48,16,1706
84,4881,2957,3,0,3,5,2.0,1,0,0,0,0,0,0,0,1,1.9003,-0.0312,1,38.1,2,0.0,0.0,0.0,0,0,25,33,58,0.0,0,1,0,0,1,1,0,0,3,0,0.0,0,0,1,10,0,0,0,1706
85,4878,2930,1,0,1,3,0.1667,1,0,0,0,0,0,0,0,2,1.8998,-0.0005,1,37.3,2,0.0,0.0,0.0,0,0,34,39,73,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,380,56,24,1762
86,4878,3004,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9428,0.043,2,38.1,2,0.0,0.0,0.0,0,0,34,39,73,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,30,2,2,1764
87,4877,2974,1,0,1,4,0.75,1,0,0,0,0,0,0,0,1,1.9438,0.001,2,37.0,2,0.0,0.0,0.0,0,0,35,31,66,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,1,10,120,16,5,1780
88,4876,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9334,-0.0103,2,38.4,2,0.0,0.0,0.0,0,0,34,34,68,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,120,17,7,1797
89,4874,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9316,-0.0019,1,37.5,1,0.0,0.0,0.0,0,0,25,29,54,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1797
90,4873,3007,1,0,1,5,0.2,1,0,0,0,0,0,0,0,1,1.8841,-0.0475,1,37.5,1,0.0,0.0,0.0,0,0,25,29,54,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1797
91,4872,3060,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.9628,0.0786,1,38.4,1,0.0,0.0,0.0,0,0,27,33,60,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,22,9,1819
92,4871,2911,3,0,3,5,1.3333,2,0,0,0,0,0,0,0,1,1.9808,0.0181,2,37.4,2,0.0,0.0,0.0,0,0,27,32,59,0.0,0,0,0,0,2,2,0,0,2,1,0.0,0,0,1,10,120,30,11,1849
93,4871,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9952,0.0144,2,38.3,2,0.0,0.0,0.0,0,0,29,27,56,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,270,49,19,1898
94,4870,3004,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,1,1.9887,-0.0065,1,37.4,2,0.0,0.0,0.0,0,0,29,27,56,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,1898
95,4868,2933,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,1,1.9748,-0.0139,1,38.0,2,0.0,0.0,0.0,0,0,22,22,44,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,40,8,3,1906
96,4866,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9457,-0.0291,2,37.3,2,0.0,0.0,0.0,0,0,23,20,43,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,80,10,6,1916
97,4864,3064,3,0,3,5,0.6667,1,0,0,0,0,0,0,0,1,1.9457,0.0,1,38.0,2,0.0,0.0,0.0,0,0,18,19,37,0.0,0,0,0,0,1,1,0,0,3,0,0.0,0,0,0,10,0,0,0,1916
98,4862,3003,1,0,1,5,0.1714,1,0,0,0,0,0,0,0,3,1.9489,0.0031,1,37.0,2,0.0,0.0,0.0,0,0,19,22,41,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,270,51,22,1967
99,4859,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9257,-0.0232,2,38.1,2,0.0,0.0,0.0,0,0,21,27,48,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,120,17,8,1984
100,4857,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9604,0.0347,1,37.3,2,0.0,0.0,0.0,0,0,21,27,48,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,1984
101,4855,3033,2,0,2,5,0.64,1,0,0,0,0,0,0,0,3,1.8965,-0.064,1,38.4,2,0.0,0.0,0.0,0,0,19,23,42,0.0,0,0,0,0,1,1,0,0,2,0,0.0,0,0,0,10,0,0,0,1984
102,4853,3065,1,0,1,3,0.4,1,0,0,0,0,0,0,0,3,1.932,0.0356,1,37.4,2,0.0,0.0,0.0,0,0,19,25,44,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,110,11,7,1995
103,4853,3022,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9833,0.0513,2,38.2,1,0.0,0.0,0.0,0,0,10,25,35,0.0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,10,120,19,5,2014
104,4851,2963,3,0,3,5,1.6,2,0,0,0,0,0,0,0,1,1.9876,0.0043,2,37.4,2,0.0,0.0,0.0,0,0,11,26,37,0.0,0,2,0,0,2,2,0,0,2,1,0.0,0,0,0,10,80,13,5,2027
105,4846,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9964,0.0089,2,37.8,2,0.0,0.0,0.0,0,0,14,31,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,240,50,20,2077
106,4846,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9764,-0.0201,1,37.2,2,0.0,0.0,0.0,0,0,12,30,42,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,2077
107,4843,2955,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,1,1.9664,-0.01,1,37.2,2,0.0,0.0,0.0,0,0,12,30,42,0.0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,10,0,0,0,2077
108,4841,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9372,-0.0292,1,37.5,2,0.0,0.0,0.0,0,0,9,22,31,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10,40,6,3,2083
