window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
27,4916,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,1,1.962,-0.0337,2,185.8
28,4915,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.9859,0.0238,1,184.6
29,4908,2998,1,0,1,4.0,4,0.25,0.25,0,0,0,0,0,0,35,0,0,0.0,3,1.988,0.0022,1,179.1
30,4904,2969,1,0,1,5.0,5,0.27,0.27,0,0,0,0,0,0,30,0,0,0.0,3,1.957,-0.031,1,183.3
31,4899,3031,1,0,1,4.0,4,1.0,1.0,0,0,0,0,0,0,17,0,0,0.0,1,1.9621,0.005,2,187.1
32,4892,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9772,0.0151,2,189.9
33,4887,3009,1,0,1,4.0,4,1.5,1.5,0,0,0,0,0,0,24,0,0,0.0,3,1.9476,-0.0295,1,185.3
34,4887,3012,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,14,0,0,0.0,3,1.8322,-0.1155,1,188.1
35,4883,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.8473,0.0152,2,184.6
36,4882,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,3,1.9952,0.1479,1,186.9
37,4876,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0,3,1.9242,-0.071,1,185.5
38,4873,3027,1,0,1,5.0,5,0.67,0.67,0,0,0,0,0,0,20,0,0,0.0,3,1.9322,0.0081,1,185.5
39,4871,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,3,1.9919,0.0596,1,180.4
40,4870,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.8085,-0.1834,1,187.4
41,4867,2933,2,0,2,5.0,5,1.16,1.25,0,0,0,0,0,0,31,0,0,0.0,3,1.9641,0.1556,1,184.0
42,4866,3052,3,0,3,5.0,5,0.76,0.9,0,0,0,0,0,0,19,0,0,0.0,3,1.9922,0.0281,1,184.6
43,4864,2946,1,0,1,4.0,4,0.67,0.67,0,0,0,0,0,0,32,0,0,0.0,3,1.9766,-0.0156,2,182.4
44,4858,2970,2,0,2,4.5,5,0.78,0.8,0,0,0,0,0,0,24,0,0,0.0,1,1.8736,-0.103,2,188.3
45,4856,3040,1,0,1,3.0,3,0.0,0.0,0,0,0,0,0,0,28,0,0,0.0,3,1.766,-0.1076,2,188.0
46,4853,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,3,1.981,0.215,2,179.4
47,4852,3063,2,0,2,3.0,3,0.73,0.8,0,0,0,0,0,0,26,0,0,0.0,3,1.947,-0.034,1,180.8
48,4845,2997,1,0,1,3.0,3,0.33,0.33,0,0,0,0,0,0,24,0,0,0.0,3,1.8698,-0.0772,1,176.1
49,4842,2962,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,31,0,0,0.0,1,1.8269,-0.0429,2,181.1
50,4838,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,3,1.9472,0.1203,2,175.2
