window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
28,4896,3039,3,0,3,4.3,5,1.42,2.0,0,0,0,0,0,0,17,0,0,0.0,3,1.8092,-0.1455,1,184.2
29,4890,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.0,3,1.9257,0.1165,2,185.0
30,4886,2980,3,0,3,4.3,5,0.79,0.89,0,0,0,0,0,0,31,0,0,0.0,3,1.9742,0.0485,1,184.6
31,4883,2985,1,0,1,3.0,3,0.44,0.44,0,0,0,0,0,0,37,0,0,0.0,3,1.9841,0.0099,1,177.7
32,4882,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9369,-0.0472,2,171.9
33,4879,3027,1,0,1,4.0,4,0.67,0.67,0,0,0,0,0,0,31,0,0,0.0,3,1.9386,0.0017,1,172.5
34,4875,3009,1,0,1,5.0,5,2.0,2.0,0,0,0,0,0,0,28,0,0,0.0,3,1.5656,-0.373,1,187.6
35,4875,3057,2,0,2,4.0,5,0.74,1.14,0,0,0,0,0,0,30,0,0,0.0,3,1.9839,0.4183,2,179.1
36,4872,3020,1,0,1,3.0,3,0.44,0.44,0,0,0,0,0,0,22,0,0,0.0,1,1.8662,-0.1177,2,183.1
37,4870,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,3,1.9621,0.0959,2,182.8
38,4865,2873,1,0,1,5.0,5,0.8,0.8,0,0,0,0,0,0,25,0,0,0.0,3,1.9852,0.0231,1,187.8
39,4859,2873,2,0,2,3.0,3,0.87,1.33,0,0,0,0,0,0,25,0,0,0.0,3,1.8703,-0.1149,1,185.5
40,4858,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,3,1.8337,-0.0365,2,190.7
41,4854,2993,1,0,1,3.0,3,0.67,0.67,0,0,0,0,0,0,17,0,0,0.0,3,1.8955,0.0618,1,173.1
42,4852,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,3,1.9852,0.0897,1,186.0
43,4850,2989,2,0,2,5.0,5,0.5,1.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9329,-0.0523,1,177.4
44,4850,3004,1,0,1,5.0,5,1.6,1.6,0,0,0,0,0,0,30,0,0,0.0,1,1.9408,0.0079,1,180.8
45,4847,3023,1,0,1,5.0,5,2.0,2.0,0,0,0,0,0,0,21,0,0,0.0,3,1.9385,-0.0023,2,176.9
46,4845,2978,1,0,1,4.0,4,0.6,0.6,0,0,0,0,0,0,21,0,0,0.0,0,1.9853,0.0467,2,176.4
47,4839,2897,1,0,1,5.0,5,1.0,1.0,0,0,0,0,0,0,24,0,0,0.0,1,1.906,-0.0792,2,181.4
48,4830,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,3,1.9872,0.0812,2,184.0
49,4809,2940,1,0,1,5.0,5,2.0,2.0,0,0,0,0,0,0,18,0,0,0.0,3,1.962,-0.0252,1,185.2
50,4792,2918,1,0,1,4.0,4,1.0,1.0,0,0,0,0,0,0,25,0,0,0.0,3,1.9003,-0.0617,1,168.6
