window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,mean_cluster_size,max_cluster_size,mean_density_ratio,max_density_ratio,encap_events_total,dissolve_events_total,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,pressure_events,nodes_shielded,hardened_links_count,mean_hardening,k_star,entropy,entropy_delta,milestone,physics_seconds
41,4839,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0,1.9313,0.0625,1,184.8
42,4835,2998,1,0,1,4.0,4,0.33,0.33,0,0,0,0,0,0,24,0,0,0.0,1,1.9936,0.0623,1,176.6
43,4833,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,3,1.9698,-0.0238,1,179.5
44,4826,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,3,1.957,-0.0128,1,183.3
45,4821,2948,3,0,3,4.7,5,0.9,1.14,0,0,0,0,0,0,30,0,0,0.0,1,1.9776,0.0205,1,186.5
46,4805,3002,1,0,1,4.0,4,0.43,0.43,0,0,0,0,0,0,27,0,0,0.0,3,1.97,-0.0075,1,181.1
47,4794,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,3,1.9989,0.0289,2,176.0
48,4785,2902,1,0,1,3.0,3,1.0,1.0,0,0,0,0,0,0,18,0,0,0.0,3,1.9512,-0.0477,1,184.3
49,4779,2910,1,0,1,5.0,5,0.96,0.96,0,0,0,0,0,0,20,0,0,0.0,3,1.9641,0.0128,1,183.7
50,4775,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,3,1.8391,-0.125,2,180.3
