window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
14,9889,6041,1,4,3,1.8805,1,779.5,5,6036,4.46,0.9872,6119.6,5,1.0,16,3,7,301,0.015702,0.1053,60.241
15,9882,6223,3,5,3,1.9267,2,782.5,6212,0,4.5,1.0148,6132.5,11,1.0,13,5,8,335,0.015356,0.1124,111.1111
16,9877,6091,0,0,3,1.9539,2,806.0,0,6091,4.45,0.994,6127.6,0,1.0,9,0,4,267,0.019419,0.1273,0.0
17,9873,5953,0,0,3,1.9172,1,790.3,5,5948,4.4,0.9746,6108.2,5,1.0,12,5,2,220,0.019189,0.1429,84.7458
18,9871,6000,0,0,0,1.894,1,819.0,1,5990,4.42,0.9841,6096.8,10,1.0,17,10,5,259,0.01782,0.1341,131.5789
19,9863,6060,0,0,3,1.933,1,812.3,5,6050,4.5,0.9946,6093.1,10,1.0,18,10,9,289,0.01436,0.0886,125.0
20,9848,5970,1,5,3,1.9194,1,806.1,0,5965,4.36,0.9817,6081.4,5,1.0,15,1,4,274,0.018808,0.2174,74.6269
21,9831,5910,3,5,3,1.9604,1,838.6,8,5892,4.43,0.9744,6065.1,18,1.0,15,8,8,323,0.01527,0.1373,182.7957
22,9817,5965,1,5,3,1.9525,2,843.2,10,5937,4.42,0.985,6055.6,28,1.0,29,21,7,405,0.010568,0.0719,225.8065
23,9794,6065,0,0,3,1.9727,2,824.1,6063,0,4.51,1.0014,6056.5,2,1.0,23,2,8,400,0.011382,0.1091,9.8039
24,9762,6088,0,0,3,1.8878,1,791.4,6088,0,4.45,1.0047,6059.5,0,1.0,20,0,3,338,0.015237,0.1556,0.0
25,9737,5967,0,0,3,1.8923,1,718.7,5,5962,4.45,0.9862,6050.7,5,1.0,19,5,6,363,0.012459,0.12,42.1053
26,9723,6008,3,4,3,1.6902,1,727.4,11,5997,4.46,0.9936,6046.6,11,1.0,20,7,6,388,0.011985,0.0957,99.0991
27,9715,6019,1,4,3,1.9583,1,724.9,9,6010,4.48,0.9959,6044.0,9,1.0,17,4,7,382,0.013114,0.1038,61.2245
28,9704,6051,1,3,3,1.9668,2,712.0,6046,0,4.53,1.0011,6044.6,5,1.0,16,4,5,356,0.012993,0.0833,58.1395
29,9695,5958,1,3,1,1.9438,2,729.6,7,5946,4.44,0.987,6036.4,12,1.0,23,11,4,352,0.012385,0.1111,121.2121
30,9690,6079,2,5,1,1.8922,2,740.3,6071,0,4.51,1.0064,6040.4,8,1.0,20,2,5,359,0.01237,0.125,85.1064
31,9689,5909,0,0,1,1.9314,2,710.0,5,5899,4.43,0.9803,6027.9,10,1.0,22,7,5,392,0.011983,0.0971,94.7368
32,9684,5920,0,0,0,1.8618,1,723.2,3,5917,4.48,0.9838,6017.6,3,1.0,20,3,5,372,0.011773,0.1196,34.4828
33,9674,5844,0,0,3,1.9086,1,709.2,2,5842,4.4,0.9738,6001.1,2,1.0,18,2,4,369,0.012868,0.1031,0.0
34,9664,5951,0,0,3,1.9324,1,706.3,0,5941,4.49,0.9924,5996.3,10,1.0,21,10,7,380,0.011581,0.0726,88.4956
35,9650,5931,1,3,3,1.9183,1,716.1,3,5923,4.4,0.9901,5990.1,8,1.0,21,7,7,370,0.012143,0.1042,90.9091
36,9644,5880,1,4,3,1.9612,1,723.8,6,5864,4.44,0.9833,5979.6,16,1.0,24,14,11,412,0.010147,0.089,125.0
37,9619,5853,0,0,3,1.9175,2,730.3,9,5844,4.38,0.9808,5967.6,9,1.0,22,9,11,377,0.011071,0.0769,75.4717
38,9592,5781,1,5,3,1.9591,1,725.5,0,5776,4.41,0.9716,5949.8,5,1.0,17,1,6,322,0.015082,0.1059,61.7284
39,9573,5931,1,5,3,1.9054,1,722.3,0,5926,4.48,0.9971,5948.0,5,1.0,12,1,6,316,0.016855,0.1667,72.4638
40,9564,5875,1,5,1,1.874,2,720.2,0,5870,4.42,0.9889,5941.1,5,1.0,11,1,2,279,0.018486,0.1587,83.3333
41,9558,5852,0,0,3,1.9025,2,736.5,0,5847,4.44,0.9864,5932.6,5,1.0,12,5,4,262,0.018987,0.1154,68.4932
42,9547,5826,0,0,0,1.9518,1,720.1,3,5823,4.47,0.9837,5922.4,3,1.0,11,3,4,250,0.020219,0.1286,45.4545
43,9532,5848,2,5,3,1.9494,1,716.5,0,5833,4.44,0.9886,5915.3,15,1.0,16,9,4,291,0.015147,0.1193,145.6311
44,9525,5794,1,5,1,1.8753,1,719.5,4,5785,4.44,0.9814,5903.8,9,1.0,16,6,6,317,0.014907,0.1017,81.0811
45,9508,5885,1,5,1,1.864,2,730.4,0,5880,4.53,0.9971,5902.0,5,1.0,12,1,5,298,0.016329,0.1111,67.5676
46,9489,5850,1,3,1,1.9507,2,716.7,0,5850,4.46,0.992,5897.0,0,1.0,11,1,2,252,0.019993,0.1471,0.0
47,9476,5882,0,0,1,1.9622,2,723.0,1,5881,4.47,0.9977,5895.6,1,1.0,11,1,1,247,0.022016,0.1429,16.129
48,9460,5857,0,0,0,1.8671,1,719.8,1,5856,4.45,0.9941,5891.9,1,1.0,11,1,1,247,0.022245,0.1569,0.0
49,9446,6052,0,0,0,1.9259,1,721.4,6055,0,4.53,1.0256,5907.8,4,1.0,11,4,4,246,0.020155,0.125,50.8475
50,9436,5682,0,0,0,1.8371,1,722.5,2,5680,4.45,0.9653,5886.3,2,1.0,9,2,4,256,0.02008,0.2,0.0
51,9420,5749,1,5,3,1.8506,1,724.3,4,5735,4.39,0.9788,5873.3,14,1.0,16,10,3,268,0.017934,0.129,160.9195
52,9414,5802,1,4,1,1.9386,1,723.6,0,5802,4.49,0.989,5866.5,0,1.0,11,1,6,277,0.018675,0.1233,0.0
53,9402,5803,0,0,1,1.9527,2,729.6,4,5799,4.44,0.9902,5860.4,4,1.0,12,4,3,239,0.021078,0.15,53.3333
54,9393,5774,1,5,0,1.9347,1,722.0,5,5769,4.42,0.9866,5852.2,5,1.0,10,1,3,242,0.022648,0.1579,68.4932
55,9384,5731,0,0,0,1.8567,1,720.0,0,5731,4.47,0.9812,5840.7,0,1.0,7,0,3,198,0.026014,0.2128,0.0
56,9372,5673,1,4,1,1.9038,1,704.9,6,5667,4.43,0.974,5824.7,6,1.0,10,4,1,188,0.026171,0.1525,105.2632
57,9365,5739,1,3,1,1.9713,1,717.0,6,5729,4.44,0.9867,5816.5,10,1.0,11,7,6,241,0.018981,0.1233,129.0323
58,9352,5745,0,0,0,1.8322,2,716.4,0,5741,4.47,0.9889,5809.7,4,1.0,9,4,6,186,0.024081,0.1667,68.9655
59,9337,5772,2,5,1,1.8578,1,727.4,5,5757,4.45,0.9941,5806.1,15,1.0,10,7,6,208,0.02135,0.209,258.6207
60,9332,5743,1,5,3,1.7517,1,723.7,3,5735,4.47,0.9902,5800.1,8,1.0,11,4,3,196,0.023822,0.1379,145.4545
61,9317,5779,2,5,1,1.8789,2,714.2,3,5756,4.5,0.9967,5798.1,23,1.0,17,12,6,283,0.014898,0.1091,229.1667
62,9306,5827,2,5,1,1.996,2,728.2,5817,0,4.51,1.0045,5800.9,10,1.0,13,2,6,290,0.016326,0.1319,117.6471
63,9266,5745,1,5,3,1.9749,2,717.9,7,5733,4.51,0.9913,5795.5,12,1.0,18,8,3,319,0.014708,0.1351,113.2075
64,9213,5578,3,5,3,1.9539,2,710.6,0,5563,4.38,0.9659,5774.8,15,1.0,19,5,4,379,0.011596,0.0943,151.5152
65,9163,5499,0,0,3,1.9861,2,719.9,4,5495,4.41,0.9566,5748.5,4,1.0,16,4,7,380,0.013149,0.0847,37.037
66,9133,5522,0,0,3,1.9698,1,714.8,3,5514,4.49,0.9642,5727.0,8,1.0,19,8,5,365,0.012281,0.0893,76.9231
67,9122,5562,5,5,3,1.8078,1,710.6,8,5534,4.37,0.9739,5711.3,28,1.0,24,14,9,465,0.009965,0.0791,219.5122
68,9112,5502,0,0,3,1.9919,1,705.5,3,5494,4.39,0.9667,5691.3,8,1.0,23,8,9,442,0.010324,0.0741,64.0
69,9102,5493,0,0,3,1.9438,1,712.4,0,5493,4.4,0.9684,5672.4,0,1.0,16,0,7,397,0.012575,0.0857,0.0
70,9094,5567,0,0,3,1.8911,1,707.2,2,5565,4.48,0.9832,5662.4,2,1.0,15,2,3,355,0.014969,0.0918,0.0
71,9086,5414,1,5,3,1.9329,1,704.2,8,5403,4.39,0.9601,5638.7,11,1.0,17,7,5,352,0.013968,0.1165,114.5833
72,9077,5625,0,0,3,1.8497,1,716.9,0,5625,4.5,0.9978,5637.4,0,1.0,13,0,4,314,0.016387,0.1111,0.0
73,9072,5676,0,0,3,1.9544,1,705.8,5671,0,4.48,1.0062,5641.1,5,1.0,16,5,2,304,0.016288,0.0935,48.0769
74,9065,5624,1,3,3,1.9977,1,715.6,3,5621,4.47,0.9973,5639.5,3,1.0,16,4,4,328,0.014546,0.1316,27.027
75,9060,5443,0,0,3,1.9943,1,706.5,12,5431,4.35,0.9684,5620.8,12,1.0,20,12,8,383,0.011883,0.0853,94.8276
76,9050,5545,1,3,3,1.9692,1,703.9,0,5535,4.45,0.9878,5613.5,10,1.0,22,9,7,362,0.011979,0.084,84.7458
77,9037,5500,0,0,3,1.9788,1,717.1,3,5497,4.41,0.9817,5602.7,3,1.0,16,3,9,347,0.013085,0.0891,34.0909
78,9018,5567,0,0,3,1.944,1,698.1,0,5562,4.46,0.9942,5599.3,5,1.0,14,5,7,310,0.014511,0.093,64.1026
79,9010,5573,1,5,3,1.9218,1,699.9,0,5563,4.43,0.9957,5596.8,10,1.0,16,6,4,290,0.01661,0.0918,107.5269
80,9005,5519,0,0,3,1.9363,1,710.4,5,5514,4.48,0.9874,5589.4,5,1.0,16,5,5,278,0.015592,0.1184,72.4638
81,9002,5522,0,0,3,1.9015,1,704.5,3,5519,4.45,0.9891,5583.0,3,1.0,15,3,4,270,0.016753,0.1011,37.037
82,9000,5441,1,4,3,1.9258,1,708.9,0,5441,4.41,0.9769,5569.5,0,1.0,13,1,3,248,0.019736,0.1562,0.0
83,8995,5551,0,0,3,1.9904,1,706.0,5,5541,4.44,0.997,5567.7,10,1.0,15,10,8,258,0.016516,0.1053,102.2727
84,8991,5563,0,0,3,1.9198,1,700.0,0,5563,4.46,0.9992,5567.3,0,1.0,12,0,3,227,0.0215,0.1111,0.0
85,8985,5444,0,0,3,1.9586,1,703.8,2,5437,4.41,0.9799,5555.5,7,1.0,12,7,7,238,0.018532,0.1139,97.2222
86,8966,5540,2,5,3,1.971,1,713.7,5,5530,4.47,0.9975,5554.0,10,1.0,10,2,4,248,0.02191,0.1392,138.8889
87,8961,5337,0,0,3,1.9629,1,706.2,4,5333,4.36,0.9645,5533.4,4,1.0,12,4,2,238,0.021714,0.1449,60.6061
88,8957,5534,0,0,3,1.9701,1,709.7,5529,0,4.47,1.0001,5533.4,5,1.0,14,5,3,250,0.019196,0.12,69.4444
89,8950,5467,2,5,3,1.761,1,709.7,7,5455,4.44,0.9891,5527.1,12,1.0,14,5,5,302,0.015256,0.1444,142.8571
90,8945,5452,0,0,3,1.9501,1,696.5,0,5452,4.42,0.9877,5520.0,0,1.0,11,0,3,279,0.017028,0.1286,0.0
91,8942,5563,1,4,3,1.9428,1,706.3,5553,0,4.47,1.0071,5524.1,10,1.0,15,8,4,274,0.016366,0.1284,98.0392
92,8938,5465,1,5,3,1.8164,1,707.7,3,5457,4.44,0.9903,5518.4,8,1.0,12,4,7,298,0.016856,0.1379,101.2658
93,8936,5338,0,0,3,1.889,2,695.5,7,5326,4.39,0.9703,5501.2,12,1.0,19,12,5,289,0.014445,0.086,139.5349
94,8929,5510,1,5,3,1.9127,1,709.6,5506,0,4.48,1.0014,5502.1,4,1.0,16,1,4,305,0.016293,0.0875,51.9481
95,8918,5544,0,0,3,1.8858,1,712.7,5544,0,4.44,1.0069,5506.1,0,1.0,11,0,5,279,0.01757,0.1528,0.0
96,8910,5428,1,5,3,1.9612,1,704.2,7,5411,4.48,0.9872,5498.6,17,1.0,17,13,7,290,0.013036,0.1078,191.0112
97,8897,5403,0,0,3,1.9831,1,701.7,0,5398,4.43,0.9842,5489.5,5,1.0,17,5,5,259,0.016259,0.0964,64.1026
98,8874,5410,0,0,3,1.9928,1,697.6,5,5405,4.47,0.9869,5482.0,5,1.0,14,5,8,272,0.016337,0.1099,63.2911
99,8862,5477,1,5,3,1.9139,1,704.2,0,5463,4.49,0.9992,5481.5,14,1.0,17,10,7,284,0.014814,0.1261,131.3131
100,8847,5504,0,0,3,1.9495,1,697.6,5496,0,4.45,1.0037,5483.6,8,1.0,18,8,7,310,0.013895,0.12,76.9231
101,8832,5339,2,5,3,1.8217,1,689.2,2,5327,4.4,0.9761,5469.9,12,1.0,19,9,8,346,0.012522,0.0885,107.8431
102,8814,5451,1,4,3,1.7793,1,700.2,4,5442,4.47,0.9969,5468.1,9,1.0,19,6,6,331,0.01326,0.102,100.0
103,8801,5386,0,0,3,1.8881,2,698.2,0,5376,4.43,0.9864,5460.2,10,1.0,21,10,8,317,0.011479,0.0865,105.2632
104,8784,5398,1,5,3,1.9341,1,711.4,0,5388,4.45,0.9897,5454.3,10,1.0,19,6,8,341,0.012552,0.0855,94.3396
105,8773,5450,0,0,3,1.9347,1,708.6,4,5446,4.5,0.9993,5453.9,4,1.0,19,4,4,311,0.014239,0.1075,45.977
106,8766,5436,3,4,3,1.9799,1,713.4,6,5420,4.47,0.997,5452.2,16,1.0,22,13,10,362,0.011315,0.0709,120.0
107,8763,5433,1,5,1,1.9785,1,695.9,8,5420,4.51,0.9968,5450.4,13,1.0,22,6,6,363,0.011373,0.0893,122.6415
108,8759,5393,1,4,1,1.9426,2,713.5,7,5386,4.43,0.9905,5444.9,7,1.0,19,4,7,371,0.010893,0.0917,63.0631
109,8758,5369,0,0,3,1.9967,2,701.4,14,5350,4.45,0.9874,5437.7,19,1.0,24,16,11,382,0.009331,0.0893,120.0
110,8746,5367,2,5,3,1.9764,1,694.0,6,5346,4.49,0.9882,5430.9,21,1.0,30,15,9,411,0.009421,0.0811,152.1739
111,8726,5372,0,0,3,1.9166,1,706.8,3,5369,4.44,0.9902,5425.3,3,1.0,25,3,8,390,0.010397,0.0763,27.2727
112,8699,5429,0,0,3,1.9269,1,697.5,5429,0,4.47,1.0006,5425.7,0,1.0,17,0,8,338,0.01315,0.0865,0.0
113,8676,5291,1,3,3,1.9871,1,690.3,9,5277,4.46,0.9775,5412.9,14,1.0,20,13,10,346,0.011545,0.0909,121.4953
114,8662,5190,1,3,3,1.9871,1,692.2,3,5183,4.41,0.9626,5391.6,7,1.0,17,4,7,302,0.014172,0.1111,65.2174
115,8650,5296,2,5,3,1.9299,2,701.1,9,5283,4.42,0.9839,5382.5,13,1.0,15,6,8,330,0.013184,0.1171,130.0
116,8641,5233,1,3,3,1.9855,2,701.6,5,5223,4.45,0.9748,5368.3,10,1.0,22,11,4,323,0.012277,0.0882,105.2632
117,8633,5239,0,0,3,1.9266,2,697.5,5,5229,4.44,0.9782,5356.0,10,1.0,24,10,8,334,0.011752,0.0811,99.0099
118,8617,5156,1,3,3,1.9401,1,707.6,4,5152,4.41,0.9661,5336.9,4,1.0,20,3,7,331,0.013209,0.1125,54.7945
119,8596,5289,0,0,3,1.9386,1,694.3,6,5283,4.46,0.9919,5332.4,6,1.0,20,6,6,320,0.01307,0.1064,68.9655
120,8581,5262,1,5,3,1.9852,1,674.4,12,5245,4.47,0.988,5325.7,17,1.0,26,13,7,363,0.010114,0.0726,149.1228
121,8569,5327,1,4,3,1.9698,1,702.4,5316,0,4.46,1.0002,5325.8,11,1.0,22,5,9,358,0.011781,0.066,114.5833
122,8551,5372,3,5,3,1.9251,2,720.9,5358,0,4.53,1.0078,5330.2,14,1.0,21,7,8,382,0.01176,0.1119,114.7541
123,8544,5393,0,0,3,1.9142,2,694.9,5382,0,4.46,1.0106,5336.2,11,1.0,26,11,6,365,0.010271,0.0806,96.4912
124,8540,5339,1,3,3,1.9352,1,699.1,5331,0,4.49,1.0005,5336.4,8,1.0,24,6,8,362,0.011856,0.0603,72.0721
125,8531,5173,0,0,3,1.9289,1,692.6,3,5170,4.49,0.9722,5320.9,3,1.0,23,3,4,353,0.012273,0.0808,32.2581
126,8515,5193,0,0,3,1.7988,1,693.6,7,5181,4.47,0.9782,5308.7,12,1.0,25,9,7,341,0.012034,0.0887,106.1947
127,8498,5100,2,3,3,1.9628,1,694.2,1,5095,4.34,0.9643,5288.8,5,1.0,20,5,10,335,0.0126,0.0857,40.404
128,8478,5170,0,0,3,1.9773,1,718.5,0,5170,4.44,0.9796,5277.5,0,1.0,15,0,5,289,0.015752,0.1316,0.0
129,8472,5122,2,5,1,1.9788,1,697.2,8,5114,4.39,0.9733,5262.7,8,1.0,13,3,5,286,0.016466,0.1235,90.9091
130,8462,5216,1,4,1,1.9079,1,706.2,4,5209,4.45,0.992,5258.2,7,1.0,13,4,4,275,0.017995,0.1184,85.7143
131,8446,5193,0,0,0,1.9713,2,686.9,0,5193,4.43,0.9888,5252.0,0,1.0,10,0,3,237,0.021892,0.1613,0.0
132,8438,5169,2,4,1,1.9742,1,704.4,5,5155,4.48,0.9857,5244.1,14,1.0,16,10,4,271,0.014168,0.1023,160.4938
133,8436,5237,1,5,1,1.9025,1,714.7,0,5228,4.42,0.9988,5243.4,9,1.0,17,5,4,303,0.014478,0.1042,108.4337
134,8431,5171,1,5,3,1.9329,2,717.1,0,5166,4.47,0.9875,5236.5,5,1.0,13,1,5,286,0.017197,0.0938,55.5556
135,8427,5070,2,5,3,1.9094,2,711.3,4,5056,4.41,0.9711,5220.7,14,1.0,17,11,7,341,0.013182,0.0833,159.0909
136,8419,5086,0,0,3,1.8046,2,719.0,0,5081,4.43,0.9766,5207.9,5,1.0,16,5,6,302,0.014963,0.1111,50.5051
137,8410,5202,1,3,1,1.723,1,727.6,4,5194,4.45,0.999,5207.3,8,1.0,18,7,5,302,0.013688,0.1717,86.0215
138,8400,5107,2,5,3,1.8688,1,736.0,0,5100,4.43,0.9825,5197.7,7,1.0,16,5,7,313,0.01498,0.1684,80.4598
139,8392,5057,0,0,3,1.8727,2,727.0,0,5057,4.41,0.9754,5184.3,0,1.0,12,0,4,259,0.019271,0.1429,0.0
140,8386,5096,2,4,3,1.9574,1,704.4,4,5092,4.42,0.9846,5175.9,4,1.0,12,2,2,256,0.017846,0.125,52.6316
141,8383,5221,1,5,3,1.9495,1,726.4,5208,0,4.53,1.0079,5180.2,13,1.0,16,9,5,290,0.015544,0.0865,123.7113
142,8378,5116,1,3,3,1.9652,2,731.6,3,5103,4.53,0.9888,5174.1,13,1.0,19,11,8,328,0.013514,0.0781,111.1111
143,8370,5134,0,0,3,1.9699,2,766.9,3,5126,4.44,0.993,5170.3,8,1.0,16,5,8,325,0.013236,0.0808,79.5455
144,8339,5011,0,0,3,1.9796,1,742.3,4,5002,4.43,0.972,5155.1,9,1.0,21,9,4,299,0.014211,0.0947,100.0
145,8305,5188,2,4,0,1.9589,1,749.1,5179,0,4.48,1.0058,5158.2,9,1.0,20,4,5,329,0.013313,0.0862,84.1121
146,8289,4977,2,4,1,1.9243,1,746.7,9,4959,4.37,0.9681,5141.0,18,1.0,25,13,8,387,0.011301,0.0985,138.2114
147,8282,5240,1,4,1,1.8956,2,761.7,5236,0,4.55,1.0174,5150.4,4,1.0,18,1,8,341,0.013454,0.0991,38.835
148,8280,5094,0,0,1,1.8834,2,747.6,0,5094,4.44,0.9901,5145.0,0,1.0,14,0,4,299,0.016175,0.1039,0.0
149,8279,5090,0,0,0,1.761,1,701.0,0,5085,4.46,0.9903,5139.8,5,1.0,16,5,3,283,0.015457,0.1134,54.3478
150,8275,5040,0,0,0,2.0,1,772.4,0,5040,4.45,0.9824,5130.3,0,1.0,12,0,4,268,0.01814,0.1333,0.0
151,8270,5064,0,0,3,1.9919,1,744.8,3,5061,4.49,0.9883,5124.0,3,1.0,11,3,4,239,0.01976,0.1311,55.5556
152,8267,5054,0,0,3,1.9419,1,704.2,4,5040,4.47,0.9876,5117.3,14,1.0,20,14,5,252,0.014374,0.0879,172.8395
153,8261,5063,0,0,3,1.9194,1,728.8,0,5053,4.5,0.9904,5112.1,10,1.0,16,10,14,286,0.013176,0.0976,76.1905
154,8252,5176,2,5,3,1.9814,1,734.7,5158,0,4.45,1.0113,5118.2,18,1.0,16,13,13,303,0.013232,0.088,169.8113
155,8236,4995,1,4,3,1.9797,1,689.2,9,4986,4.38,0.9782,5106.5,9,1.0,15,3,4,274,0.01647,0.0978,94.1176
156,8219,5007,1,3,3,1.971,2,718.6,9,4993,4.44,0.9823,5097.0,14,1.0,22,13,6,280,0.012691,0.0816,155.5556
157,8203,5027,1,4,3,1.9547,2,700.2,3,5024,4.48,0.9876,5090.3,3,1.0,15,1,8,287,0.015579,0.101,33.3333
158,8192,4953,1,4,3,1.882,2,685.6,4,4930,4.43,0.9755,5077.3,23,1.0,27,21,9,352,0.010199,0.0924,217.8218
159,8179,4997,0,0,3,1.9617,2,692.3,0,4997,4.41,0.9857,5069.6,0,1.0,19,0,8,287,0.015514,0.1196,0.0
160,8176,4853,0,0,3,1.9788,1,673.2,4,4844,4.34,0.9612,5049.0,9,1.0,19,9,9,285,0.013751,0.0982,87.3786
161,8173,5076,1,5,1,1.9772,1,679.5,5071,0,4.51,1.0048,5051.6,5,1.0,18,1,2,284,0.014169,0.1013,65.7895
162,8169,5059,0,0,3,1.9456,1,667.9,5046,0,4.47,1.0013,5052.3,13,1.0,23,13,8,326,0.010799,0.0781,116.0714
163,8168,5000,1,3,1,1.9194,1,704.8,2,4998,4.41,0.9906,5047.3,2,1.0,19,1,5,283,0.015181,0.1099,22.9885
164,8154,4976,2,4,3,1.9716,1,683.5,3,4968,4.44,0.9872,5040.5,8,1.0,18,5,6,293,0.013017,0.1089,87.9121
165,8149,4935,0,0,3,1.9094,2,683.7,0,4930,4.46,0.981,5030.5,5,1.0,19,5,4,276,0.014838,0.0957,58.1395
166,8148,4956,0,0,3,1.9329,1,670.7,0,4956,4.46,0.9866,5023.4,0,1.0,15,0,4,248,0.017458,0.1739,0.0
167,8145,4787,1,5,3,1.9713,1,679.8,0,4778,4.33,0.9572,5000.9,9,1.0,15,5,5,266,0.017335,0.1739,103.4483
168,8143,5019,0,0,3,1.99,1,689.2,5015,0,4.52,1.0033,5002.6,4,1.0,14,4,5,249,0.018726,0.1064,45.977
169,8136,5014,1,3,3,1.8549,1,660.9,5010,0,4.45,1.0021,5003.7,4,1.0,12,3,5,240,0.018565,0.119,53.3333
170,8131,4980,2,4,3,1.956,1,676.7,7,4973,4.45,0.9957,5001.4,7,1.0,10,3,5,220,0.018987,0.194,95.2381
171,8125,4928,1,5,1,1.9366,2,675.6,7,4917,4.41,0.9867,4994.4,11,1.0,11,8,7,227,0.017704,0.1351,166.6667
172,8119,4911,0,0,3,1.9728,2,674.9,8,4898,4.38,0.9849,4986.5,13,1.0,19,13,5,232,0.01631,0.0909,196.9697
173,8103,4901,0,0,3,1.9821,1,686.7,3,4888,4.39,0.9845,4978.3,13,1.0,21,13,11,259,0.014183,0.0935,134.0206
174,8086,4945,2,5,3,1.9457,1,673.2,5,4930,4.42,0.9939,4975.2,15,1.0,18,8,11,280,0.013568,0.1158,174.4186
175,8070,4935,0,0,3,1.9932,1,680.1,6,4929,4.45,0.9927,4971.3,6,1.0,16,6,8,256,0.015733,0.1316,89.5522
176,8059,4881,2,5,3,1.9924,1,665.6,14,4863,4.39,0.9837,4962.8,18,1.0,19,10,7,288,0.013385,0.0952,193.5484
177,8036,4743,0,0,3,1.9968,1,672.1,0,4743,4.37,0.9598,4941.9,0,1.0,14,0,5,261,0.017316,0.1304,0.0
178,8021,4923,1,5,1,1.9257,1,661.1,0,4913,4.5,0.9965,4940.1,10,1.0,16,6,4,271,0.015757,0.1111,121.9512
179,8008,4781,0,0,3,1.8774,1,673.8,3,4769,4.34,0.9708,4924.9,12,1.0,23,12,5,313,0.012397,0.0971,104.1667
180,7993,4843,0,0,3,1.958,1,670.0,3,4835,4.47,0.9849,4917.1,8,1.0,23,5,5,298,0.012833,0.0909,87.9121
181,7983,4882,0,0,3,1.9852,1,674.7,6,4871,4.49,0.9935,4913.8,11,1.0,23,11,11,296,0.012894,0.0833,99.0099
182,7977,4930,0,0,3,1.9313,1,664.9,4930,0,4.49,1.003,4915.3,0,1.0,16,0,7,263,0.018247,0.1098,0.0
183,7975,4884,1,5,3,1.7446,1,676.0,3,4875,4.44,0.9942,4912.4,9,1.0,19,5,2,257,0.015572,0.1354,96.7742
184,7971,4889,1,5,3,1.9636,1,678.3,14,4875,4.48,0.9957,4910.1,14,1.0,24,11,6,305,0.011893,0.0952,145.8333
185,7969,4875,1,3,3,1.8881,2,673.9,6,4869,4.44,0.9935,4906.8,6,1.0,19,1,6,305,0.012909,0.068,66.6667
186,7966,4895,1,3,3,1.9242,2,662.7,6,4889,4.54,0.9978,4905.7,6,1.0,16,5,8,275,0.015154,0.1456,46.5116
187,7962,4940,1,4,3,1.9438,2,668.5,4926,0,4.42,1.0063,4908.9,14,1.0,23,11,4,274,0.015212,0.1188,148.9362
188,7956,4753,1,5,1,1.9015,2,676.2,2,4746,4.39,0.9712,4894.1,7,1.0,15,3,11,287,0.01498,0.093,75.0
189,7951,4716,0,0,1,1.8955,2,656.2,0,4711,4.4,0.967,4877.1,5,1.0,15,5,5,255,0.017228,0.1642,86.2069
