window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
190,8054,4818,0,0,3,1.9457,1,684.8,0,4814,4.38,0.9793,4919.6,4,1.0,16,4,5,272,0.0153,0.1084,49.3827
191,8041,4870,0,0,3,1.8909,1,655.6,10,4860,4.43,0.9909,4914.9,10,1.0,19,10,7,313,0.011822,0.0714,112.3596
192,8020,4794,1,4,1,1.8638,1,674.7,3,4781,4.33,0.9777,4903.4,13,1.0,21,11,9,338,0.012266,0.0873,114.0351
193,8009,4831,1,4,1,1.9621,1,662.4,7,4824,4.34,0.9866,4896.5,7,1.0,19,5,7,304,0.01415,0.1124,83.3333
194,8004,4781,0,0,0,1.9574,2,662.2,0,4781,4.4,0.9786,4885.5,0,1.0,14,0,5,291,0.017003,0.117,0.0
195,8002,4685,2,5,1,1.9015,1,671.9,9,4666,4.34,0.9627,4866.4,19,1.0,21,13,6,335,0.012077,0.0968,166.6667
196,8000,5005,2,5,2,1.9713,1,659.2,4996,0,4.48,1.027,4880.3,16,1.0,19,5,7,366,0.011984,0.0887,142.8571
197,7995,4858,0,0,3,1.9943,2,683.7,6,4847,4.47,0.9959,4878.1,11,1.0,25,11,5,367,0.011078,0.075,98.2143
198,7984,4907,1,5,3,1.8237,1,666.0,4885,0,4.45,1.0053,4880.9,22,1.0,26,15,14,412,0.01037,0.0949,153.8462
199,7976,4897,0,0,3,1.9153,1,663.8,4896,0,4.44,1.003,4882.4,1,1.0,18,1,9,358,0.012245,0.0957,0.0
200,7972,4980,0,0,3,1.9713,1,669.7,4978,0,4.57,1.018,4891.7,2,1.0,16,2,4,320,0.014889,0.0947,11.3636
