window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
61,9225,5699,1,3,0,1.9543,1,716.0,4,5695,4.47,0.9892,5761.3,4,1.0,17,3,3,316,0.015248,0.092,50.0
62,9218,5609,0,0,3,1.9352,1,707.4,0,5601,4.5,0.976,5746.8,8,1.0,17,8,8,323,0.013185,0.1096,126.9841
63,9208,5736,0,0,3,1.9871,1,719.4,5,5721,4.5,0.9983,5745.8,15,1.0,22,15,10,326,0.012213,0.0948,144.2308
64,9200,5561,0,0,3,1.9486,1,693.3,0,5561,4.41,0.9708,5728.2,0,1.0,18,0,4,297,0.015506,0.1081,0.0
65,9193,5630,1,4,3,1.9564,1,708.3,7,5623,4.46,0.9845,5718.8,7,1.0,18,8,8,343,0.013215,0.0857,44.4444
66,9182,5615,0,0,3,1.966,1,713.4,5,5610,4.43,0.9835,5709.0,5,1.0,19,5,4,313,0.014565,0.0978,60.241
67,9173,5654,0,0,3,1.9532,1,723.1,5,5644,4.5,0.9913,5703.7,10,1.0,17,10,12,332,0.01276,0.0917,92.7835
68,9161,5639,1,3,3,1.9855,1,715.7,7,5632,4.44,0.9897,5697.6,7,1.0,18,6,5,296,0.01444,0.092,86.4198
69,9135,5650,1,4,1,1.9666,1,717.1,4,5633,4.45,0.9928,5693.2,17,1.0,24,14,8,329,0.011964,0.0703,137.931
70,9100,5628,1,5,1,1.9411,2,717.8,5,5623,4.48,0.9896,5687.0,5,1.0,16,1,9,333,0.013692,0.0849,52.0833
71,9075,5498,2,5,1,1.7599,2,714.9,5,5483,4.43,0.9698,5669.0,15,1.0,17,7,6,352,0.013152,0.1304,142.8571
72,9066,5486,0,0,3,1.9419,2,708.4,9,5477,4.46,0.9707,5651.6,9,1.0,17,9,9,350,0.013212,0.0965,58.2524
73,9056,5590,1,5,3,1.9035,1,708.8,0,5570,4.43,0.9901,5645.7,20,1.0,27,16,6,391,0.009903,0.0672,185.1852
74,9049,5419,0,0,3,1.9772,1,719.0,0,5419,4.42,0.9635,5624.1,0,1.0,20,0,7,349,0.013245,0.0842,0.0
75,9042,5572,0,0,3,1.9855,1,714.7,0,5572,4.45,0.9916,5619.2,0,1.0,16,0,4,337,0.014759,0.087,0.0
76,9028,5361,0,0,3,1.8412,1,712.1,10,5351,4.37,0.9583,5594.6,10,1.0,19,10,7,341,0.013618,0.115,97.0874
77,9024,5411,1,5,1,1.9678,1,705.0,0,5401,4.4,0.9702,5577.1,10,1.0,18,6,7,333,0.014967,0.1042,111.1111
78,9012,5490,0,0,3,1.8568,1,713.7,0,5490,4.38,0.9859,5568.8,0,1.0,13,0,5,304,0.016273,0.1096,0.0
79,9007,5575,1,4,3,1.9363,1,693.6,5567,0,4.47,1.001,5569.4,8,1.0,18,6,1,312,0.014987,0.1351,74.7664
80,9000,5600,1,5,1,1.9344,1,710.1,5592,0,4.51,1.005,5572.3,8,1.0,16,4,6,337,0.014533,0.1333,95.2381
81,8996,5565,1,4,1,1.8851,2,702.6,6,5559,4.43,0.9988,5571.6,6,1.0,15,4,5,343,0.014041,0.102,66.6667
82,8992,5523,0,0,0,1.9135,2,718.0,6,5517,4.44,0.9921,5567.0,6,1.0,17,6,4,320,0.01476,0.1373,52.6316
83,8984,5528,1,3,0,1.99,1,708.2,6,5522,4.46,0.9937,5563.3,6,1.0,13,5,9,332,0.013474,0.1111,56.8182
84,8969,5647,0,0,0,1.9837,1,715.2,5639,0,4.55,1.0136,5571.2,8,1.0,18,8,3,274,0.013921,0.1084,105.2632
85,8951,5625,2,5,1,1.9202,1,704.4,5611,0,4.52,1.0087,5576.4,14,1.0,17,9,10,335,0.012802,0.115,128.7129
86,8938,5495,1,5,1,1.9855,1,709.5,10,5481,4.5,0.9868,5568.6,14,1.0,22,11,6,339,0.01218,0.0926,128.7129
87,8927,5418,0,0,0,1.9542,2,695.9,1,5417,4.42,0.9755,5554.3,1,1.0,17,1,6,308,0.015423,0.1047,0.0
88,8910,5546,0,0,0,1.926,1,697.1,3,5538,4.46,0.9987,5553.5,8,1.0,20,8,5,309,0.013327,0.11,86.9565
89,8898,5371,0,0,0,1.9314,1,708.7,3,5368,4.47,0.9702,5536.1,3,1.0,18,3,5,292,0.014921,0.1071,37.5
90,8888,5555,1,4,3,1.9737,1,712.8,5551,0,4.49,1.0031,5537.9,4,1.0,15,1,4,283,0.016174,0.1098,51.9481
91,8879,5455,1,4,1,1.9919,1,705.3,7,5448,4.44,0.9864,5530.0,7,1.0,14,5,6,288,0.015096,0.1081,102.9412
92,8870,5289,2,5,3,1.9269,2,699.3,4,5275,4.38,0.9604,5507.1,14,1.0,18,9,5,305,0.01384,0.1047,177.2152
93,8866,5465,0,0,3,1.5486,2,713.8,0,5465,4.49,0.9931,5503.0,0,1.0,14,0,4,276,0.017374,0.1139,0.0
94,8859,5340,2,5,3,1.8863,1,702.6,15,5315,4.48,0.9731,5487.5,25,1.0,21,18,11,381,0.010982,0.0972,186.0465
95,8854,5437,1,4,3,1.9948,1,698.5,5,5432,4.49,0.9917,5482.7,5,1.0,19,2,4,352,0.01316,0.0971,40.404
96,8849,5550,0,0,3,1.9749,2,704.7,5546,0,4.47,1.0111,5489.1,4,1.0,18,4,5,312,0.01287,0.1096,60.6061
97,8843,5555,1,4,3,1.7502,1,692.2,5550,0,4.58,1.0108,5495.4,5,1.0,15,3,6,268,0.018177,0.1266,67.5676
98,8838,5360,0,0,3,1.8578,1,702.9,0,5360,4.45,0.9777,5482.5,0,1.0,12,0,3,239,0.019987,0.1304,0.0
99,8826,5545,2,5,1,1.957,1,706.5,5538,0,4.49,1.0105,5488.5,8,1.0,13,5,4,292,0.015712,0.1778,58.8235
100,8805,5466,0,0,3,1.9878,1,712.2,0,5466,4.46,0.9963,5486.4,0,1.0,11,0,2,258,0.020157,0.141,0.0
101,8784,5585,0,0,3,1.9704,1,698.3,5578,0,4.48,1.0162,5495.8,7,1.0,13,7,5,267,0.017206,0.0988,67.5676
102,8763,5274,1,5,3,1.9602,1,692.5,17,5252,4.39,0.9633,5474.7,22,1.0,19,18,12,330,0.012167,0.0741,186.4407
103,8752,5338,0,0,3,1.9629,1,698.9,9,5329,4.39,0.9774,5461.6,9,1.0,20,9,8,308,0.012853,0.0947,103.4483
104,8737,5337,2,5,3,1.8522,1,705.3,11,5321,4.43,0.9793,5449.8,16,1.0,20,9,9,338,0.012879,0.1043,152.381
105,8725,5359,1,5,3,1.9068,1,693.0,3,5351,4.45,0.9849,5441.1,8,1.0,15,4,9,327,0.014394,0.1031,90.9091
106,8722,5346,0,0,3,1.9502,2,708.7,3,5333,4.45,0.9842,5432.1,13,1.0,19,10,6,322,0.013251,0.0806,116.0714
107,8702,5406,0,0,3,1.9656,1,688.1,0,5406,4.44,0.9957,5429.6,0,1.0,13,0,6,286,0.016705,0.125,0.0
108,8686,5309,2,4,1,1.9561,1,689.2,8,5301,4.44,0.9799,5418.1,8,1.0,13,2,2,282,0.017648,0.1279,96.3855
109,8680,5299,0,0,3,1.9904,1,712.1,0,5289,4.4,0.9801,5406.8,10,1.0,18,10,5,305,0.01358,0.1053,120.4819
110,8675,5377,0,0,3,1.8618,1,706.7,0,5372,4.47,0.995,5403.9,5,1.0,19,5,4,291,0.015407,0.1209,57.4713
111,8669,5330,0,0,3,1.8682,1,696.9,7,5318,4.48,0.9876,5396.9,12,1.0,23,12,8,349,0.011592,0.0756,100.9174
112,8663,5302,1,4,3,1.8886,1,685.6,14,5288,4.44,0.9841,5387.8,14,1.0,24,11,10,380,0.011077,0.0833,98.4848
113,8656,5330,1,3,1,1.9984,1,695.2,4,5326,4.48,0.9903,5382.3,4,1.0,25,5,4,380,0.011469,0.0973,37.3832
114,8646,5260,1,4,3,1.9574,2,694.7,3,5247,4.42,0.9794,5370.7,13,1.0,25,11,11,368,0.011064,0.0687,110.1695
115,8635,5215,2,5,3,1.9591,2,701.7,7,5203,4.44,0.9737,5355.9,12,1.0,21,4,8,389,0.011932,0.1346,113.4021
116,8621,5354,4,5,3,1.9257,2,699.7,9,5335,4.49,0.9997,5355.7,19,1.0,28,11,4,437,0.009663,0.0943,127.5168
117,8609,5300,0,0,3,1.9149,2,693.9,7,5293,4.47,0.9906,5350.4,7,1.0,19,2,11,407,0.010963,0.0976,65.4206
118,8588,5284,0,0,3,1.9347,1,698.5,0,5284,4.44,0.9888,5344.1,0,1.0,15,0,4,338,0.014754,0.1011,0.0
119,8578,5220,0,0,3,1.8676,1,702.3,0,5220,4.43,0.979,5332.2,0,1.0,13,0,2,295,0.018581,0.1348,0.0
120,8570,5398,1,3,3,1.9952,1,695.0,5390,0,4.56,1.0111,5338.5,8,1.0,15,7,5,315,0.013819,0.1354,80.4598
121,8565,5271,0,0,3,1.973,1,708.4,3,5268,4.5,0.9885,5332.1,3,1.0,15,3,3,262,0.017823,0.1075,32.967
122,8563,5212,1,3,3,1.9822,1,709.7,0,5202,4.45,0.9796,5320.6,10,1.0,18,9,6,301,0.013958,0.0777,106.383
123,8552,5195,0,0,3,1.8464,1,707.3,0,5195,4.4,0.9786,5308.7,0,1.0,15,0,3,273,0.018063,0.1194,0.0
124,8538,5138,0,0,3,1.9501,1,699.4,8,5130,4.39,0.9708,5292.4,8,1.0,17,8,6,302,0.01451,0.0851,94.1176
125,8533,5239,3,5,3,1.8908,1,695.8,7,5227,4.42,0.9909,5287.3,12,1.0,16,5,6,315,0.01449,0.1146,139.5349
126,8531,5321,0,0,3,1.9357,1,696.9,5321,0,4.49,1.0058,5290.5,0,1.0,13,0,3,265,0.019463,0.1264,0.0
127,8527,5249,2,5,3,1.9926,1,699.2,9,5235,4.47,0.9929,5286.6,14,1.0,14,6,5,302,0.01564,0.1226,142.8571
128,8524,5311,1,3,3,1.9785,1,691.5,5298,0,4.57,1.0042,5288.9,13,1.0,19,11,6,314,0.013889,0.1102,110.1695
129,8523,5286,0,0,3,1.9799,2,699.8,3,5283,4.43,0.9995,5288.6,3,1.0,14,0,5,303,0.014873,0.1,32.967
130,8520,5207,2,5,1,1.981,1,714.6,7,5195,4.44,0.986,5280.9,12,1.0,17,6,3,304,0.015421,0.1,106.1947
131,8520,5270,2,5,3,1.9555,1,696.1,10,5250,4.51,0.9981,5279.8,20,1.0,20,12,9,355,0.01123,0.0972,153.8462
132,8518,5238,1,5,3,1.9712,2,689.9,2,5231,4.47,0.9928,5275.8,7,1.0,15,3,8,333,0.014615,0.1111,59.4059
133,8511,5364,0,0,3,1.9992,2,696.8,5352,0,4.51,1.0151,5284.2,12,1.0,22,12,5,335,0.012222,0.0882,130.4348
134,8498,5188,1,5,3,1.9785,1,689.3,2,5181,4.42,0.9835,5275.1,7,1.0,18,3,7,364,0.013287,0.1157,61.9469
135,8478,5164,0,0,3,1.9652,1,697.1,0,5164,4.44,0.9809,5264.5,0,1.0,12,0,6,297,0.015828,0.1461,0.0
136,8468,5072,0,0,3,1.9727,1,723.0,0,5072,4.41,0.9668,5246.2,0,1.0,9,0,3,223,0.024722,0.1618,0.0
137,8460,5195,0,0,3,1.9072,1,697.0,0,5195,4.4,0.9912,5241.3,0,1.0,6,0,3,156,0.033546,0.1915,0.0
138,8458,5174,1,4,1,1.9363,1,714.1,8,5166,4.44,0.9884,5234.9,8,1.0,8,6,4,177,0.024479,0.1667,145.4545
139,8457,5110,1,5,1,1.896,1,710.2,2,5098,4.42,0.9784,5223.0,12,1.0,11,8,5,188,0.021291,0.1481,208.3333
140,8452,5264,0,0,3,1.9357,2,684.7,5258,0,4.48,1.0071,5226.9,6,1.0,12,6,5,193,0.022654,0.1111,105.2632
141,8450,5126,1,5,3,1.6068,1,718.0,6,5115,4.4,0.9825,5217.3,11,1.0,13,4,3,205,0.022886,0.1774,192.9825
142,8446,5076,1,3,1,1.9822,1,718.4,10,5061,4.36,0.9754,5203.8,15,1.0,19,13,7,258,0.015016,0.0968,178.5714
143,8443,5153,1,5,3,1.8489,2,701.9,3,5145,4.43,0.9912,5199.0,8,1.0,13,1,7,257,0.016879,0.1304,96.3855
144,8433,5187,1,3,3,1.8742,2,699.1,11,5176,4.43,0.9979,5197.8,11,1.0,20,10,3,261,0.013817,0.0899,137.5
145,8425,5090,0,0,3,1.9035,2,718.2,5,5085,4.45,0.9812,5187.6,5,1.0,16,2,6,262,0.016416,0.1294,37.5
146,8417,5062,1,3,3,1.8955,1,751.2,3,5055,4.41,0.978,5175.6,7,1.0,15,6,7,261,0.017187,0.129,71.4286
147,8406,5276,0,0,3,1.9884,1,707.0,5267,0,4.45,1.0175,5185.2,9,1.0,19,7,3,267,0.015076,0.087,107.1429
148,8403,5200,1,3,3,1.9242,1,724.2,5185,0,4.46,1.0026,5186.6,15,1.0,24,14,9,310,0.012973,0.1186,140.1869
149,8400,5125,2,5,3,1.9103,1,748.0,4,5116,4.48,0.9892,5180.7,9,1.0,19,4,9,323,0.011917,0.1092,85.7143
150,8396,5112,1,5,3,1.9363,2,736.6,0,5107,4.43,0.988,5174.2,5,1.0,12,1,8,276,0.01635,0.1294,67.5676
151,8382,5114,0,0,3,1.9241,2,741.9,4,5105,4.46,0.9895,5168.4,9,1.0,16,9,5,275,0.015467,0.1,109.375
152,8361,5111,1,5,3,1.9839,1,748.2,5,5101,4.43,0.9899,5163.0,10,1.0,18,6,4,277,0.014757,0.1481,133.3333
153,8348,5144,4,5,3,1.9569,1,742.0,4,5125,4.47,0.9967,5161.2,19,1.0,16,4,6,323,0.014009,0.1316,177.5701
154,8331,5025,0,0,3,1.9872,2,760.6,9,5007,4.42,0.9761,5148.2,18,1.0,20,14,10,343,0.011277,0.104,132.7434
155,8305,4990,0,0,3,1.847,1,756.5,2,4988,4.45,0.9721,5133.1,2,1.0,16,2,6,304,0.013763,0.1053,0.0
156,8275,5150,2,5,3,1.9501,1,748.4,5137,0,4.49,1.003,5134.7,13,1.0,16,7,7,332,0.012981,0.1068,119.5652
157,8260,5064,0,0,1,1.9242,1,713.7,0,5061,4.5,0.9875,5128.0,3,1.0,13,3,6,289,0.015463,0.1379,25.974
158,8247,4964,0,0,3,1.8031,1,719.5,8,4946,4.35,0.971,5112.4,18,1.0,21,18,10,291,0.012803,0.1091,185.567
159,8238,5083,2,4,3,1.9794,1,681.2,3,5070,4.49,0.9948,5109.6,13,1.0,17,9,13,310,0.012337,0.1393,128.7129
160,8226,5006,1,5,3,1.9267,1,683.3,8,4998,4.38,0.9816,5099.7,8,1.0,18,5,4,288,0.014894,0.1059,97.561
161,8207,5033,0,0,3,1.9146,2,716.3,1,5027,4.44,0.9881,5093.4,6,1.0,18,6,6,298,0.014042,0.0952,64.1026
162,8193,4939,0,0,3,1.9814,1,699.4,0,4934,4.37,0.9725,5078.7,5,1.0,19,5,4,306,0.013396,0.1087,57.4713
163,8181,4932,1,5,3,1.9667,1,683.3,10,4917,4.42,0.9738,5064.7,15,1.0,22,11,8,336,0.012083,0.0862,129.6296
164,8170,4937,0,0,3,1.9123,1,686.5,3,4934,4.38,0.9771,5052.5,3,1.0,16,3,9,315,0.014841,0.0857,31.9149
165,8158,4997,0,0,3,1.9814,1,671.7,0,4997,4.41,0.99,5047.2,0,1.0,10,0,6,249,0.018642,0.1667,0.0
166,8148,4917,0,0,3,1.8375,1,673.2,7,4900,4.39,0.9766,5034.8,17,1.0,17,17,10,256,0.014123,0.0818,178.9474
167,8138,4974,3,5,3,1.9575,1,693.7,0,4964,4.44,0.9891,5029.0,10,1.0,20,8,5,280,0.013667,0.0938,109.8901
168,8130,4968,0,0,3,1.9363,1,698.7,9,4959,4.45,0.989,5023.2,9,1.0,21,9,8,311,0.012484,0.0952,73.6842
169,8117,4919,0,0,3,1.987,1,669.4,4,4915,4.4,0.9812,5013.3,4,1.0,17,4,8,278,0.014755,0.0959,63.4921
170,8110,4861,0,0,3,1.9728,1,673.4,4,4842,4.45,0.9724,4998.8,19,1.0,23,19,13,309,0.011439,0.0645,168.2243
171,8104,4929,2,4,3,1.9325,1,690.6,9,4920,4.45,0.9873,4992.2,9,1.0,18,4,9,296,0.015161,0.1146,78.6517
172,8094,4953,3,5,3,1.9656,1,688.7,6,4942,4.42,0.9929,4988.4,11,1.0,14,3,7,313,0.013915,0.1038,115.7895
173,8092,4903,0,0,3,1.8911,2,657.6,0,4903,4.41,0.9845,4980.3,0,1.0,10,0,4,241,0.019713,0.1571,0.0
174,8087,4993,3,5,3,1.8623,1,677.3,4973,0,4.47,1.0023,4981.5,20,1.0,15,11,6,269,0.016188,0.1204,180.0
175,8083,5019,1,3,3,1.9822,1,674.0,5012,0,4.5,1.0068,4985.1,7,1.0,16,6,5,252,0.016363,0.1169,81.0811
176,8079,4843,0,0,3,1.8553,2,667.9,0,4843,4.4,0.9741,4971.5,0,1.0,11,0,5,224,0.020772,0.1471,0.0
177,8073,4975,2,5,1,1.9839,1,677.1,4960,0,4.52,1.0006,4971.9,15,1.0,16,9,4,244,0.01443,0.1226,153.0612
178,8068,4965,2,5,1,1.8048,1,665.1,0,4961,4.42,0.9987,4971.2,4,1.0,15,2,3,265,0.015303,0.1139,54.7945
179,8063,4915,1,3,1,1.9943,2,661.7,3,4912,4.4,0.9898,4965.9,3,1.0,13,1,3,263,0.017591,0.1264,36.5854
180,8053,4898,1,4,1,1.9726,2,669.7,8,4890,4.39,0.9876,4959.4,8,1.0,13,3,3,262,0.016614,0.1224,89.8876
181,8043,4952,0,0,1,1.9197,2,652.1,5,4947,4.44,0.9987,4958.7,5,1.0,16,5,2,252,0.016885,0.1205,50.6329
182,8037,4836,1,3,3,1.8276,1,672.0,10,4826,4.43,0.9776,4947.0,10,1.0,15,8,9,259,0.015342,0.1134,103.4483
183,8033,4903,0,0,3,1.9952,1,667.5,7,4896,4.43,0.9919,4942.8,7,1.0,15,4,4,245,0.017673,0.1084,89.7436
184,8028,4902,2,3,3,1.944,1,687.7,9,4888,4.49,0.9925,4938.9,14,1.0,16,12,11,315,0.01357,0.1081,91.08
185,8027,4855,3,5,3,1.8648,1,658.7,4,4836,4.35,0.9846,4930.9,19,1.0,17,7,6,308,0.0144,0.0877,168.2243
186,8025,4905,0,0,3,1.9345,2,687.4,6,4891,4.41,0.9952,4928.5,14,1.0,25,12,4,341,0.011469,0.0667,113.8211
187,8019,4810,2,4,1,1.9166,1,667.6,3,4807,4.42,0.9782,4917.2,3,1.0,20,2,7,364,0.011918,0.0901,28.3019
188,8009,4832,2,4,2,1.8474,1,674.8,10,4822,4.45,0.9843,4909.1,10,1.0,18,6,8,366,0.011732,0.0932,85.7143
189,7990,4859,1,3,3,1.9464,2,664.9,4,4845,4.43,0.9908,4904.3,14,1.0,23,13,8,355,0.011781,0.1128,118.6441
