window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
190,7976,4823,0,0,1,1.922,2,667.7,3,4820,4.45,0.9809,4916.9,3,1.0,16,3,5,304,0.015092,0.0847,8.8496
191,7965,4787,2,5,3,1.8905,1,674.3,0,4777,4.37,0.976,4904.6,10,1.0,17,5,4,302,0.013766,0.0973,93.4579
192,7957,4903,3,5,3,1.8955,1,661.8,3,4886,4.5,0.9997,4904.4,17,1.0,22,8,3,358,0.01287,0.1127,124.0876
193,7953,4882,1,5,1,1.8217,2,666.7,0,4877,4.45,0.9959,4902.3,5,1.0,18,1,5,363,0.012744,0.0827,40.0
194,7948,4875,4,5,1,1.9076,2,665.4,8,4853,4.43,0.995,4899.7,22,1.0,23,9,4,422,0.010273,0.0844,151.7241
195,7945,4839,1,4,3,1.9661,2,675.2,4,4825,4.47,0.9888,4893.9,14,1.0,25,11,9,456,0.009776,0.0783,93.3333
196,7930,4973,2,3,1,1.9821,2,672.4,4964,0,4.52,1.0146,4901.4,9,1.0,27,7,5,414,0.010709,0.0692,60.0
197,7917,4883,2,5,3,1.9839,2,681.8,6,4867,4.49,0.9966,4899.7,16,1.0,25,7,9,441,0.009371,0.0645,114.2857
198,7899,4882,0,0,3,1.9242,2,678.8,9,4868,4.44,0.9967,4898.0,14,1.0,26,14,13,409,0.009761,0.0542,92.7152
199,7885,4687,2,5,3,1.9073,1,663.6,3,4679,4.37,0.9609,4877.9,8,1.0,21,2,7,379,0.010775,0.0873,68.3761
