window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
15,9863,6229,0,0,3,1.8908,1,797.0,6229,0,4.49,1.0148,6138.3,0,1.0,11,0,3,260,0.020455,0.2,0.0
16,9859,6060,2,5,3,1.9296,1,814.2,5,6050,4.46,0.9887,6129.1,10,1.0,13,5,3,290,0.016479,0.1111,119.0476
17,9846,6146,2,5,3,1.996,1,815.5,6136,0,4.51,1.0025,6131.0,10,1.0,15,4,2,321,0.01654,0.1031,94.7368
18,9827,6224,0,0,3,1.9543,2,817.1,6219,0,4.52,1.0136,6140.8,5,1.0,15,5,5,336,0.014574,0.12,54.9451
19,9808,5944,0,0,3,1.9952,1,816.2,0,5939,4.43,0.9711,6121.1,5,1.0,13,5,7,317,0.013762,0.1325,71.4286
20,9793,6075,0,0,3,1.9591,1,827.0,4,6071,4.46,0.9932,6116.7,4,1.0,15,4,2,263,0.017183,0.1618,60.6061
21,9785,5989,0,0,3,1.9698,1,829.7,0,5989,4.44,0.9811,6104.5,0,1.0,9,0,6,263,0.018795,0.1562,0.0
22,9775,5911,1,3,1,1.9322,1,839.0,0,5907,4.41,0.9712,6086.1,4,1.0,10,3,2,212,0.024761,0.1493,63.4921
23,9768,6008,1,3,3,1.987,1,839.5,9,5994,4.52,0.9884,6078.7,14,1.0,18,12,4,252,0.016312,0.1341,186.6667
24,9759,6013,1,5,3,1.9463,2,792.1,6,6003,4.47,0.9902,6072.4,10,1.0,14,4,8,277,0.016044,0.1091,217.3913
25,9750,6078,0,0,3,1.9197,2,710.5,6071,0,4.47,1.0008,6072.9,7,1.0,16,6,4,264,0.016934,0.1667,89.5522
26,9741,5952,2,5,3,1.9,1,722.3,4,5943,4.43,0.9819,6061.4,9,1.0,12,2,6,284,0.016153,0.1364,113.9241
27,9731,6007,1,4,3,1.9735,1,725.5,4,5998,4.43,0.9919,6056.2,9,1.0,14,7,5,278,0.015209,0.0843,108.1081
28,9706,5979,2,3,1,1.9686,2,723.7,10,5964,4.45,0.9884,6048.9,15,1.0,17,13,10,305,0.013561,0.0756,134.6154
29,9669,5988,1,3,2,1.8482,2,716.0,0,5988,4.46,0.9909,6043.1,0,1.0,12,1,6,231,0.020535,0.1587,0.0
30,9646,6030,0,0,1,1.962,2,719.1,0,6030,4.47,0.998,6041.8,0,1.0,11,0,1,207,0.02448,0.1967,0.0
31,9633,5868,1,4,1,1.9926,1,723.7,0,5864,4.42,0.9739,6025.3,4,1.0,12,2,1,224,0.020192,0.1429,59.7015
32,9622,5966,2,3,1,1.9412,1,726.6,11,5955,4.46,0.9911,6019.6,11,1.0,18,8,2,280,0.016221,0.0897,146.6667
33,9619,5920,1,4,1,1.9686,2,713.7,3,5907,4.46,0.985,6010.1,13,1.0,16,8,10,320,0.013448,0.1481,142.8571
34,9610,5917,0,0,3,1.9673,2,716.1,3,5914,4.45,0.986,6001.3,3,1.0,13,3,6,260,0.016403,0.15,56.6038
35,9596,5876,2,5,3,1.9382,1,716.3,3,5868,4.41,0.9811,5989.3,8,1.0,11,2,4,246,0.018333,0.1549,123.0769
36,9582,5867,1,3,1,1.9612,1,726.8,6,5861,4.46,0.9815,5977.7,6,1.0,13,5,3,239,0.019363,0.1562,98.3607
37,9570,5802,0,0,1,1.9839,2,717.6,2,5800,4.41,0.9733,5961.0,2,1.0,11,2,4,247,0.020986,0.141,0.0
38,9554,5888,1,5,3,1.9943,1,716.5,2,5876,4.41,0.9889,5954.0,12,1.0,11,8,8,257,0.018228,0.1688,164.1791
39,9542,5776,1,5,3,1.9198,1,718.9,6,5759,4.42,0.9729,5937.1,17,1.0,18,14,7,250,0.014871,0.1124,215.1899
40,9533,5886,2,5,3,1.8569,2,715.5,5,5862,4.46,0.9922,5932.2,24,1.0,28,19,9,338,0.011006,0.0992,206.8966
41,9525,5907,2,5,3,1.9175,2,723.5,1,5896,4.49,0.9962,5929.8,11,1.0,22,6,12,356,0.011733,0.098,111.1111
42,9507,5899,1,3,3,1.9902,2,723.1,9,5885,4.54,0.9953,5926.9,14,1.0,30,13,5,371,0.010323,0.0853,118.6441
43,9483,5790,1,5,1,1.8962,2,712.4,0,5780,4.44,0.9791,5913.8,10,1.0,21,6,15,376,0.012014,0.0962,105.2632
44,9448,5793,1,5,3,1.9357,2,717.9,0,5783,4.44,0.9815,5902.3,10,1.0,20,6,7,364,0.013582,0.0924,92.5926
45,9413,5730,1,3,3,1.9384,2,731.3,3,5712,4.48,0.9735,5885.9,18,1.0,30,17,7,410,0.009196,0.0603,180.0
46,9388,5744,2,5,3,1.9911,2,716.4,3,5731,4.41,0.9781,5872.4,13,1.0,24,4,10,410,0.010278,0.0855,121.4953
47,9352,5755,0,0,1,1.9819,2,720.1,4,5746,4.45,0.9819,5861.2,9,1.0,23,9,10,409,0.010708,0.073,67.2269
48,9299,5718,0,0,0,1.9561,1,706.9,4,5714,4.43,0.9778,5847.6,4,1.0,19,4,8,357,0.012258,0.1026,38.4615
49,9254,5682,1,5,3,1.8766,1,713.1,8,5664,4.43,0.9743,5831.8,18,1.0,26,14,7,371,0.010659,0.0917,166.6667
50,9223,5676,0,0,3,1.9893,1,722.6,4,5672,4.46,0.9758,5817.0,4,1.0,20,4,10,330,0.011717,0.1609,51.9481
51,9215,5730,0,0,3,1.8488,1,722.5,7,5713,4.49,0.9865,5808.7,17,1.0,29,17,8,362,0.010199,0.0833,145.2991
52,9212,5737,1,3,3,1.9852,1,699.8,7,5730,4.48,0.9888,5801.9,7,1.0,29,8,8,380,0.01052,0.075,62.5
53,9207,5650,1,4,3,1.8729,1,733.9,6,5639,4.45,0.9763,5787.4,11,1.0,23,8,14,394,0.010598,0.0833,114.5833
54,9187,5587,0,0,3,1.9612,2,705.1,10,5577,4.44,0.9686,5768.3,10,1.0,22,6,7,346,0.014101,0.0865,92.7835
55,9155,5656,0,0,3,1.9387,1,694.6,2,5654,4.46,0.9824,5757.6,2,1.0,17,2,7,317,0.014732,0.102,0.0
56,9134,5682,0,0,3,1.7812,1,716.4,3,5674,4.46,0.9881,5750.4,8,1.0,21,8,4,301,0.013856,0.0854,106.6667
57,9127,5706,1,3,3,1.8169,1,706.5,3,5703,4.54,0.993,5746.2,3,1.0,17,4,8,286,0.016526,0.131,37.9747
58,9120,5642,0,0,3,1.9926,1,702.9,0,5632,4.49,0.9836,5736.3,10,1.0,21,10,6,301,0.013746,0.1111,123.4568
59,9108,5577,0,0,3,1.9852,1,727.0,4,5568,4.44,0.9748,5721.1,9,1.0,20,9,10,285,0.01484,0.1165,86.0215
60,9095,5622,1,3,3,1.8199,1,712.9,4,5614,4.43,0.9843,5711.7,8,1.0,17,7,10,276,0.015979,0.1,112.6761
61,9089,5468,1,5,3,1.9877,1,697.7,9,5454,4.36,0.9612,5688.4,14,1.0,16,10,11,314,0.013061,0.1091,134.0206
62,9069,5682,0,0,3,1.944,2,695.9,0,5677,4.46,0.999,5687.8,5,1.0,14,5,7,283,0.017508,0.1238,52.6316
63,9053,5700,1,4,3,1.9797,1,709.4,5696,0,4.51,1.0019,5689.0,4,1.0,9,1,6,264,0.019453,0.137,64.5161
64,9043,5558,2,5,3,1.953,1,700.9,6,5547,4.47,0.9791,5676.5,11,1.0,17,11,3,266,0.016146,0.0833,146.6667
65,9033,5599,1,3,3,1.957,2,709.7,12,5587,4.5,0.9876,5669.1,12,1.0,22,11,6,328,0.012552,0.1182,108.9109
66,9018,5655,0,0,3,1.9628,2,701.7,3,5647,4.5,0.9977,5667.8,8,1.0,20,5,7,324,0.013863,0.0811,80.0
67,9000,5463,1,5,3,1.953,1,704.8,0,5453,4.37,0.9672,5648.3,10,1.0,20,6,6,340,0.012453,0.1091,97.0874
68,8985,5522,0,0,3,1.9612,1,706.5,0,5522,4.48,0.9797,5636.3,0,1.0,16,0,4,299,0.016769,0.0901,0.0
69,8980,5537,2,5,3,1.8574,1,700.8,12,5515,4.46,0.984,5626.8,22,1.0,22,14,8,362,0.011473,0.0833,196.4286
70,8973,5480,3,5,3,1.9875,1,689.3,12,5468,4.47,0.9763,5612.8,12,1.0,19,6,9,411,0.011134,0.0885,123.7113
71,8970,5556,3,5,3,1.9275,2,711.5,11,5540,4.47,0.9908,5607.4,16,1.0,23,7,3,434,0.010312,0.0845,116.7883
72,8965,5516,2,5,3,1.9357,2,709.5,16,5495,4.5,0.9852,5598.7,21,1.0,29,14,8,497,0.009237,0.0677,118.6441
73,8955,5507,3,5,3,1.8828,2,709.4,6,5483,4.46,0.9852,5590.0,24,1.0,35,16,10,564,0.007447,0.0536,150.9434
74,8931,5396,2,5,3,1.9628,2,702.6,0,5381,4.43,0.9685,5571.5,15,1.0,29,7,13,607,0.0072,0.0663,94.3396
75,8889,5543,2,5,1,1.97,2,700.0,4,5534,4.48,0.9954,5568.8,9,1.0,24,2,7,541,0.008828,0.0705,61.6438
76,8862,5384,0,0,3,1.9492,2,688.8,0,5384,4.4,0.9699,5551.2,0,1.0,23,0,1,458,0.010816,0.0794,0.0
77,8839,5445,1,5,1,1.9461,1,688.7,0,5440,4.47,0.9827,5541.1,5,1.0,22,1,2,458,0.010811,0.0724,34.0136
78,8828,5293,0,0,1,1.9957,1,708.9,0,5293,4.38,0.9593,5517.4,0,1.0,20,0,2,419,0.011798,0.069,0.0
79,8816,5508,1,5,1,1.9172,1,710.1,0,5503,4.45,0.9985,5516.5,5,1.0,16,1,5,417,0.012133,0.1143,39.0625
80,8811,5524,1,4,1,1.981,1,702.5,5520,0,4.5,1.0012,5517.3,4,1.0,15,2,3,340,0.014932,0.1017,27.2727
81,8801,5195,1,4,3,1.871,2,697.2,0,5195,4.34,0.9469,5486.6,0,1.0,15,1,1,320,0.014818,0.1111,0.0
82,8793,5456,1,3,3,1.9111,2,687.3,3,5448,4.5,0.995,5483.7,8,1.0,19,7,3,331,0.013473,0.0877,74.0741
83,8789,5355,1,5,3,1.9837,2,714.7,4,5346,4.46,0.9787,5471.4,9,1.0,19,5,5,366,0.012817,0.0894,77.5862
84,8780,5380,0,0,3,1.957,2,696.7,4,5371,4.46,0.9849,5462.7,9,1.0,20,9,8,384,0.010661,0.084,76.1905
85,8769,5267,3,5,3,1.958,1,701.8,8,5249,4.4,0.9675,5444.1,18,1.0,18,9,11,377,0.012124,0.1148,162.1622
86,8758,5366,0,0,3,1.971,1,689.1,9,5352,4.47,0.987,5436.6,14,1.0,22,14,10,391,0.010629,0.0949,115.7025
87,8750,5352,2,5,1,1.981,1,710.6,9,5338,4.43,0.9859,5428.6,14,1.0,21,8,9,390,0.011892,0.0703,122.807
88,8739,5366,0,0,1,1.9772,1,698.2,0,5366,4.46,0.9896,5422.6,0,1.0,16,0,5,340,0.015583,0.099,0.0
89,8732,5290,1,5,0,1.871,1,681.4,5,5280,4.46,0.9778,5410.0,10,1.0,15,6,7,335,0.013461,0.0928,104.6512
90,8725,5395,0,0,0,1.9713,1,683.8,0,5395,4.53,0.9975,5408.6,0,1.0,12,0,3,276,0.019866,0.1757,0.0
91,8724,5196,1,5,0,1.9656,1,699.3,0,5191,4.36,0.9643,5388.3,5,1.0,11,1,2,259,0.020485,0.1379,60.9756
92,8718,5354,0,0,3,1.8451,1,686.9,3,5346,4.41,0.9942,5385.0,8,1.0,15,8,4,265,0.01745,0.1591,100.0
93,8708,5373,0,0,3,1.9357,1,694.2,0,5373,4.42,0.998,5383.9,0,1.0,9,0,6,241,0.019593,0.1364,0.0
94,8699,5209,0,0,3,1.7611,1,699.2,0,5209,4.36,0.9705,5367.2,0,1.0,9,0,0,188,0.026336,0.1525,0.0
95,8689,5325,0,0,3,1.8671,1,702.4,0,5320,4.45,0.9929,5363.2,5,1.0,11,5,3,212,0.021345,0.1639,90.9091
96,8676,5443,0,0,3,1.9015,1,694.8,5435,0,4.5,1.0134,5370.8,8,1.0,16,8,3,227,0.016607,0.1143,126.9841
97,8666,5323,0,0,3,1.8496,1,681.5,3,5320,4.47,0.9919,5366.3,3,1.0,11,0,5,201,0.022208,0.1833,54.5455
98,8664,5335,0,0,3,1.9975,1,703.3,2,5333,4.43,0.9947,5363.3,2,1.0,10,2,3,194,0.024015,0.1607,19.2308
99,8661,5246,1,5,3,1.9822,1,694.9,8,5233,4.39,0.9802,5352.1,13,1.0,17,10,3,227,0.01674,0.1,175.6757
100,8658,5255,1,5,3,1.9498,1,694.9,0,5250,4.43,0.9836,5342.9,5,1.0,15,1,3,248,0.018614,0.1528,72.4638
101,8655,5227,1,5,1,1.9589,2,695.9,0,5222,4.41,0.9803,5331.8,5,1.0,11,1,5,247,0.017921,0.1216,74.6269
102,8648,5280,3,5,3,1.9735,2,703.1,13,5257,4.42,0.9912,5326.9,23,1.0,19,14,6,316,0.012935,0.0806,203.5398
103,8637,5318,0,0,3,1.9564,2,706.1,4,5314,4.47,0.9985,5326.0,4,1.0,18,3,4,318,0.013348,0.0845,45.4545
104,8623,5351,2,5,3,1.981,1,679.2,5340,0,4.45,1.0042,5328.4,11,1.0,15,3,6,314,0.014833,0.099,105.2632
105,8614,5329,0,0,3,1.9785,1,685.2,5329,0,4.46,1.0001,5328.5,0,1.0,12,0,3,282,0.018105,0.1507,0.0
106,8604,5323,2,4,3,1.9424,1,702.7,11,5307,4.5,0.9991,5328.0,16,1.0,19,12,5,320,0.013159,0.0887,130.4348
107,8602,5288,1,5,3,1.9547,1,700.5,7,5273,4.4,0.9932,5324.2,15,1.0,23,11,7,371,0.010781,0.0909,116.6667
108,8601,5342,0,0,3,1.9671,2,689.9,5332,0,4.49,1.003,5325.9,10,1.0,25,10,8,371,0.011348,0.1085,76.9231
109,8591,5196,1,5,3,1.9656,1,693.0,9,5187,4.41,0.9779,5313.5,9,1.0,22,5,8,371,0.011377,0.1328,76.2712
110,8585,5199,1,5,3,1.9948,1,699.5,3,5181,4.42,0.9805,5302.6,18,1.0,28,14,8,417,0.010127,0.0746,145.1613
111,8572,5310,1,5,3,1.9532,2,697.3,5305,0,4.47,1.0013,5303.3,5,1.0,19,2,11,418,0.011031,0.0902,34.7826
112,8561,5240,0,0,1,1.7709,2,694.2,0,5240,4.42,0.9892,5297.3,0,1.0,17,0,2,327,0.015636,0.1068,0.0
113,8544,5204,0,0,3,1.9668,1,706.3,7,5197,4.45,0.984,5288.4,7,1.0,19,7,5,344,0.012815,0.0833,67.3077
114,8538,5250,0,0,3,1.9922,1,691.9,0,5250,4.45,0.9934,5284.7,0,1.0,18,0,1,334,0.014872,0.1132,0.0
115,8521,5175,1,5,3,1.7899,1,692.6,0,5165,4.42,0.9812,5274.3,10,1.0,20,6,4,365,0.012544,0.0938,81.9672
116,8510,5149,1,3,3,1.7057,1,709.8,0,5144,4.37,0.9785,5262.3,5,1.0,17,4,7,362,0.012315,0.1081,50.0
117,8498,5078,0,0,3,1.7605,2,675.4,10,5068,4.37,0.9682,5244.8,10,1.0,20,10,7,307,0.013465,0.09,107.5269
118,8496,5221,2,5,3,1.9543,1,679.4,3,5208,4.39,0.9959,5242.5,13,1.0,20,7,7,350,0.011936,0.1017,125.0
119,8493,5285,0,0,3,1.8911,1,682.0,5282,0,4.5,1.0073,5246.6,3,1.0,16,0,4,287,0.014934,0.0968,32.967
120,8489,5136,0,0,3,1.9015,1,728.4,5,5131,4.4,0.9809,5236.0,5,1.0,18,5,3,286,0.014709,0.1548,63.2911
121,8486,5084,2,5,3,1.9772,1,679.3,0,5075,4.39,0.9737,5221.6,9,1.0,17,4,5,318,0.01477,0.1212,100.0
122,8477,5174,1,3,1,1.847,1,688.8,3,5166,4.38,0.9918,5217.0,8,1.0,19,6,4,310,0.0134,0.1038,80.8081
123,8467,5155,0,0,3,1.8594,2,703.8,3,5152,4.47,0.9892,5211.1,3,1.0,14,0,5,299,0.015369,0.119,39.4737
124,8459,5200,1,4,3,1.8081,1,697.2,8,5192,4.46,0.9981,5210.1,8,1.0,12,5,7,312,0.015017,0.0952,95.8904
125,8456,5164,2,5,3,1.8744,1,703.5,9,5145,4.43,0.992,5205.7,19,1.0,18,11,5,307,0.013735,0.1038,191.9192
126,8454,5132,2,5,1,1.99,2,704.9,5,5122,4.39,0.9872,5198.7,10,1.0,14,2,6,333,0.015038,0.1287,108.6957
127,8449,5182,1,5,1,1.8779,2,720.3,0,5177,4.46,0.9971,5197.1,5,1.0,11,1,4,251,0.020351,0.1494,58.8235
128,8445,5169,1,3,1,1.933,2,694.9,3,5161,4.43,0.9951,5194.4,8,1.0,15,9,5,269,0.01636,0.0947,91.954
129,8444,5156,0,0,1,1.956,2,688.9,9,5138,4.43,0.9933,5190.7,18,1.0,23,15,7,307,0.011608,0.0826,173.4694
130,8438,4999,0,0,0,1.9981,1,735.2,0,4999,4.34,0.9665,5172.5,0,1.0,16,0,7,266,0.017743,0.1205,0.0
131,8428,5114,0,0,3,1.9215,1,733.6,5,5109,4.43,0.9898,5166.9,5,1.0,16,5,5,255,0.016537,0.1143,74.6269
132,8420,5057,0,0,3,1.9725,1,711.4,0,5052,4.38,0.9807,5156.4,5,1.0,17,5,4,255,0.017051,0.1429,76.9231
133,8417,5237,1,3,3,1.9499,1,722.3,5223,0,4.49,1.0141,5164.1,14,1.0,22,13,8,313,0.013174,0.0943,136.8421
134,8410,5053,0,0,3,1.8464,1,713.1,4,5049,4.4,0.9805,5153.5,4,1.0,20,4,6,270,0.015566,0.1287,42.1053
135,8402,5119,2,4,3,1.9068,1,736.3,11,5108,4.45,0.9939,5150.2,11,1.0,17,6,9,289,0.014336,0.1059,125.0
136,8397,5137,1,4,3,1.7502,1,745.0,6,5131,4.45,0.9977,5149.0,6,1.0,14,1,4,276,0.016622,0.1149,74.0741
137,8394,5088,4,5,3,1.8486,2,734.4,5,5074,4.44,0.9893,5143.2,14,1.0,14,4,4,294,0.016799,0.1402,135.9223
138,8387,5075,0,0,3,1.997,2,709.3,0,5070,4.43,0.988,5136.7,5,1.0,16,5,3,281,0.015431,0.1176,63.2911
139,8382,5267,0,0,3,1.9716,1,727.4,5264,0,4.51,1.0231,5149.2,4,1.0,16,4,4,280,0.016452,0.0988,51.2821
140,8376,5206,1,4,3,1.9319,1,747.8,5197,0,4.48,1.01,5154.6,9,1.0,22,10,4,324,0.013117,0.0833,81.0811
141,8365,4992,1,5,3,1.8413,1,749.2,0,4987,4.4,0.9714,5139.1,5,1.0,20,1,3,336,0.013166,0.1026,43.8596
142,8353,5263,1,3,3,1.8989,2,747.9,5254,0,4.55,1.0219,5151.0,10,1.0,23,9,6,357,0.012006,0.0894,86.2069
143,8347,5114,0,0,3,1.9037,2,743.3,0,5109,4.46,0.9935,5147.5,5,1.0,22,5,6,367,0.012107,0.0748,49.505
144,8343,5126,0,0,3,1.9852,1,756.0,7,5119,4.48,0.9962,5145.4,7,1.0,21,7,8,380,0.011824,0.082,66.0377
145,8336,5041,0,0,3,1.8648,1,743.9,0,5041,4.38,0.9816,5135.5,0,1.0,14,0,7,335,0.014568,0.1149,0.0
146,8331,4973,0,0,3,1.9386,1,767.5,4,4969,4.41,0.9713,5120.0,4,1.0,14,4,4,273,0.01579,0.1316,57.1429
147,8320,5034,1,5,3,1.7863,1,756.3,0,5020,4.4,0.9848,5111.8,14,1.0,18,10,6,295,0.014088,0.0943,131.3131
148,8305,5006,0,0,3,1.819,1,737.0,5,5002,4.38,0.9814,5101.8,4,1.0,18,4,4,300,0.01525,0.1013,52.6316
149,8301,4973,0,0,3,1.7892,1,748.4,4,4969,4.35,0.9771,5089.6,4,1.0,19,4,3,298,0.01464,0.1047,48.1928
150,8298,5008,0,0,3,1.9575,1,763.2,0,5008,4.42,0.9855,5081.8,0,1.0,14,0,5,270,0.018871,0.1625,0.0
151,8292,4987,1,4,3,1.8851,1,732.4,8,4979,4.43,0.9831,5072.8,8,1.0,15,5,4,273,0.016015,0.1467,115.942
152,8283,4924,0,0,3,1.9289,1,711.1,0,4924,4.39,0.9734,5058.6,0,1.0,11,0,4,234,0.021562,0.1385,0.0
153,8276,5007,1,4,3,1.956,1,736.3,4,4993,4.39,0.9908,5053.7,14,1.0,16,11,6,264,0.016334,0.1111,153.8462
154,8268,4922,0,0,3,1.9837,1,698.3,0,4922,4.38,0.9764,5041.1,0,1.0,12,0,4,240,0.021213,0.1688,0.0
155,8259,4966,1,5,3,1.8774,1,710.2,3,4958,4.41,0.9865,5034.0,8,1.0,10,4,6,232,0.01878,0.1343,140.3509
156,8250,5115,0,0,3,1.9822,1,756.6,5112,0,4.46,1.0145,5041.7,3,1.0,9,0,1,182,0.029336,0.1833,53.5714
157,8232,5130,1,5,1,1.9656,1,755.6,5120,0,4.5,1.0158,5050.1,10,1.0,12,6,3,200,0.022762,0.1358,129.8701
158,8216,5046,1,5,1,1.9735,1,692.8,3,5038,4.46,0.9993,5049.7,8,1.0,14,4,2,229,0.019308,0.1311,137.931
159,8198,5000,0,0,1,1.9168,2,686.5,7,4993,4.45,0.9911,5045.0,7,1.0,16,7,5,240,0.017356,0.1343,114.7541
160,8186,5065,0,0,3,1.9907,1,701.2,5060,0,4.46,1.0036,5046.9,5,1.0,13,5,8,251,0.017311,0.1647,66.6667
161,8170,4850,1,4,3,1.8955,1,675.5,3,4837,4.36,0.9646,5028.1,13,1.0,23,14,4,288,0.012872,0.0857,139.7849
162,8155,4922,0,0,3,1.8727,1,690.1,0,4922,4.38,0.9809,5018.0,0,1.0,18,0,5,254,0.017105,0.1099,0.0
163,8145,4940,0,0,3,1.8348,1,671.9,0,4940,4.49,0.9859,5010.6,0,1.0,11,0,7,243,0.019029,0.1266,0.0
164,8135,5007,1,4,3,1.7652,1,656.6,0,4998,4.46,0.9993,5010.3,9,1.0,12,7,6,227,0.018989,0.119,116.8831
165,8124,4935,0,0,3,1.8294,1,680.9,0,4926,4.43,0.9864,5003.1,9,1.0,16,9,5,241,0.016861,0.1034,113.9241
166,8111,5025,0,0,3,1.9919,1,666.9,5013,0,4.46,1.004,5005.2,12,1.0,24,12,4,271,0.013279,0.0909,134.8315
167,8097,4883,0,0,3,1.8619,1,658.8,5,4873,4.44,0.9779,4993.5,10,1.0,19,6,11,277,0.013027,0.1111,104.1667
168,8086,4900,1,5,3,1.9482,1,686.5,9,4887,4.42,0.983,4984.6,13,1.0,22,9,6,293,0.013721,0.1429,132.6531
169,8071,5103,2,3,1,1.9964,1,674.2,5088,0,4.47,1.0216,4996.0,16,1.0,26,13,9,349,0.010626,0.093,136.7521
170,8065,4835,1,5,3,1.9053,2,673.9,3,4822,4.39,0.9708,4980.7,13,1.0,25,6,7,351,0.011511,0.0862,118.1818
171,8055,4797,2,5,1,1.9987,2,662.5,9,4783,4.4,0.9665,4963.2,14,1.0,28,9,6,389,0.010446,0.0667,109.375
172,8041,4911,0,0,3,1.9643,2,672.9,3,4903,4.53,0.9905,4958.2,8,1.0,27,8,9,395,0.00953,0.0734,82.4742
173,8034,4959,2,5,3,1.9837,1,670.5,4943,0,4.46,1.0001,4958.3,16,1.0,27,8,8,403,0.01009,0.1057,141.5929
174,8012,4914,0,0,3,1.9524,1,671.4,5,4899,4.44,0.9919,4954.1,15,1.0,36,15,6,429,0.00863,0.0552,100.0
175,8000,4961,1,3,1,1.9839,1,660.3,4955,0,4.46,1.0013,4954.7,6,1.0,27,5,14,437,0.009192,0.0635,51.7241
176,7986,4770,0,0,3,1.948,1,648.8,0,4770,4.36,0.9661,4937.1,0,1.0,20,0,7,358,0.012135,0.0901,0.0
177,7974,4816,1,3,3,1.8232,1,671.3,6,4810,4.4,0.9777,4925.6,6,1.0,19,5,6,336,0.013256,0.1092,45.4545
178,7970,4843,0,0,3,1.8424,1,676.7,3,4840,4.43,0.9848,4917.7,3,1.0,15,3,7,314,0.014072,0.12,33.7079
179,7967,4826,1,3,3,1.9347,1,655.4,3,4813,4.48,0.9831,4909.0,13,1.0,21,12,6,310,0.012899,0.0755,122.449
180,7965,4754,1,3,3,1.8672,1,668.5,0,4754,4.36,0.9713,4894.2,0,1.0,13,1,9,283,0.015969,0.125,0.0
181,7953,4844,1,4,1,1.9712,2,652.1,6,4833,4.46,0.9907,4889.4,11,1.0,17,9,5,254,0.01683,0.0805,134.1463
182,7942,4707,0,0,3,1.9698,2,672.8,0,4707,4.36,0.9661,4872.1,0,1.0,13,0,4,254,0.017966,0.1233,0.0
183,7912,4767,0,0,3,1.9337,1,655.8,8,4759,4.37,0.9804,4862.1,8,1.0,17,8,4,237,0.01582,0.0988,106.6667
184,7877,4781,4,5,3,1.9893,1,674.5,9,4753,4.44,0.9849,4854.3,28,1.0,24,16,9,345,0.010972,0.1119,233.3333
185,7851,4814,1,5,3,1.8473,1,668.9,8,4796,4.42,0.9925,4850.5,18,1.0,27,14,11,377,0.009968,0.0752,150.0
186,7834,4814,1,5,3,1.8674,2,659.9,0,4809,4.46,0.9932,4847.0,5,1.0,17,1,11,373,0.011515,0.1043,49.505
187,7822,4702,1,3,3,1.8682,2,656.7,4,4698,4.39,0.9729,4833.2,4,1.0,15,2,4,311,0.015217,0.0968,25.8621
188,7816,4765,0,0,3,1.842,2,673.2,7,4758,4.43,0.9872,4826.7,7,1.0,17,4,2,297,0.014742,0.0833,64.5161
189,7811,4785,1,3,3,1.8861,1,655.5,3,4773,4.54,0.9922,4822.7,12,1.0,19,11,9,344,0.011265,0.0916,85.4701
