window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral
21,5000,3126,0,0,3,1.9227,1,15.3,0,3126,4.49,0.9861,3170.0,0,1.0,74,0,3,931,0.001889,0.0358,0.0,20,17.5,0.0195,0.0072,0,0,0,0,0.057348,0.015625,49,0.7275,0.9148,0.3133,24,15,35
22,5000,3171,1,5,3,1.9347,1,15.3,3167,0,4.6,1.0011,3170.4,7,1.0,72,3,5,929,0.002067,0.0475,24.2215,21,17.8,0.0231,0.009,1,0,0,0,0.081356,0.015625,50,0.8079,0.9793,0.3166,24,13,35
23,5000,3166,0,0,3,1.9085,1,15.2,0,3161,4.55,0.9988,3170.0,5,1.0,66,0,6,889,0.002041,0.0394,18.315,22,18.8,0.0258,0.0092,0,0,0,0,0.064516,0.015625,46,0.7578,1.033,0.3233,23,10,33
24,5000,3186,0,0,3,1.9372,1,15.4,3198,0,4.62,1.0094,3173.1,5,1.0,63,0,3,861,0.001879,0.0677,20.2429,23,20.3,0.0244,0.012,0,0,0,0,0.099602,0.015625,43,0.8431,1.0689,0.3285,22,10,31
25,5000,3168,0,0,3,1.9612,1,15.3,0,3164,4.52,0.9985,3172.6,4,1.0,61,0,2,841,0.001878,0.0476,14.8699,24,21.5,0.0281,0.0107,0,0,0,0,0.062271,0.015625,42,0.7491,1.1055,0.336,21,10,30
26,5000,3167,0,0,3,1.9726,1,15.3,0,3167,4.53,0.9984,3172.1,0,1.0,57,0,4,800,0.002031,0.0469,0.0,25,22.6,0.0297,0.0115,0,0,0,0,0.066406,0.015625,39,0.7647,1.168,0.3436,20,10,27
27,5000,3102,0,0,3,1.9772,1,15.3,0,3102,4.5,0.98,3165.4,0,1.0,55,0,2,782,0.001818,0.0417,0.0,26,23.5,0.0235,0.0096,0,0,0,0,0.074074,0.015625,38,0.7891,1.2421,0.3486,20,10,25
28,5000,3148,2,4,3,1.8909,1,15.2,8,3140,4.53,0.995,3163.7,8,1.0,52,2,5,780,0.002102,0.0551,35.0877,27,23.3,0.0274,0.0112,0,0,0,0,0.059322,0.015625,37,0.7366,1.2929,0.352,19,9,24
29,5000,3184,1,5,3,1.9957,1,15.3,3189,0,4.57,1.0098,3167.0,9,1.0,51,1,2,782,0.00227,0.0423,35.4331,28,23.7,0.0236,0.0098,1,0,0,0,0.073077,0.015625,37,0.7862,1.3468,0.3565,19,9,23
30,4998,3141,2,5,3,1.9668,2,15.3,10,3126,4.58,0.9926,3164.5,15,1.0,52,4,3,828,0.002243,0.052,49.2424,29,23.9,0.0247,0.0113,1,0,0,0,0.074349,0.015625,38,0.7898,1.4025,0.3599,20,9,23
31,4998,3107,0,0,3,1.9372,2,15.2,4,3103,4.47,0.9835,3159.1,4,1.0,52,0,0,793,0.002255,0.0496,16.8067,30,24.9,0.0255,0.01,0,0,0,0,0.078512,0.015625,38,0.801,1.448,0.3629,20,9,23
32,4998,3158,1,3,3,1.9465,1,15.2,6,3147,4.59,0.9997,3159.0,11,1.0,55,6,3,816,0.002057,0.0642,42.6357,31,23.9,0.0235,0.0115,0,0,0,0,0.083019,0.015625,39,0.8118,1.497,0.3654,21,9,25
33,4998,3095,2,4,3,1.8989,1,15.2,11,3075,4.49,0.9816,3152.9,20,1.0,64,11,2,899,0.002055,0.0421,81.3008,32,21.4,0.0207,0.0089,0,0,0,0,0.065134,0.015625,42,0.7601,1.5392,0.367,25,10,29
34,4998,3129,1,5,3,1.8126,2,15.2,5,3116,4.55,0.9931,3150.6,13,1.0,59,1,6,902,0.002094,0.0437,42.2078,33,22.6,0.0253,0.0088,1,0,0,0,0.096875,0.015625,41,0.8387,1.5798,0.3702,23,9,27
35,4998,3107,1,5,3,1.8353,2,15.2,4,3098,4.52,0.9875,3146.4,9,1.0,55,1,5,884,0.002271,0.0511,33.3333,34,23.9,0.0252,0.0093,1,0,0,0,0.076642,0.015625,39,0.7961,1.6127,0.3726,21,7,27
36,4998,3123,0,0,3,1.8743,2,15.2,0,3123,4.59,0.9933,3144.2,0,1.0,53,0,2,864,0.002078,0.0444,0.0,35,25.8,0.0242,0.0092,0,0,0,0,0.07037,0.015625,39,0.778,1.6571,0.3757,20,7,26
37,4995,3125,1,5,1,1.8667,1,15.2,2,3123,4.53,0.9945,3142.4,2,1.0,52,3,4,871,0.001917,0.0431,4.0161,36,26.5,0.0225,0.0097,1,0,0,0,0.066667,0.015625,39,0.7656,1.7238,0.3784,20,7,25
38,4994,3061,3,5,1,1.9025,1,15.3,5,3046,4.45,0.9765,3134.6,15,1.0,55,4,1,911,0.001991,0.0489,53.4351,37,26.0,0.0227,0.0111,2,0,0,0,0.067669,0.015625,38,0.7691,1.778,0.3805,20,7,28
39,4994,3137,3,5,3,1.9116,2,15.3,3114,0,4.52,1.0007,3134.9,23,1.0,60,8,3,988,0.002056,0.0419,73.3333,38,24.1,0.0194,0.0083,2,0,0,0,0.054839,0.015625,39,0.7151,1.8328,0.3816,21,6,33
40,4991,3149,3,4,1,1.9374,2,15.3,3139,0,4.51,1.0061,3136.9,17,1.0,60,8,8,1014,0.002084,0.0396,59.0278,39,23.6,0.0205,0.0078,0,0,0,0,0.072607,0.015625,38,0.7848,1.8725,0.3818,20,6,34
41,4990,3186,1,4,1,1.916,2,15.2,3193,0,4.57,1.0213,3143.9,18,1.0,59,1,2,1009,0.001937,0.0303,51.7241,40,24.8,0.0205,0.007,0,0,0,0,0.057851,0.015625,37,0.7299,1.922,0.3832,19,6,34
42,4990,3156,1,4,3,1.9299,2,15.2,3145,0,4.56,1.004,3145.3,13,1.0,59,1,1,1008,0.001899,0.0411,39.039,41,25.1,0.0187,0.0066,0,0,0,0,0.064516,0.015625,36,0.7578,1.9807,0.3854,19,6,34
43,4989,3030,2,4,3,1.9741,2,15.2,4,3021,4.47,0.9667,3134.3,9,1.0,61,5,3,1030,0.001917,0.0385,30.5085,42,24.4,0.0182,0.0074,0,0,0,0,0.054487,0.015625,37,0.7132,2.0352,0.3866,19,9,33
44,4987,3118,1,3,1,1.9773,2,15.2,7,3106,4.6,0.9953,3132.7,12,1.0,59,2,4,1021,0.001895,0.0395,37.8549,43,26.1,0.018,0.0079,0,0,0,0,0.057751,0.015625,37,0.7294,2.0838,0.3878,18,8,33
45,4986,3142,2,5,1,1.9881,2,15.2,3143,0,4.51,1.0067,3135.0,13,1.0,57,2,4,1040,0.001623,0.0358,40.8805,44,27.8,0.0214,0.0075,2,0,0,0,0.056716,0.015625,39,0.7245,2.1346,0.3904,17,7,33
46,4984,3176,0,0,1,1.9699,2,15.2,3195,0,4.59,1.0187,3141.1,5,1.0,56,0,1,990,0.001787,0.0475,17.4216,45,28.5,0.0233,0.0096,0,0,0,0,0.074576,0.015625,39,0.7905,2.182,0.3919,16,7,33
47,4982,3059,2,5,1,1.937,1,15.2,3,3046,4.49,0.9763,3133.3,13,1.0,57,2,1,1031,0.001781,0.037,41.4013,46,28.9,0.02,0.008,1,0,0,0,0.083333,0.015625,40,0.8125,2.2283,0.3926,17,8,32
48,4981,3149,2,5,1,1.9152,1,15.0,3149,0,4.64,1.0074,3135.8,10,1.0,62,7,2,1080,0.001751,0.0388,28.7356,47,27.5,0.0202,0.008,1,0,0,0,0.055402,0.015625,41,0.718,2.2754,0.3923,20,8,34
49,4979,3134,0,0,1,1.9194,2,15.1,4,3130,4.49,0.9995,3135.6,4,1.0,59,0,3,1067,0.001602,0.0334,12.5786,48,28.9,0.0204,0.0069,0,1,0,0,0.06079,0.015625,41,0.743,2.2997,0.3933,18,8,33
50,4975,3150,2,5,3,1.9797,1,15.2,3135,0,4.54,1.0044,3137.1,16,1.0,64,10,5,1117,0.00161,0.0364,40.6977,49,27.6,0.0171,0.0072,1,0,0,0,0.05042,0.015625,43,0.6901,2.3501,0.3929,18,9,37
51,4973,3152,4,5,3,1.9459,1,15.2,3135,0,4.56,1.0066,3139.3,25,1.0,69,9,4,1185,0.001602,0.0337,57.3566,50,26.5,0.0164,0.007,3,0,0,0,0.064904,0.015625,44,0.7593,2.3959,0.3929,17,9,43
52,4969,3151,0,0,3,1.968,2,15.1,3147,0,4.52,1.0051,3140.9,10,1.0,64,0,5,1169,0.00164,0.0375,28.4091,51,29.3,0.0184,0.0068,0,1,0,0,0.072386,0.015625,44,0.7841,2.4468,0.3928,16,8,40
53,4967,2991,0,0,3,1.9663,1,15.1,1,2985,4.47,0.9566,3126.7,6,1.0,61,1,4,1092,0.001806,0.0498,19.2308,52,30.1,0.0204,0.0092,0,2,0,0,0.065421,0.015625,43,0.7612,2.5029,0.3923,16,7,38
54,4964,3134,1,5,3,1.9568,1,15.0,3130,0,4.5,1.003,3127.6,7,1.0,60,3,4,1114,0.001604,0.036,18.8679,53,31.3,0.0195,0.0071,1,0,0,0,0.069069,0.015625,44,0.7738,2.563,0.3931,16,6,38
55,4962,3096,0,0,3,1.9803,1,15.0,3,3088,4.44,0.9908,3124.6,8,1.0,62,8,6,1102,0.001492,0.0472,24.9221,54,31.1,0.019,0.0075,0,0,0,0,0.061947,0.015625,44,0.7478,2.6072,0.3934,17,6,39
56,4960,3041,2,6,1,1.9776,1,15.0,5,3026,4.44,0.9757,3116.7,15,1.0,64,2,0,1109,0.00165,0.05,43.1034,55,31.1,0.0192,0.009,0,0,0,0,0.077778,0.015625,44,0.7991,2.6433,0.3925,17,6,41
57,4958,3017,0,0,3,1.9289,1,15.0,3,3009,4.43,0.971,3107.2,8,1.0,63,0,1,1092,0.00154,0.0336,25.3968,56,32.3,0.0187,0.0067,0,1,0,0,0.061162,0.015625,44,0.7445,2.6923,0.3925,17,6,40
58,4956,3147,2,5,1,1.9167,1,15.0,3157,0,4.5,1.0168,3112.7,8,1.0,61,2,4,1106,0.001519,0.0347,23.5988,57,32.4,0.0192,0.0069,1,0,0,0,0.057803,0.015625,43,0.7297,2.7356,0.3924,15,6,40
59,4953,3046,2,5,3,1.926,1,15.0,3,3033,4.49,0.9806,3106.3,13,1.0,61,5,5,1128,0.001478,0.0352,39.3939,58,32.3,0.0197,0.0072,2,1,0,0,0.073314,0.015625,44,0.7869,2.7503,0.3927,14,6,41
60,4952,3118,0,0,3,1.9219,2,15.0,3121,0,4.5,1.0043,3107.7,0,1.0,59,0,2,1089,0.001535,0.0323,0.0,59,33.3,0.0199,0.007,0,0,0,0,0.070381,0.015625,41,0.778,2.7767,0.3934,13,6,40
61,4950,3136,0,0,3,1.9671,1,15.0,3152,0,4.55,1.0129,3111.9,0,1.0,58,0,1,1088,0.00141,0.0393,0.0,60,34.8,0.0188,0.0074,0,0,0,0,0.065574,0.015625,41,0.7617,2.8062,0.3934,13,6,39
62,4945,3049,0,0,3,1.9928,1,14.9,0,3049,4.44,0.9817,3106.0,0,1.0,57,0,1,1069,0.001381,0.0378,0.0,61,36.3,0.02,0.008,0,0,0,0,0.058419,0.015625,39,0.7325,2.8337,0.3941,12,6,39
63,4945,2973,0,0,3,1.9776,1,14.8,2,2971,4.4,0.9611,3093.3,2,1.0,58,2,1,1086,0.001347,0.0299,3.413,62,36.7,0.0184,0.0066,0,0,0,0,0.076412,0.015625,40,0.7955,2.8636,0.3946,13,6,39
64,4944,2973,4,5,1,1.9366,1,14.9,16,2953,4.41,0.9647,3081.8,20,1.0,63,10,5,1109,0.001457,0.0389,56.9801,63,32.7,0.0184,0.0076,2,2,0,0,0.083333,0.015625,39,0.8125,2.8858,0.3946,14,8,41
65,4943,3122,0,0,1,1.9152,1,14.9,3126,0,4.52,1.0153,3086.8,8,1.0,61,0,2,1098,0.001416,0.045,25.0784,64,34.8,0.0189,0.0074,0,0,0,0,0.063063,0.015625,39,0.7522,2.9158,0.3948,14,8,39
66,4942,2976,0,0,0,1.9054,1,14.9,8,2968,4.45,0.9674,3076.2,8,1.0,59,0,2,1095,0.001389,0.0491,25.3165,65,36.9,0.017,0.008,0,0,0,0,0.052147,0.015625,39,0.7004,2.9342,0.3954,14,7,38
67,4940,3132,2,5,3,1.9539,1,14.9,3160,0,4.62,1.0278,3085.3,11,1.0,60,2,1,1104,0.001358,0.035,33.1325,66,36.2,0.0191,0.0069,1,0,0,0,0.061224,0.015625,40,0.7448,2.9488,0.3955,15,6,39
68,4939,3115,2,5,3,1.9315,1,14.9,3112,0,4.57,1.014,3089.8,21,1.0,63,5,2,1154,0.001338,0.0363,57.971,67,35.4,0.0189,0.0073,1,0,0,0,0.064246,0.015625,42,0.7568,2.9628,0.3952,16,7,40
69,4939,3102,0,0,3,1.9535,2,14.9,3092,0,4.5,1.0042,3091.2,12,1.0,63,2,2,1151,0.001402,0.0323,30.303,68,36.4,0.0175,0.0069,0,0,0,0,0.059299,0.015625,42,0.7365,2.9843,0.3951,16,8,39
70,4937,3059,2,5,1,1.9491,1,14.9,5,3049,4.5,0.9906,3088.1,10,1.0,62,2,3,1175,0.001332,0.0322,22.4719,69,37.9,0.0184,0.0065,1,0,0,0,0.077748,0.015625,43,0.799,3.0031,0.3955,15,7,40
71,4937,3080,0,0,3,1.8892,1,15.0,3,3077,4.49,0.9976,3087.3,3,1.0,61,0,1,1130,0.001324,0.0403,8.8235,70,39.0,0.019,0.0079,0,0,0,0,0.063401,0.015625,41,0.7536,3.0262,0.3957,15,7,39
72,4936,3068,0,0,3,1.8505,1,15.0,0,3068,4.54,0.9943,3085.5,0,1.0,59,0,2,1130,0.001214,0.0427,0.0,71,41.2,0.0187,0.0091,0,0,0,0,0.071225,0.015625,41,0.7806,3.0632,0.3968,15,5,39
73,4935,3015,0,0,3,1.9,1,14.9,2,3013,4.42,0.9793,3078.8,2,1.0,59,2,2,1120,0.001184,0.0449,0.0,72,42.2,0.0203,0.0094,0,0,0,0,0.083333,0.015625,39,0.8125,3.0856,0.3977,15,5,39
74,4934,3060,0,0,3,1.8826,1,14.8,0,3060,4.48,0.9945,3077.0,0,1.0,58,0,1,1106,0.000981,0.0415,0.0,73,43.9,0.0199,0.0082,0,1,0,0,0.057508,0.015625,39,0.7283,3.1147,0.3988,15,5,38
75,4933,2949,1,4,3,1.9518,1,14.9,4,2945,4.43,0.9622,3064.8,4,1.0,58,1,1,1106,0.001141,0.0365,13.7457,74,44.7,0.0194,0.007,0,0,0,0,0.056478,0.015625,40,0.7233,3.1546,0.3994,14,5,39
76,4931,3062,1,5,3,1.933,1,14.8,0,3054,4.51,0.9992,3064.5,8,1.0,60,4,2,1134,0.001129,0.0386,21.2766,75,44.1,0.0172,0.0074,1,0,0,0,0.074184,0.015625,41,0.7894,3.1813,0.4004,15,5,40
77,4928,3082,0,0,3,1.93,2,14.8,3097,0,4.52,1.0096,3067.6,0,1.0,59,0,1,1118,0.001142,0.034,0.0,76,44.6,0.0199,0.0083,0,0,0,0,0.076487,0.015625,40,0.7957,3.2039,0.4011,15,5,39
78,4928,3071,0,0,3,1.9432,1,14.8,3072,0,4.48,1.0013,3068.0,0,1.0,58,0,1,1118,0.001007,0.0389,0.0,77,46.4,0.0196,0.0078,0,0,0,0,0.068862,0.015625,40,0.7731,3.2489,0.4023,14,5,39
79,4928,3104,1,5,3,1.9168,1,14.8,3114,0,4.56,1.0159,3073.2,8,1.0,60,4,2,1157,0.001123,0.0339,17.4927,78,45.8,0.0182,0.0072,1,0,0,0,0.059322,0.015625,40,0.7366,3.2856,0.4029,14,5,41
80,4928,3077,1,5,3,1.9784,1,14.9,3070,0,4.55,1.0014,3073.6,8,1.0,63,4,1,1179,0.001128,0.0361,19.83,79,44.6,0.0188,0.0076,1,0,0,0,0.058333,0.015625,40,0.7321,3.3284,0.4036,14,7,42
81,4928,3100,2,5,3,1.981,2,14.9,3104,0,4.54,1.0119,3077.5,10,1.0,63,3,3,1217,0.001107,0.0298,24.9307,80,45.5,0.017,0.0065,2,0,0,0,0.062331,0.015625,39,0.7493,3.3555,0.4036,15,5,43
82,4925,3047,0,0,3,1.9822,2,15.0,0,3047,4.49,0.991,3074.6,0,1.0,62,0,1,1198,0.001141,0.0423,0.0,81,47.2,0.0181,0.0077,0,0,0,0,0.060423,0.015625,39,0.7414,3.4099,0.4041,15,5,42
83,4925,3106,2,5,3,1.9785,1,15.0,3115,0,4.58,1.0148,3079.4,10,1.0,65,5,2,1237,0.001063,0.0356,25.7143,82,46.0,0.0172,0.0076,1,0,0,0,0.065753,0.015625,40,0.7624,3.4619,0.4048,15,6,44
84,4923,3080,1,4,1,1.987,1,15.0,3076,0,4.53,1.0008,3079.6,6,1.0,66,4,3,1246,0.001082,0.0301,14.3266,83,46.0,0.0169,0.0061,0,0,0,0,0.065574,0.015625,41,0.7617,3.4838,0.4049,14,7,45
85,4921,3003,1,4,1,1.9668,2,14.9,0,2998,4.41,0.9774,3072.3,5,1.0,64,3,5,1229,0.001156,0.0375,14.0845,84,46.9,0.018,0.0076,0,0,0,0,0.077748,0.015625,41,0.799,3.5347,0.405,14,5,45
86,4920,3037,0,0,0,1.9432,2,14.9,0,3037,4.5,0.9896,3069.0,0,1.0,60,0,4,1191,0.001114,0.0342,0.0,85,48.3,0.0189,0.007,0,1,0,0,0.065527,0.015625,39,0.7615,3.5803,0.4048,13,5,42
87,4919,3136,3,5,1,1.9218,1,14.9,3172,0,4.55,1.0341,3080.0,13,1.0,61,3,2,1220,0.001139,0.0416,37.6812,86,48.3,0.0168,0.0069,2,0,0,0,0.074792,0.015625,40,0.7911,3.6025,0.4043,13,5,43
88,4917,3087,0,0,3,1.8824,1,14.8,3082,0,4.46,1.0041,3081.4,12,1.0,63,4,2,1219,0.001137,0.0465,32.1716,87,47.8,0.0166,0.0076,0,0,0,0,0.067183,0.015625,39,0.7674,3.6516,0.4045,13,5,45
89,4917,3053,1,3,3,1.8613,1,14.9,7,3036,4.51,0.9917,3078.7,17,1.0,65,4,2,1233,0.001174,0.0432,47.8873,88,47.3,0.0165,0.0072,0,0,0,0,0.067568,0.015625,40,0.7688,3.6732,0.4043,14,5,46
90,4917,3067,1,5,1,1.8742,1,14.9,3,3045,4.53,0.9966,3077.5,22,1.0,68,6,3,1265,0.001117,0.0292,60.274,89,46.1,0.0155,0.0064,1,0,0,0,0.076923,0.015625,41,0.7969,3.6971,0.4044,14,7,47
91,4912,3098,2,3,1,1.9305,2,14.9,3096,0,4.55,1.0084,3080.3,10,1.0,68,3,3,1277,0.001113,0.0325,22.2841,90,45.8,0.0162,0.0068,0,0,0,0,0.086721,0.015625,40,0.8198,3.716,0.405,13,7,48
92,4906,3061,1,3,2,1.9408,2,14.8,0,3061,4.52,0.9943,3078.4,0,1.0,64,1,5,1263,0.000939,0.0289,0.0,91,49.5,0.0175,0.0066,0,2,0,0,0.070866,0.015625,39,0.7795,3.757,0.406,12,6,46
93,4904,2971,0,0,3,1.9374,2,14.8,2,2969,4.47,0.9683,3068.2,2,1.0,60,2,6,1218,0.000987,0.0392,0.0,92,53.0,0.018,0.0065,0,0,0,0,0.065274,0.015625,39,0.7606,3.8145,0.4067,12,5,43
94,4903,3080,1,4,1,1.9313,1,14.7,3082,0,4.53,1.0067,3070.4,9,1.0,62,6,4,1197,0.000912,0.0312,26.4706,93,52.2,0.018,0.0077,0,0,0,0,0.076705,0.015625,37,0.7963,3.8855,0.4075,13,5,44
95,4903,3022,2,5,1,1.9517,1,14.8,4,3008,4.51,0.9857,3065.8,14,1.0,61,2,3,1214,0.001001,0.0347,38.674,94,52.4,0.0168,0.0068,1,0,0,0,0.069333,0.015625,38,0.7746,3.9495,0.408,12,5,44
96,4902,3086,0,0,1,1.9587,2,14.7,3095,0,4.45,1.0098,3068.9,4,1.0,59,0,2,1192,0.000977,0.0339,11.7302,95,55.0,0.0171,0.0071,0,0,0,0,0.053672,0.015625,38,0.7089,3.9919,0.4082,11,5,43
97,4901,3069,1,3,0,1.9539,1,14.7,3063,0,4.58,1.0003,3069.0,7,1.0,59,1,1,1186,0.000955,0.0318,20.8333,96,56.0,0.0173,0.0073,0,0,0,0,0.080925,0.015625,38,0.8069,4.0526,0.4086,12,5,42
98,4899,2988,1,3,0,1.9785,1,14.8,10,2979,4.46,0.9763,3061.4,9,1.0,58,1,2,1179,0.001004,0.0315,29.0323,97,56.7,0.0193,0.0083,0,1,0,0,0.069401,0.015625,37,0.7749,4.1062,0.4093,12,5,41
99,4898,3054,1,4,3,1.9788,2,14.6,10,3044,4.58,0.9978,3060.7,10,1.0,58,1,1,1177,0.000986,0.0382,30.6748,98,57.7,0.018,0.008,0,1,0,0,0.070588,0.015625,37,0.7786,4.1591,0.4103,12,5,41
100,4898,3121,1,5,3,1.9839,2,14.8,3159,0,4.55,1.0319,3071.0,10,1.0,58,1,1,1174,0.000917,0.0387,30.4878,99,58.6,0.0185,0.0074,1,0,0,0,0.059524,0.015625,36,0.7375,4.2068,0.4112,12,5,41
101,4897,3089,1,3,3,1.9808,2,14.7,3084,0,4.54,1.0077,3073.5,13,1.0,59,2,1,1187,0.001071,0.0456,34.7826,100,58.6,0.0185,0.0087,0,0,0,0,0.082621,0.015625,35,0.8109,4.2894,0.4123,13,5,41
102,4897,2972,0,0,3,1.9852,2,14.8,10,2963,4.44,0.9703,3063.9,9,1.0,59,0,0,1181,0.000928,0.0418,27.3556,101,59.6,0.0189,0.0088,0,0,0,0,0.065672,0.015625,35,0.7621,4.3401,0.4135,13,5,41
103,4896,2995,2,5,3,1.9852,1,14.7,7,2978,4.44,0.9796,3057.4,17,1.0,60,4,3,1201,0.001036,0.0378,47.619,102,58.3,0.0176,0.0074,1,1,0,0,0.064865,0.015625,37,0.7591,4.3834,0.4138,14,5,41
104,4894,2969,2,5,3,1.9837,1,14.6,3,2946,4.48,0.9738,3048.9,23,1.0,64,10,6,1191,0.001069,0.0368,74.6753,103,53.1,0.0173,0.007,1,2,0,0,0.07362,0.015625,39,0.7878,4.4079,0.4136,14,5,45
