seed,rate,window,k_star,J_star,eta,type_count_kstar,H_kstar,drift_kstar,flags
2024,0.001,17,2,0.5003,0.4743,3,1.2988,0.2015,low_eta
2024,0.001,18,2,-0.032,0.4743,1,-0.0,0.468,low_eta
2024,0.001,19,0,-0.5,0.4743,1,-0.0,0.0,low_eta
2024,0.001,20,0,-0.5,0.4743,1,-0.0,0.0,low_eta
2024,0.001,21,0,-0.5,0.4743,1,-0.0,0.0,low_eta
2024,0.001,22,2,0.1781,0.4743,3,0.8659,0.3122,low_eta
2024,0.001,23,4,0.5809,0.4743,3,1.2244,0.3565,low_eta
2024,0.001,24,4,0.4652,0.4743,5,1.4345,0.3232,low_eta
2024,0.001,25,4,1.2807,0.4743,4,1.8911,0.5506,low_eta
7,0.002,1,0,-0.5,0.5029,1,-0.0,,"drift_missing,low_eta"
7,0.002,2,4,-0.2793,0.5029,2,0.3675,0.1457,low_eta
7,0.002,3,4,0.3524,0.5029,4,1.1761,0.3373,low_eta
7,0.002,4,4,-0.1286,0.5029,1,-0.0,0.3714,low_eta
7,0.002,5,0,-0.5,0.5029,1,-0.0,0.0,low_eta
7,0.002,6,4,-0.1362,0.5029,2,0.4395,0.2168,low_eta
7,0.002,7,4,1.2563,0.5029,5,2.0131,0.5357,low_eta
7,0.002,8,4,0.2833,0.5029,4,1.0892,0.3551,low_eta
7,0.002,9,4,0.5661,0.5029,4,1.4183,0.3088,low_eta
7,0.002,10,4,-0.0656,0.5029,3,0.6686,0.2658,low_eta
7,0.002,11,2,0.9003,0.5029,4,1.6383,0.423,low_eta
7,0.002,12,4,0.8172,0.5029,4,1.5284,0.4498,low_eta
7,0.002,13,4,1.2845,0.5029,5,2.0049,0.5721,low_eta
7,0.002,14,4,0.9535,0.5029,5,1.8331,0.4129,low_eta
7,0.002,15,4,0.4988,0.5029,4,1.4256,0.2342,low_eta
7,0.002,16,2,-0.0631,0.5029,1,-0.0,0.4369,low_eta
7,0.002,17,0,-0.5,0.5029,1,-0.0,0.0,low_eta
7,0.002,18,2,1.1621,0.5029,4,1.7652,0.5579,low_eta
7,0.002,19,4,0.8179,0.5029,5,1.6254,0.485,low_eta
7,0.002,20,4,-0.0277,0.5029,1,-0.0,0.4723,low_eta
7,0.002,21,0,-0.5,0.5029,1,-0.0,0.0,low_eta
7,0.002,22,4,0.2581,0.5029,2,0.7219,0.3287,low_eta
7,0.002,23,4,0.9281,0.5029,3,1.371,0.5571,low_eta
7,0.002,24,2,-0.0137,0.5029,1,-0.0,0.4863,low_eta
7,0.002,25,2,0.1781,0.5029,3,0.8659,0.3122,low_eta
42,0.002,1,4,-0.4327,0.4738,2,0.3598,,"drift_missing,low_eta"
42,0.002,2,2,0.0128,0.4738,4,0.8831,0.2907,low_eta
42,0.002,3,4,0.4655,0.4738,4,1.3351,0.2914,low_eta
42,0.002,4,4,1.0502,0.4738,3,1.5,0.5502,low_eta
42,0.002,5,4,0.3416,0.4738,3,0.8659,0.4757,low_eta
42,0.002,6,2,0.0329,0.4738,4,1.0219,0.172,low_eta
42,0.002,7,2,-0.1713,0.4738,1,-0.0,0.3287,low_eta
42,0.002,8,4,0.3902,0.4738,2,0.8113,0.3714,low_eta
42,0.002,9,4,-0.1286,0.4738,1,-0.0,0.3714,low_eta
42,0.002,10,2,0.3865,0.4738,4,1.1761,0.3714,low_eta
42,0.002,11,4,0.7449,0.4738,4,1.6106,0.2953,low_eta
42,0.002,12,4,0.907,0.4738,4,1.6577,0.4103,low_eta
42,0.002,13,4,1.3125,0.4738,5,2.25,0.355,low_eta
42,0.002,14,4,0.7224,0.4738,3,1.1982,0.5242,low_eta
42,0.002,15,2,0.8668,0.4738,3,1.5774,0.2894,low_eta
42,0.002,16,2,0.318,0.4738,3,0.7345,0.5835,low_eta
42,0.002,17,4,0.389,0.4738,4,1.1863,0.3637,low_eta
42,0.002,18,4,0.4007,0.4738,4,1.2776,0.2841,low_eta
42,0.002,19,2,0.5509,0.4738,4,1.571,0.1409,low_eta
42,0.002,20,4,0.4697,0.4738,4,1.2917,0.339,low_eta
42,0.002,21,4,0.3746,0.4738,4,1.4517,0.0839,low_eta
42,0.002,22,4,0.0285,0.4738,3,0.7345,0.294,low_eta
42,0.002,23,4,0.8615,0.4738,4,1.5546,0.4679,low_eta
42,0.002,24,4,1.1274,0.4738,5,1.961,0.4589,low_eta
42,0.002,25,4,0.6127,0.4738,4,1.4911,0.2826,low_eta
55,0.002,1,0,-0.5,0.4591,1,-0.0,,"drift_missing,low_eta"
55,0.002,2,4,-0.3868,0.4591,4,0.6212,0.153,low_eta
55,0.002,3,2,0.2673,0.4591,4,1.2366,0.1917,low_eta
55,0.002,4,2,-0.115,0.4591,1,-0.0,0.385,low_eta
55,0.002,5,0,-0.5,0.4591,1,-0.0,0.0,low_eta
55,0.002,6,2,0.6155,0.4591,3,1.1982,0.4173,low_eta
55,0.002,7,4,0.945,0.4591,4,1.8464,0.2596,low_eta
55,0.002,8,2,0.1291,0.4591,1,-0.0,0.6291,low_eta
55,0.002,9,4,0.9536,0.4591,5,1.7446,0.5015,low_eta
55,0.002,10,2,-0.0662,0.4591,2,0.2975,0.4288,low_eta
55,0.002,11,1,-0.3362,0.4591,1,-0.0,0.1638,low_eta
55,0.002,12,4,0.6251,0.4591,5,1.4966,0.421,low_eta
55,0.002,13,4,-0.079,0.4591,1,-0.0,0.421,low_eta
55,0.002,14,4,1.6689,0.4591,5,2.189,0.7724,low_eta
55,0.002,15,4,1.0636,0.4591,4,1.8892,0.3354,low_eta
55,0.002,16,4,1.0403,0.4591,5,1.9365,0.3963,low_eta
55,0.002,17,4,0.8828,0.4591,4,1.7244,0.3194,low_eta
55,0.002,18,4,0.5344,0.4591,3,0.9219,0.6125,low_eta
55,0.002,19,2,0.3411,0.4591,4,1.3216,0.1805,low_eta
55,0.002,20,4,0.7205,0.4591,5,1.7383,0.2747,low_eta
55,0.002,21,2,0.1868,0.4591,3,0.953,0.2338,low_eta
55,0.002,22,4,0.6238,0.4591,5,1.6729,0.2434,low_eta
55,0.002,23,4,0.134,0.4591,3,0.8167,0.3173,low_eta
55,0.002,24,4,0.7654,0.4591,4,1.5016,0.4248,low_eta
55,0.002,25,2,0.0275,0.4591,3,0.7732,0.2543,low_eta
123,0.002,1,2,-0.2644,0.49,3,0.7356,,"drift_missing,low_eta"
123,0.002,2,2,0.6565,0.49,3,1.2602,0.3963,low_eta
123,0.002,3,4,0.366,0.49,4,1.1731,0.3539,low_eta
123,0.002,4,2,-0.1358,0.49,1,-0.0,0.3642,low_eta
123,0.002,5,2,0.1147,0.49,3,0.8167,0.298,low_eta
123,0.002,6,2,-0.202,0.49,1,-0.0,0.298,low_eta
123,0.002,7,2,0.3816,0.49,3,1.0224,0.3592,low_eta
123,0.002,8,2,-0.1408,0.49,1,-0.0,0.3592,low_eta
123,0.002,9,2,0.3967,0.49,4,1.1863,0.3714,low_eta
123,0.002,10,4,0.3527,0.49,4,1.2934,0.2203,low_eta
123,0.002,11,2,0.825,0.49,3,1.5395,0.2855,low_eta
123,0.002,12,2,0.0902,0.49,1,-0.0,0.5902,low_eta
123,0.002,13,4,0.8573,0.49,3,1.371,0.4863,low_eta
123,0.002,14,4,1.1652,0.49,4,1.7885,0.5377,low_eta
123,0.002,15,2,0.1371,0.49,3,0.6686,0.4685,low_eta
123,0.002,16,4,0.5656,0.49,4,1.3605,0.3661,low_eta
123,0.002,17,4,0.2286,0.49,5,1.1635,0.3576,low_eta
123,0.002,18,4,-0.0972,0.49,3,0.6686,0.2342,low_eta
123,0.002,19,2,-0.067,0.49,3,0.8659,0.0671,low_eta
123,0.002,20,2,-0.1878,0.49,1,-0.0,0.3122,low_eta
123,0.002,21,2,0.9879,0.49,3,1.4573,0.5306,low_eta
123,0.002,22,2,1.0022,0.49,4,1.8656,0.2976,low_eta
123,0.002,23,4,0.6685,0.49,3,1.1401,0.5284,low_eta
123,0.002,24,4,0.3027,0.49,3,0.8077,0.495,low_eta
123,0.002,25,4,0.45,0.49,3,1.0727,0.3773,low_eta
314,0.002,1,2,-0.1528,0.4798,3,0.8472,,"drift_missing,low_eta"
314,0.002,2,4,-0.2575,0.4798,4,0.7425,0.161,low_eta
314,0.002,3,4,-0.2208,0.4798,2,0.3373,0.2344,low_eta
314,0.002,4,4,-0.3212,0.4798,1,-0.0,0.1788,low_eta
314,0.002,5,4,0.4707,0.4798,2,0.8631,0.4001,low_eta
314,0.002,6,4,0.3572,0.4798,3,0.8684,0.4888,low_eta
314,0.002,7,4,0.3212,0.4798,2,0.684,0.4297,low_eta
314,0.002,8,4,0.3917,0.4798,3,0.9464,0.4453,low_eta
314,0.002,9,2,-0.1588,0.4798,1,-0.0,0.3412,low_eta
314,0.002,10,0,-0.5,0.4798,1,-0.0,0.0,low_eta
314,0.002,11,2,0.3816,0.4798,3,1.0224,0.3592,low_eta
314,0.002,12,2,-0.1566,0.4798,3,0.5304,0.313,low_eta
314,0.002,13,4,0.7028,0.4798,4,1.4003,0.4635,low_eta
314,0.002,14,4,-0.0765,0.4798,1,-0.0,0.4235,low_eta
314,0.002,15,4,1.6207,0.4798,5,1.9916,0.9216,low_eta
314,0.002,16,4,0.4531,0.4798,2,0.3228,0.9228,low_eta
314,0.002,17,4,0.5368,0.4798,4,1.3245,0.3733,low_eta
314,0.002,18,4,0.6074,0.4798,4,1.3753,0.3931,low_eta
314,0.002,19,4,0.4268,0.4798,4,1.2776,0.3102,low_eta
314,0.002,20,4,-0.1102,0.4798,1,-0.0,0.3898,low_eta
314,0.002,21,4,0.2983,0.4798,2,0.7496,0.3412,low_eta
314,0.002,22,4,0.0206,0.4798,3,0.6144,0.4062,low_eta
314,0.002,23,2,-0.1149,0.4798,3,0.8167,0.0684,low_eta
314,0.002,24,2,1.096,0.4798,4,1.8586,0.3984,low_eta
314,0.002,25,2,0.8602,0.4798,3,1.5305,0.3297,low_eta
456,0.002,1,2,-0.4776,0.4717,4,0.6834,,"drift_missing,low_eta"
456,0.002,2,0,-0.5,0.4717,1,-0.0,0.0,low_eta
456,0.002,3,2,0.2904,0.4717,4,1.2087,0.2427,low_eta
456,0.002,4,4,0.6751,0.4717,5,1.7004,0.2672,low_eta
456,0.002,5,4,0.6067,0.4717,4,1.5488,0.2189,low_eta
456,0.002,6,4,1.2658,0.4717,4,1.9542,0.4726,low_eta
456,0.002,7,4,1.196,0.4717,4,1.9015,0.4555,low_eta
456,0.002,8,4,0.6974,0.4717,4,1.4183,0.4401,low_eta
456,0.002,9,4,0.1496,0.4717,3,0.7732,0.3764,low_eta
456,0.002,10,2,0.7084,0.4717,4,1.583,0.2864,low_eta
456,0.002,11,2,0.4449,0.4717,4,1.3716,0.2343,low_eta
456,0.002,12,4,1.0558,0.4717,5,2.0126,0.3357,low_eta
456,0.002,13,2,0.0748,0.4717,1,-0.0,0.5748,low_eta
456,0.002,14,2,0.6205,0.4717,3,1.1995,0.421,low_eta
456,0.002,15,4,0.5765,0.4717,5,1.6137,0.2553,low_eta
456,0.002,16,2,-0.0484,0.4717,1,-0.0,0.4516,low_eta
456,0.002,17,2,1.2191,0.4717,4,1.7899,0.5902,low_eta
456,0.002,18,4,0.4987,0.4717,5,1.2554,0.5358,low_eta
456,0.002,19,4,-0.1594,0.4717,2,0.3373,0.2958,low_eta
456,0.002,20,4,1.142,0.4717,3,1.5305,0.6115,low_eta
456,0.002,21,4,0.8948,0.4717,5,1.771,0.4163,low_eta
456,0.002,22,4,0.8185,0.4717,4,1.7272,0.2523,low_eta
456,0.002,23,4,0.7821,0.4717,5,1.5789,0.4957,low_eta
456,0.002,24,4,0.8181,0.4717,2,0.9852,0.6254,low_eta
456,0.002,25,4,0.0069,0.4717,1,-0.0,0.5069,low_eta
789,0.002,1,2,-0.0823,0.4716,4,1.0787,,"drift_missing,low_eta"
789,0.002,2,2,0.0428,0.4716,4,1.1727,0.0311,low_eta
789,0.002,3,4,0.4855,0.4716,4,1.4613,0.1852,low_eta
789,0.002,4,2,-0.023,0.4716,3,0.6144,0.3626,low_eta
789,0.002,5,2,-0.3511,0.4716,3,0.6402,0.0087,low_eta
789,0.002,6,4,0.0731,0.4716,2,0.5226,0.343,low_eta
789,0.002,7,4,0.622,0.4716,3,1.1568,0.4652,low_eta
789,0.002,8,4,0.1953,0.4716,2,0.5226,0.4652,low_eta
789,0.002,9,4,1.2425,0.4716,5,1.9455,0.5895,low_eta
789,0.002,10,4,0.3488,0.4716,4,1.0219,0.4879,low_eta
789,0.002,11,4,0.4407,0.4716,4,1.2087,0.393,low_eta
789,0.002,12,4,0.9603,0.4716,4,1.6692,0.4521,low_eta
789,0.002,13,2,0.0306,0.4716,1,-0.0,0.5306,low_eta
789,0.002,14,4,-0.2764,0.4716,2,0.3373,0.1788,low_eta
789,0.002,15,4,-0.265,0.4716,2,0.469,0.0585,low_eta
789,0.002,16,4,0.708,0.4716,4,1.3979,0.4711,low_eta
789,0.002,17,4,0.2515,0.4716,5,1.3364,0.2076,low_eta
789,0.002,18,4,0.6225,0.4716,5,1.6714,0.2436,low_eta
789,0.002,19,4,0.5619,0.4716,4,1.4047,0.3182,low_eta
789,0.002,20,2,0.2606,0.4716,4,1.2487,0.1729,low_eta
789,0.002,21,4,-0.0678,0.4716,4,0.804,0.2892,low_eta
789,0.002,22,4,-0.1403,0.4716,3,0.6144,0.2453,low_eta
789,0.002,23,4,0.0918,0.4716,3,0.8343,0.2575,low_eta
789,0.002,24,4,0.295,0.4716,3,0.8684,0.4266,low_eta
789,0.002,25,4,0.3055,0.4716,4,1.0263,0.4402,low_eta
999,0.002,1,0,-0.5,0.4926,1,-0.0,,"drift_missing,low_eta"
999,0.002,2,2,0.3479,0.4926,4,1.2419,0.267,low_eta
999,0.002,3,4,0.4326,0.4926,4,1.421,0.1726,low_eta
999,0.002,4,2,-0.14,0.4926,3,0.5907,0.2693,low_eta
999,0.002,5,4,-0.0397,0.4926,2,0.4395,0.3133,low_eta
999,0.002,6,4,0.1636,0.4926,3,0.8031,0.3605,low_eta
999,0.002,7,2,-0.202,0.4926,1,-0.0,0.298,low_eta
999,0.002,8,0,-0.5,0.4926,1,-0.0,0.0,low_eta
999,0.002,9,2,0.639,0.4926,3,1.2155,0.4235,low_eta
999,0.002,10,2,-0.0765,0.4926,1,-0.0,0.4235,low_eta
999,0.002,11,2,0.6512,0.4926,4,1.3753,0.4369,low_eta
999,0.002,12,4,0.0679,0.4926,2,0.3912,0.4692,low_eta
999,0.002,13,4,1.1821,0.4926,5,1.8962,0.5784,low_eta
999,0.002,14,4,0.6954,0.4926,4,1.5016,0.3548,low_eta
999,0.002,15,4,0.5123,0.4926,3,1.1221,0.3902,low_eta
999,0.002,16,2,0.1207,0.4926,4,1.0583,0.2234,low_eta
999,0.002,17,4,0.3136,0.4926,4,1.0975,0.3771,low_eta
999,0.002,18,4,0.6875,0.4926,4,1.4183,0.4302,low_eta
999,0.002,19,2,0.0587,0.4926,3,0.8167,0.242,low_eta
999,0.002,20,4,0.1928,0.4926,2,0.5917,0.3936,low_eta
999,0.002,21,4,-0.2254,0.4926,1,-0.0,0.2746,low_eta
999,0.002,22,2,0.3345,0.4926,3,0.9864,0.3481,low_eta
999,0.002,23,2,-0.1519,0.4926,1,-0.0,0.3481,low_eta
999,0.002,24,0,-0.5,0.4926,1,-0.0,0.0,low_eta
999,0.002,25,4,-0.0957,0.4926,2,0.469,0.2278,low_eta
1337,0.002,1,0,-0.5,0.484,1,-0.0,,"drift_missing,low_eta"
1337,0.002,2,2,0.6898,0.484,3,1.3576,0.3322,low_eta
1337,0.002,3,4,0.0819,0.484,4,0.9493,0.2936,low_eta
1337,0.002,4,4,0.4023,0.484,5,1.3685,0.3263,low_eta
1337,0.002,5,4,-0.1102,0.484,1,-0.0,0.3898,low_eta
1337,0.002,6,0,-0.5,0.484,1,-0.0,0.0,low_eta
1337,0.002,7,2,0.3967,0.484,4,1.1863,0.3714,low_eta
1337,0.002,8,4,1.0984,0.484,4,1.7842,0.4752,low_eta
1337,0.002,9,4,0.5659,0.484,3,0.9056,0.6603,low_eta
1337,0.002,10,4,0.1378,0.484,3,0.7229,0.4149,low_eta
1337,0.002,11,4,0.3443,0.484,2,0.7219,0.4149,low_eta
1337,0.002,12,4,-0.1333,0.484,2,0.2975,0.3617,low_eta
1337,0.002,13,2,1.2661,0.484,4,1.8774,0.5497,low_eta
1337,0.002,14,4,0.5272,0.484,4,1.0975,0.5907,low_eta
1337,0.002,15,4,-0.3691,0.484,4,0.6438,0.1481,low_eta
1337,0.002,16,4,0.1074,0.484,3,0.8167,0.2907,low_eta
1337,0.002,17,4,0.4983,0.484,3,1.1488,0.3495,low_eta
1337,0.002,18,4,-0.0999,0.484,1,-0.0,0.4001,low_eta
1337,0.002,19,4,0.7021,0.484,5,1.5577,0.4369,low_eta
1337,0.002,20,4,0.2959,0.484,2,0.5917,0.4967,low_eta
1337,0.002,21,4,1.165,0.484,4,1.7296,0.5964,low_eta
1337,0.002,22,2,0.0026,0.484,3,0.6144,0.3882,low_eta
1337,0.002,23,2,1.376,0.484,3,1.5058,0.8702,low_eta
1337,0.002,24,2,0.6472,0.484,4,1.0263,0.7819,low_eta
1337,0.002,25,4,0.8085,0.484,4,1.5016,0.4679,low_eta
2024,0.002,1,0,-0.5,0.4932,1,-0.0,,"drift_missing,low_eta"
2024,0.002,2,4,0.1554,0.4932,4,1.0736,0.2428,low_eta
2024,0.002,3,4,0.0516,0.4932,4,0.8262,0.3864,low_eta
2024,0.002,4,4,0.0764,0.4932,3,0.6999,0.3765,low_eta
2024,0.002,5,2,-0.0233,0.4932,3,0.6784,0.2983,low_eta
2024,0.002,6,2,0.6045,0.4932,3,1.3472,0.2573,low_eta
2024,0.002,7,4,0.4628,0.4932,5,1.4112,0.3441,low_eta
2024,0.002,8,4,-0.0562,0.4932,2,0.3095,0.4268,low_eta
2024,0.002,9,4,0.8767,0.4932,3,1.371,0.5057,low_eta
2024,0.002,10,2,-0.0161,0.4932,3,0.7345,0.2494,low_eta
2024,0.002,11,2,0.0699,0.4932,3,0.7943,0.2756,low_eta
2024,0.002,12,4,1.1478,0.4932,4,1.8262,0.4826,low_eta
2024,0.002,13,2,0.5435,0.4932,3,1.2516,0.2919,low_eta
2024,0.002,14,4,0.6183,0.4932,4,1.232,0.5473,low_eta
2024,0.002,15,4,-0.1179,0.4932,1,-0.0,0.3821,low_eta
2024,0.002,16,0,-0.5,0.4932,1,-0.0,0.0,low_eta
2024,0.002,17,2,0.7668,0.4932,3,1.2988,0.468,low_eta
2024,0.002,18,4,0.9786,0.4932,5,1.9244,0.3467,low_eta
2024,0.002,19,4,0.7203,0.4932,4,1.5511,0.3302,low_eta
2024,0.002,20,4,0.3202,0.4932,2,0.8113,0.3014,low_eta
2024,0.002,21,4,-0.0694,0.4932,3,0.5132,0.4174,low_eta
2024,0.002,22,4,1.1418,0.4932,4,1.7925,0.5103,low_eta
2024,0.002,23,4,0.0046,0.4932,2,0.3095,0.4876,low_eta
2024,0.002,24,2,0.4002,0.4932,3,1.1033,0.2969,low_eta
2024,0.002,25,4,0.6214,0.4932,2,0.8813,0.5326,low_eta
7,0.005,1,0,-0.5,0.466,1,-0.0,,"drift_missing,low_eta"
7,0.005,2,2,0.013,0.466,4,0.9196,0.2544,low_eta
7,0.005,3,4,-0.3983,0.466,3,0.42,0.1817,low_eta
7,0.005,4,4,-0.1333,0.466,2,0.3912,0.268,low_eta
7,0.005,5,4,0.6569,0.466,4,1.3605,0.4574,low_eta
7,0.005,6,4,0.4831,0.466,4,1.2075,0.4366,low_eta
7,0.005,7,4,0.3952,0.466,4,1.1401,0.4161,low_eta
7,0.005,8,4,0.3238,0.466,3,1.0141,0.3097,low_eta
7,0.005,9,4,0.5522,0.466,5,1.4805,0.3642,low_eta
7,0.005,10,4,0.4717,0.466,2,0.8524,0.4118,low_eta
7,0.005,11,4,0.8199,0.466,5,1.5589,0.5535,low_eta
7,0.005,12,4,0.9534,0.466,4,1.7345,0.3799,low_eta
7,0.005,13,4,0.2905,0.466,3,0.7732,0.5173,low_eta
7,0.005,14,2,0.2219,0.466,3,0.9219,0.3,low_eta
7,0.005,15,4,1.3457,0.466,5,2.1258,0.5124,low_eta
7,0.005,16,4,0.8225,0.466,5,1.9698,0.1452,low_eta
7,0.005,17,4,0.9143,0.466,4,1.6337,0.4416,low_eta
7,0.005,18,4,1.2068,0.466,5,1.9247,0.5746,low_eta
7,0.005,19,4,0.7261,0.466,4,1.4466,0.4405,low_eta
7,0.005,20,4,-0.0631,0.466,1,-0.0,0.4369,low_eta
7,0.005,21,2,0.5489,0.466,3,1.1488,0.4001,low_eta
7,0.005,22,4,0.6827,0.466,2,0.9183,0.5569,low_eta
7,0.005,23,4,1.2704,0.466,4,1.7527,0.6787,low_eta
7,0.005,24,4,0.8278,0.466,3,1.5395,0.2883,low_eta
7,0.005,25,2,0.0902,0.466,1,-0.0,0.5902,low_eta
42,0.005,1,4,-0.301,0.4731,5,0.9915,,"drift_missing,low_eta"
42,0.005,2,4,0.2852,0.4731,5,1.2733,0.3044,low_eta
42,0.005,3,2,0.2095,0.4731,4,1.2876,0.0829,low_eta
42,0.005,4,4,0.6808,0.4731,2,0.9183,0.555,low_eta
42,0.005,5,4,0.1213,0.4731,2,0.8905,0.0233,low_eta
42,0.005,6,4,0.1203,0.4731,3,0.8684,0.2519,low_eta
42,0.005,7,4,-0.1826,0.4731,1,-0.0,0.3174,low_eta
42,0.005,8,4,0.4606,0.4731,4,1.2366,0.385,low_eta
42,0.005,9,4,0.1364,0.4731,2,0.5917,0.3372,low_eta
42,0.005,10,4,1.4307,0.4731,4,1.8911,0.7006,low_eta
42,0.005,11,4,0.2334,0.4731,3,0.6144,0.619,low_eta
42,0.005,12,4,0.9783,0.4731,5,1.88,0.3908,low_eta
42,0.005,13,4,0.6742,0.4731,4,1.4299,0.4053,low_eta
42,0.005,14,4,0.3779,0.4731,2,0.65,0.5204,low_eta
42,0.005,15,4,1.2393,0.4731,5,2.0441,0.4877,low_eta
42,0.005,16,4,0.9378,0.4731,4,1.7863,0.3125,low_eta
42,0.005,17,4,0.3988,0.4731,4,1.1451,0.4147,low_eta
42,0.005,18,4,0.3222,0.4731,2,0.7871,0.3276,low_eta
42,0.005,19,4,0.0894,0.4731,2,0.8454,0.0365,low_eta
42,0.005,20,4,1.2392,0.4731,5,2.0742,0.4575,low_eta
42,0.005,21,4,0.7036,0.4731,3,1.3516,0.352,low_eta
42,0.005,22,4,0.83,0.4731,4,1.6577,0.3333,low_eta
42,0.005,23,4,0.9213,0.4731,4,1.6577,0.4246,low_eta
42,0.005,24,4,1.0082,0.4731,4,1.6226,0.5466,low_eta
42,0.005,25,4,0.6133,0.4731,2,0.8113,0.5945,low_eta
55,0.005,1,0,-0.5,0.4804,1,-0.0,,"drift_missing,low_eta"
55,0.005,2,4,0.0206,0.4804,5,1.1559,0.1572,low_eta
55,0.005,3,4,0.4568,0.4804,4,1.4087,0.2091,low_eta
55,0.005,4,4,0.1169,0.4804,2,0.4395,0.4699,low_eta
55,0.005,5,4,0.4604,0.4804,3,1.0409,0.4195,low_eta
55,0.005,6,4,0.5912,0.4804,4,1.5452,0.207,low_eta
55,0.005,7,4,0.7379,0.4804,4,1.571,0.3279,low_eta
55,0.005,8,4,0.5298,0.4804,3,1.0613,0.4685,low_eta
55,0.005,9,4,1.3106,0.4804,5,2.0133,0.5898,low_eta
55,0.005,10,4,1.0275,0.4804,4,1.5216,0.6669,low_eta
55,0.005,11,4,1.0335,0.4804,3,1.4591,0.5744,low_eta
55,0.005,12,4,0.3151,0.4804,4,1.0219,0.4542,low_eta
55,0.005,13,2,-0.2182,0.4804,1,-0.0,0.2818,low_eta
55,0.005,14,4,1.1977,0.4804,3,1.5486,0.6491,low_eta
55,0.005,15,4,0.8567,0.4804,3,1.2988,0.5579,low_eta
55,0.005,16,4,0.7842,0.4804,3,1.1887,0.5955,low_eta
55,0.005,17,2,0.0461,0.4804,2,0.5917,0.2469,low_eta
55,0.005,18,4,0.5422,0.4804,4,1.3245,0.3787,low_eta
55,0.005,19,4,-0.1255,0.4804,3,0.549,0.3255,low_eta
55,0.005,20,4,0.3744,0.4804,2,0.7642,0.4027,low_eta
55,0.005,21,4,0.8037,0.4804,5,1.7216,0.3746,low_eta
55,0.005,22,4,0.0913,0.4804,2,0.3912,0.4926,low_eta
55,0.005,23,4,0.5756,0.4804,5,1.4966,0.3715,low_eta
55,0.005,24,4,0.4043,0.4804,4,1.295,0.2703,low_eta
55,0.005,25,4,0.6444,0.4804,4,1.571,0.2344,low_eta
123,0.005,1,4,-0.2788,0.4836,5,1.0137,,"drift_missing,low_eta"
123,0.005,2,4,0.5886,0.4836,5,1.5347,0.3464,low_eta
123,0.005,3,4,0.6977,0.4836,5,1.8566,0.1336,low_eta
123,0.005,4,4,0.4889,0.4836,5,1.4568,0.3246,low_eta
123,0.005,5,4,1.5505,0.4836,4,1.9502,0.7613,low_eta
123,0.005,6,4,1.0968,0.4836,5,1.7689,0.6204,low_eta
123,0.005,7,4,1.1465,0.4836,4,1.8352,0.4723,low_eta
123,0.005,8,4,0.7522,0.4836,4,1.319,0.5942,low_eta
123,0.005,9,4,0.1616,0.4836,2,0.6723,0.2818,low_eta
123,0.005,10,4,0.6143,0.4836,4,1.2917,0.4836,low_eta
123,0.005,11,4,0.9243,0.4836,5,1.7533,0.4635,low_eta
123,0.005,12,4,-0.0836,0.4836,2,0.2762,0.4327,low_eta
123,0.005,13,4,-0.1025,0.4836,3,0.6144,0.2831,low_eta
123,0.005,14,4,0.3956,0.4836,2,0.7732,0.4149,low_eta
123,0.005,15,4,-0.1476,0.4836,1,-0.0,0.3524,low_eta
123,0.005,16,4,0.1125,0.4836,2,0.6194,0.2856,low_eta
123,0.005,17,4,-0.2144,0.4836,1,-0.0,0.2856,low_eta
123,0.005,18,0,-0.5,0.4836,1,-0.0,0.0,low_eta
123,0.005,19,4,0.5535,0.4836,5,1.4393,0.4067,low_eta
123,0.005,20,4,0.7415,0.4836,4,1.5734,0.3291,low_eta
123,0.005,21,4,0.5021,0.4836,3,0.9864,0.5157,low_eta
123,0.005,22,4,1.1059,0.4836,4,1.8554,0.4115,low_eta
123,0.005,23,4,0.9661,0.4836,2,0.9544,0.8042,low_eta
123,0.005,24,4,0.342,0.4836,2,0.469,0.6655,low_eta
123,0.005,25,2,0.571,0.4836,3,1.2516,0.3194,low_eta
314,0.005,1,2,-0.1528,0.4726,3,0.8472,,"drift_missing,low_eta"
314,0.005,2,4,-0.0261,0.4726,5,1.0957,0.1707,low_eta
314,0.005,3,4,0.4264,0.4726,4,1.3013,0.2861,low_eta
314,0.005,4,4,0.3225,0.4726,4,1.352,0.1315,low_eta
314,0.005,5,4,0.8658,0.4726,3,1.3788,0.487,low_eta
314,0.005,6,4,0.1553,0.4726,2,0.4138,0.534,low_eta
314,0.005,7,4,0.273,0.4726,5,1.2577,0.3078,low_eta
314,0.005,8,4,1.5615,0.4726,5,2.2464,0.6076,low_eta
314,0.005,9,4,0.4829,0.4726,4,1.1191,0.5248,low_eta
314,0.005,10,4,0.1496,0.4726,3,0.8167,0.3329,low_eta
314,0.005,11,2,-0.3729,0.4726,3,0.5304,0.0967,low_eta
314,0.005,12,4,0.8172,0.4726,3,1.3788,0.4384,low_eta
314,0.005,13,2,0.0069,0.4726,1,-0.0,0.5069,low_eta
314,0.005,14,4,0.1416,0.4726,3,0.8343,0.3073,low_eta
314,0.005,15,4,1.211,0.4726,5,1.9751,0.5284,low_eta
314,0.005,16,4,0.2292,0.4726,2,0.4395,0.5822,low_eta
314,0.005,17,4,0.3839,0.4726,2,0.9183,0.2581,low_eta
