seed,window,rate,frac_hit_C,drift4_hit,drift4_nohit,ratio
456,21,0.001,0.0,,0.4948,
456,22,0.001,0.0,,0.1772,
456,23,0.001,0.0,,0.4369,
456,24,0.001,0.0,,0.3481,
456,25,0.001,0.0,,0.3333,
789,2,0.001,0.0,,0.0649,
789,3,0.001,0.0882,,0.1466,
789,4,0.001,0.0769,1.0,0.1569,6.373
789,5,0.001,0.0,,0.1685,
789,6,0.001,0.0,,0.1044,
789,7,0.001,0.0,,0.2119,
789,8,0.001,0.0435,,0.3122,
789,9,0.001,0.0,,0.3122,
789,10,0.001,0.0,,0.4067,
789,11,0.001,0.0,,0.4067,
789,12,0.001,0.0,,0.2679,
789,13,0.001,0.0,,0.1626,
789,14,0.001,0.0,,0.6294,
789,15,0.001,0.0,,0.3726,
789,16,0.001,0.0,,0.3873,
789,17,0.001,0.0,,0.2407,
789,18,0.001,0.12,,0.5256,
789,19,0.001,0.0,,0.5256,
789,20,0.001,0.1111,,0.2559,
789,21,0.001,0.1875,0.0,0.3645,
789,22,0.001,0.25,0.6776,0.3687,1.838
789,23,0.001,0.2143,0.4369,0.3179,1.374
789,24,0.001,0.0909,1.0,0.5181,1.93
789,25,0.001,0.1429,0.5579,0.3903,1.429
999,2,0.001,0.0,,0.3281,
999,3,0.001,0.0,,0.2468,
999,4,0.001,0.0,,0.3874,
999,5,0.001,0.0556,,0.1005,
999,6,0.001,0.0769,0.0,0.1826,
999,7,0.001,0.0,,0.2073,
999,8,0.001,0.1,,0.3481,
999,9,0.001,0.0,,0.5094,
999,10,0.001,0.0,,0.3994,
999,11,0.001,0.0,,0.2856,
999,12,0.001,0.0,,0.6291,
999,13,0.001,0.0,,0.3959,
999,14,0.001,0.0,,0.1486,
999,15,0.001,0.0,,0.0088,
999,16,0.001,0.0476,,0.2209,
999,17,0.001,0.0,,0.2575,
999,18,0.001,0.0,,0.2679,
999,19,0.001,0.0,,0.0,
999,20,0.001,0.1429,,0.4369,
999,21,0.001,0.0,,0.4555,
999,22,0.001,0.0,,0.6776,
999,23,0.001,0.0,,0.0,
999,24,0.001,0.0714,,0.756,
999,25,0.001,0.0,,0.756,
1337,2,0.001,0.0,,0.3815,
1337,3,0.001,0.05,,0.5468,
1337,4,0.001,0.0,,0.3787,
1337,5,0.001,0.0556,,0.3869,
1337,6,0.001,0.0476,0.0,0.3743,
1337,7,0.001,0.0769,1.0,0.3429,2.916
1337,10,0.001,0.0,,0.066,
1337,11,0.001,0.0,,0.3201,
1337,12,0.001,0.0,,0.3073,
1337,13,0.001,0.0,,0.3073,
1337,14,0.001,0.0952,,0.338,
1337,15,0.001,0.0667,0.0,0.0039,
1337,16,0.001,0.0,,0.2724,
1337,17,0.001,0.0,,0.385,
1337,18,0.001,0.0,,0.4001,
1337,19,0.001,0.2,,0.4001,
1337,20,0.001,0.0,,0.1989,
1337,21,0.001,0.0909,,0.1989,
1337,22,0.001,0.1538,0.0,0.0,
1337,23,0.001,0.0,,0.4863,
1337,24,0.001,0.0,,0.4863,
