window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds
29,4996,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7863,-0.0979,1,50.7
30,4996,3104,2,0,2,4,1.5,1,0,0,0,0,0,0,0,3,1.7028,-0.0835,1,50.5
31,4995,3170,2,0,2,5,0.64,1,0,0,0,0,0,0,0,3,1.8078,0.1049,1,51.4
32,4994,3110,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,3,1.8149,0.0072,2,51.5
33,4994,3048,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.8232,0.0082,2,51.9
34,4994,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8486,0.0254,2,51.0
35,4994,3177,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8424,-0.0062,1,52.0
36,4994,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7901,-0.0523,1,50.4
37,4994,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8568,0.0667,1,53.1
38,4994,3074,2,0,2,5,0.9143,1,0,0,0,0,0,0,0,3,1.8543,-0.0025,1,52.4
39,4994,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9501,0.0958,1,52.3
40,4994,3080,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.922,-0.028,1,53.4
41,4993,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9713,0.0493,1,52.4
42,4993,3095,1,0,1,5,2.0,1,0,0,0,0,0,0,0,3,1.9656,-0.0057,1,56.1
43,4993,3100,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9313,-0.0343,1,54.7
44,4992,3006,1,0,1,4,0.75,1,0,0,0,0,0,0,0,1,1.8474,-0.0839,2,53.1
45,4992,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9247,0.0773,2,54.2
46,4992,3109,2,0,2,5,1.28,2,0,0,0,0,0,0,0,0,1.9387,0.014,1,53.2
47,4992,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8516,-0.0871,1,54.3
48,4992,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9258,0.0742,1,55.6
49,4992,3060,2,0,2,5,0.4444,1,0,0,0,0,0,0,0,1,1.9367,0.0109,1,55.3
50,4990,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9787,0.042,1,50.4
51,4990,3095,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.9337,-0.045,1,48.1
52,4990,3138,1,0,1,5,0.9091,1,0,0,0,0,0,0,0,3,1.9438,0.0101,1,46.3
53,4989,3068,2,0,2,5,0.5,1,0,0,0,0,0,0,0,3,1.9506,0.0068,2,47.5
54,4987,3031,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,1,1.9373,-0.0133,2,47.6
55,4986,3047,2,0,2,4,1.3333,1,0,0,0,0,0,0,0,1,1.9735,0.0362,2,47.8
56,4985,3051,1,0,1,5,0.0,1,0,0,0,0,0,0,0,1,1.9871,0.0135,2,47.9
57,4982,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0086,2,47.9
58,4982,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9877,0.0092,1,48.9
59,4978,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9877,0.0,1,48.0
60,4974,3089,2,0,2,6,2.0,1,0,0,0,0,0,0,0,3,1.9926,0.0049,1,48.0
61,4968,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9899,-0.0027,1,48.3
62,4964,3044,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9919,0.002,1,48.3
63,4961,3015,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,3,1.9941,0.0022,1,48.1
64,4961,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9884,-0.0057,2,48.0
65,4958,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9794,-0.0091,1,49.2
66,4958,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8741,-0.1052,1,45.8
67,4955,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8783,0.0042,1,48.2
68,4955,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.712,-0.1663,1,48.0
69,4954,2970,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.8911,0.1791,1,48.6
70,4954,3030,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9501,0.059,1,48.4
71,4954,3023,1,0,1,5,0.48,1,0,0,0,0,0,0,0,3,1.9852,0.0352,2,46.5
72,4954,3006,1,0,1,5,0.2667,2,0,0,0,0,0,0,0,3,1.8449,-0.1403,2,48.2
73,4954,3067,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.9134,0.0685,2,47.6
74,4954,3043,3,0,3,5,1.0667,3,0,0,0,0,0,0,0,1,1.9363,0.0229,2,48.2
75,4952,2960,1,0,1,5,0.2667,1,0,0,0,0,0,0,0,3,1.9612,0.025,2,48.7
76,4952,3107,1,0,1,3,0.5,2,0,0,0,0,0,0,0,3,1.933,-0.0282,2,48.2
77,4949,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9057,-0.0273,2,48.5
78,4949,3142,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.9592,0.0536,1,48.0
79,4949,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9457,-0.0135,1,48.7
80,4949,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9837,0.0379,1,46.6
81,4945,3005,1,0,1,5,0.72,2,0,0,0,0,0,0,0,1,1.9837,0.0,1,49.4
82,4942,2988,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9634,-0.0202,1,46.4
83,4938,2963,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.9424,-0.0211,2,48.4
84,4936,2989,2,0,2,5,1.5,1,0,0,0,0,0,0,0,1,1.9668,0.0244,2,48.3
85,4933,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9436,-0.0232,2,47.0
86,4929,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9424,-0.0013,1,47.7
87,4928,2977,2,0,2,5,0.8889,2,0,0,0,0,0,0,0,1,1.9936,0.0512,1,46.3
88,4926,3062,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9733,-0.0203,1,47.9
89,4924,3034,2,0,2,5,0.0,1,0,0,0,0,0,0,0,3,1.9042,-0.0691,2,48.1
90,4921,2976,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9266,0.0224,2,47.9
91,4919,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9408,0.0142,2,48.5
92,4912,3117,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.9775,0.0367,1,48.2
93,4910,3025,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.9824,0.0049,1,48.1
94,4906,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9958,0.0133,2,46.1
95,4903,2979,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9952,-0.0005,1,47.7
96,4901,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992,-0.0032,1,45.9
97,4901,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9699,-0.0221,1,48.3
98,4899,2979,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,3,1.9816,0.0117,1,46.1
99,4898,3011,3,0,3,5,1.2,1,0,0,0,0,0,0,0,1,1.9913,0.0097,1,48.2
100,4898,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9785,-0.0128,2,48.2
101,4897,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9587,-0.0198,1,46.7
102,4896,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9461,-0.0126,1,47.7
103,4894,2952,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.8589,-0.0872,1,46.6
104,4892,3016,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.8748,0.0159,1,47.1
105,4891,3060,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.7958,-0.079,2,47.1
106,4886,3005,2,0,2,5,1.0,1,0,0,0,0,0,0,0,3,1.7901,-0.0058,2,48.1
107,4886,3077,2,0,2,3,0.3333,1,0,0,0,0,0,0,0,3,1.8366,0.0466,2,47.9
108,4885,3017,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7912,-0.0455,2,48.0
109,4883,3033,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.8228,0.0316,1,48.5
110,4881,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8908,0.068,1,47.5
111,4881,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7424,-0.1484,1,49.0
112,4880,3023,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.9305,0.1881,1,46.5
113,4879,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9727,0.0422,1,47.6
114,4879,3002,1,0,1,5,0.5143,1,0,0,0,0,0,0,0,1,1.9728,0.0001,1,46.9
115,4879,3087,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,1,1.9839,0.0111,1,46.6
116,4879,2896,1,0,1,5,0.0,1,0,0,0,0,0,0,0,0,1.9597,-0.0242,2,48.1
117,4877,2988,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.7713,-0.1885,2,46.8
118,4877,2996,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,1,1.7922,0.0209,2,47.4
119,4874,2949,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.7922,0.0,2,46.5
120,4873,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9671,0.1749,2,47.6
121,4873,3053,2,0,2,5,0.6,1,0,0,0,0,0,0,0,1,1.9737,0.0066,1,46.8
122,4871,2976,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.982,0.0083,1,46.9
123,4869,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9784,-0.0036,2,48.5
124,4868,3098,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9507,-0.0277,1,47.0
125,4868,3035,3,0,3,5,1.2,1,0,0,0,0,0,0,0,3,1.9797,0.029,1,47.2
126,4868,2925,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.976,-0.0038,2,46.3
127,4868,3058,1,0,1,4,0.75,1,0,0,0,0,0,0,0,1,1.9612,-0.0147,2,48.0
128,4865,3014,2,0,2,5,0.2857,1,0,0,0,0,0,0,0,1,1.8769,-0.0843,2,47.1
129,4864,3011,2,0,2,5,0.8,2,0,0,0,0,0,0,0,1,1.8735,-0.0034,2,47.4
130,4861,2937,1,0,1,5,0.4,1,0,0,0,0,0,0,0,2,1.8838,0.0103,2,47.0
131,4860,2903,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9467,0.0629,2,46.9
132,4857,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.981,0.0343,2,47.1
133,4857,3041,1,0,1,3,0.4,1,0,0,0,0,0,0,0,3,1.99,0.009,1,46.3
134,4854,2906,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9911,0.0011,1,49.1
135,4851,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9875,-0.0036,2,46.6
136,4848,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.962,-0.0254,1,48.6
137,4844,2968,1,0,1,4,0.4,1,0,0,0,0,0,0,0,3,1.976,0.0139,1,46.1
138,4842,2972,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9701,-0.0058,1,49.2
139,4840,3015,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.977,0.0068,2,45.6
140,4836,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9919,0.0149,2,46.3
141,4833,2958,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9957,0.0039,1,48.0
142,4828,3023,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9585,-0.0373,1,47.8
143,4827,3043,1,0,1,4,1.6,1,0,0,0,0,0,0,0,3,1.9267,-0.0317,1,47.1
144,4827,3040,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.9401,0.0133,2,45.9
145,4825,2956,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,2,1.9874,0.0474,2,47.7
146,4823,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9762,-0.0112,2,45.9
147,4815,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9748,-0.0013,1,46.7
148,4813,2928,3,0,3,5,0.6667,2,0,0,0,0,0,0,0,1,1.9798,0.0049,1,48.0
149,4810,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9342,-0.0456,1,46.4
150,4805,2923,2,0,2,5,2.0,1,0,0,0,0,0,0,0,3,1.9761,0.0419,1,48.0
151,4802,3003,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.9667,-0.0093,1,46.0
152,4800,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9667,0.0,2,47.5
153,4797,3027,2,0,2,5,0.75,1,0,0,0,0,0,0,0,3,1.9003,-0.0664,1,45.4
154,4792,3007,3,0,3,5,1.6,1,0,0,0,0,0,0,0,3,1.9342,0.0339,1,47.4
155,4789,3059,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9612,0.027,2,45.8
156,4788,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.96,-0.0012,2,45.7
157,4788,2937,1,0,1,5,0.3,1,0,0,0,0,0,0,0,0,1.976,0.016,1,47.0
158,4788,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9767,0.0006,1,45.5
159,4786,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9754,-0.0012,1,47.0
160,4785,2875,1,0,1,5,0.6,1,0,0,0,0,0,0,0,3,1.8973,-0.0781,1,46.1
161,4782,2990,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.8548,-0.0425,1,47.0
162,4780,3010,1,0,1,4,0.375,1,0,0,0,0,0,0,0,3,1.9685,0.1137,2,46.8
163,4779,2873,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9527,-0.0158,2,48.3
164,4778,2960,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.99,0.0372,2,45.2
165,4775,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9968,0.0068,2,45.7
166,4774,3026,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9852,-0.0116,1,47.0
167,4773,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9491,-0.0361,1,47.0
168,4772,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.976,0.0269,1,46.8
169,4769,2969,2,0,2,3,1.3333,1,0,0,0,0,0,0,0,3,1.9781,0.0021,1,46.7
170,4768,3023,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9764,-0.0017,1,46.5
171,4768,2892,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.971,-0.0054,2,45.2
172,4766,2945,2,0,2,5,0.16,1,0,0,0,0,0,0,0,1,1.9525,-0.0186,2,47.9
173,4764,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9824,0.0299,2,45.0
174,4764,2938,2,0,2,5,0.3333,2,0,0,0,0,0,0,0,3,1.9877,0.0053,1,46.7
175,4764,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9785,-0.0092,1,46.1
176,4763,2921,2,0,2,5,0.64,1,0,0,0,0,0,0,0,3,1.9819,0.0034,1,47.8
177,4763,2905,1,0,1,5,0.9,1,0,0,0,0,0,0,0,1,1.9984,0.0166,1,46.0
178,4762,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9871,-0.0114,2,45.9
179,4760,2920,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.9437,-0.0434,1,46.9
180,4756,2959,1,0,1,5,2.0,1,0,0,0,0,0,0,0,1,1.9296,-0.0141,1,46.4
181,4755,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9127,-0.0168,2,47.2
182,4754,2802,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.8739,-0.0388,1,46.0
183,4753,3030,3,0,3,5,1.2,2,0,0,0,0,0,0,0,1,1.8986,0.0247,1,47.9
184,4751,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9334,0.0348,2,44.9
185,4751,2918,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.9336,0.0002,1,46.0
186,4751,2924,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.9147,-0.0189,1,47.0
187,4747,2913,1,0,1,3,0.0,1,0,0,0,0,0,0,0,1,1.9638,0.0491,2,44.4
188,4747,2904,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,1,1.9269,-0.037,2,47.8
189,4747,2909,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.9345,0.0076,2,45.0
190,4747,2882,1,0,1,3,0.4,1,0,0,0,0,0,0,0,3,1.9499,0.0155,2,47.6
191,4745,3013,1,0,1,5,1.28,1,0,0,0,0,0,0,0,3,1.9542,0.0043,2,45.6
192,4744,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9849,0.0307,2,47.3
193,4741,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9772,-0.0077,1,46.3
194,4740,2931,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9709,-0.0062,1,45.4
195,4740,2945,2,0,2,3,0.6667,1,0,0,0,0,0,0,0,3,1.9767,0.0057,1,46.8
196,4739,2982,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9821,0.0055,2,44.7
197,4736,2980,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9694,-0.0128,1,47.9
198,4736,2874,4,0,4,5,1.0,2,0,0,0,0,0,0,0,1,1.9699,0.0005,1,45.7
199,4735,3022,1,0,1,5,0.6667,1,0,0,0,0,0,0,0,3,1.9287,-0.0412,2,46.6
200,4735,2917,2,0,2,5,0.72,1,0,0,0,0,0,0,0,3,1.8637,-0.0651,2,47.5
