window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds
23,5000,3092,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9332,0.0605,2,47.7
24,5000,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9219,-0.0113,2,47.8
25,5000,3072,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.8609,-0.0611,1,49.2
26,5000,3186,2,0,2,5,2.0,2,0,0,0,0,0,0,0,3,1.9809,0.12,1,48.5
27,5000,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9316,-0.0493,2,49.8
28,5000,3084,1,0,1,3,0.8,1,0,0,0,0,0,0,0,3,1.9576,0.026,1,48.1
29,4999,3098,3,0,3,5,0.8,1,0,0,0,0,0,0,0,3,1.9542,-0.0034,1,50.0
30,4998,3098,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9822,0.028,2,49.8
31,4998,2982,3,0,3,5,0.8,2,0,0,0,0,0,0,0,1,1.97,-0.0123,1,50.7
32,4997,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.948,-0.022,1,50.6
33,4997,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9315,-0.0165,1,50.9
34,4995,2936,1,0,1,4,1.5,3,0,0,0,0,0,0,0,3,1.9094,-0.0222,1,51.7
35,4995,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8683,-0.0411,1,52.3
36,4993,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8512,-0.017,1,54.1
37,4993,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8775,0.0262,1,54.2
38,4992,3074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,0.03,1,54.2
39,4987,3113,1,0,1,5,0.9143,1,0,0,0,0,0,0,0,3,1.9175,0.0099,1,52.7
40,4983,2933,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.7835,-0.134,1,53.0
41,4982,3069,2,0,2,4,1.125,1,0,0,0,0,0,0,0,1,1.8765,0.093,2,53.3
42,4979,3226,4,0,4,5,0.8,4,0,0,0,0,0,0,0,1,1.8132,-0.0633,2,54.6
43,4979,3071,3,0,3,5,1.0,1,0,0,0,0,0,0,0,3,1.744,-0.0692,2,55.4
44,4974,3053,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.8837,0.1396,2,54.0
45,4972,3076,1,0,1,4,1.0,2,0,0,0,0,0,0,0,3,1.9092,0.0256,2,55.7
46,4968,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8889,-0.0203,2,54.6
47,4965,3126,1,0,1,3,0.3333,3,0,0,0,0,0,0,0,3,1.9185,0.0296,1,54.2
48,4960,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.881,-0.0375,1,54.3
49,4955,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9053,0.0243,1,51.2
50,4950,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9315,0.0262,1,47.0
51,4946,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.976,0.0444,1,46.0
52,4942,3057,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.9352,-0.0407,1,47.8
53,4940,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9218,-0.0134,1,47.2
54,4937,3003,1,0,1,5,0.3429,1,0,0,0,0,0,0,0,1,1.9463,0.0245,1,48.0
55,4933,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9597,0.0134,1,47.5
56,4931,3088,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9499,-0.0098,1,47.0
57,4931,2992,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.9628,0.0128,1,48.7
58,4928,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9299,-0.0328,1,47.2
59,4925,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9329,0.003,1,48.2
60,4924,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9133,-0.0196,1,47.0
61,4924,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9574,0.0441,1,47.3
62,4923,3045,2,0,2,5,0.48,1,0,0,0,0,0,0,0,3,1.9794,0.022,1,47.5
63,4921,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9121,-0.0673,1,47.8
64,4920,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9436,0.0315,1,47.7
65,4920,3079,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9634,0.0199,1,47.5
66,4918,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9692,0.0058,1,49.0
67,4916,2955,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9764,0.0072,1,47.8
68,4916,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9846,0.0082,1,48.3
69,4916,3039,2,0,2,5,1.6,1,0,0,0,0,0,0,0,1,1.9668,-0.0178,1,46.4
70,4913,3097,2,0,2,5,0.6,1,0,0,0,0,0,0,0,3,1.9525,-0.0143,1,48.4
71,4911,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9749,0.0224,2,48.2
72,4911,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.876,-0.0989,1,48.9
73,4908,2950,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.7914,-0.0846,1,47.5
74,4906,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9198,0.1283,1,47.9
75,4904,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9075,-0.0123,1,48.6
76,4902,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8727,-0.0348,1,47.5
77,4902,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7666,-0.1062,1,48.8
78,4902,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8149,0.0484,1,47.6
79,4902,3012,3,0,3,4,1.1429,1,0,0,0,0,0,0,0,3,1.6709,-0.144,1,48.0
80,4901,2974,3,0,3,5,0.6667,1,0,0,0,0,0,0,0,3,1.9062,0.2353,1,48.2
81,4901,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9351,0.0288,2,47.7
82,4901,2871,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9885,0.0534,1,48.7
83,4901,3033,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.9924,0.0039,1,46.7
84,4897,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9952,0.0028,2,47.0
85,4896,2994,1,0,1,5,0.32,1,0,0,0,0,0,0,0,3,1.9822,-0.013,1,46.3
86,4892,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.948,-0.0342,1,48.2
87,4890,3040,2,0,2,5,0.6857,1,0,0,0,0,0,0,0,1,1.9319,-0.0161,1,47.0
88,4889,3053,1,0,1,5,0.96,1,0,0,0,0,0,0,0,2,1.8937,-0.0383,1,47.4
89,4887,2998,1,0,1,3,0.25,2,0,0,0,0,0,0,0,1,1.9194,0.0257,2,48.2
90,4887,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9603,0.041,2,46.4
91,4886,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.962,0.0017,1,48.8
92,4883,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9681,0.006,1,46.8
93,4879,2996,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9678,-0.0003,1,48.0
94,4875,2960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9408,-0.0269,1,48.2
95,4874,2986,1,0,1,5,0.6,1,0,0,0,0,0,0,0,1,1.9758,0.035,1,46.9
96,4874,2944,2,0,2,4,1.5,1,0,0,0,0,0,0,0,3,1.8865,-0.0893,1,48.3
97,4873,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.943,0.0566,2,46.9
98,4869,3062,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9133,-0.0297,1,46.8
99,4866,3067,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9297,0.0164,1,45.9
100,4864,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9489,0.0192,1,47.9
101,4861,3035,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.9766,0.0277,1,47.7
102,4861,2912,1,0,1,5,0.48,1,0,0,0,0,0,0,0,3,1.9984,0.0218,1,46.0
103,4860,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9852,-0.0133,2,47.4
104,4859,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9726,-0.0125,1,46.6
105,4858,2986,2,0,2,4,1.1429,1,0,0,0,0,0,0,0,3,1.969,-0.0036,1,47.6
106,4857,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.966,-0.003,1,45.4
107,4856,3019,2,0,2,5,0.5818,1,0,0,0,0,0,0,0,1,1.9855,0.0195,1,47.6
108,4856,3054,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.9864,0.001,1,47.4
109,4856,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9438,-0.0427,2,46.5
110,4856,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9574,0.0137,1,47.2
111,4856,2999,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.9574,0.0,1,46.8
112,4854,2880,1,0,1,5,0.64,1,0,0,0,0,0,0,0,3,1.9501,-0.0073,1,47.1
113,4853,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9304,-0.0197,2,46.9
114,4852,3123,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,1.9387,0.0083,1,47.6
115,4850,3028,1,0,1,3,0.2667,2,0,0,0,0,0,0,0,3,1.971,0.0322,1,46.8
116,4849,2982,2,0,2,5,1.0,1,0,0,0,0,0,0,0,3,1.9808,0.0099,2,48.0
117,4849,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9542,-0.0266,2,48.1
118,4848,2936,1,0,1,5,1.0667,1,0,0,0,0,0,0,0,1,1.9785,0.0242,1,47.0
119,4847,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9491,-0.0294,1,47.2
120,4847,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9652,0.0161,1,46.7
121,4847,3131,2,0,2,5,1.1429,1,0,0,0,0,0,0,0,0,1.9652,0.0,1,47.2
122,4844,3052,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.9547,-0.0105,1,48.8
123,4844,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9641,0.0094,2,46.8
124,4844,3030,1,0,1,5,0.6,2,0,0,0,0,0,0,0,1,1.9446,-0.0194,1,46.7
125,4844,2999,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.8783,-0.0663,1,47.2
126,4843,3073,1,0,1,3,0.0,1,0,0,0,0,0,0,0,1,1.9038,0.0255,2,47.6
127,4843,3007,2,0,2,5,0.6857,1,0,0,0,0,0,0,0,1,1.8826,-0.0212,2,46.9
128,4843,2948,3,0,3,5,0.5143,1,0,0,0,0,0,0,0,1,1.9437,0.0612,2,46.6
129,4842,2968,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9554,0.0116,2,47.2
130,4841,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9821,0.0268,2,46.7
131,4841,3001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9764,-0.0057,1,47.7
132,4839,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9911,0.0147,1,45.4
133,4838,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.987,-0.0041,1,47.4
134,4837,3094,3,0,3,5,0.6667,1,0,0,0,0,0,0,0,1,1.9408,-0.0462,1,45.9
135,4831,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9197,-0.0211,1,47.0
136,4830,3052,1,0,1,5,2.0,1,0,0,0,0,0,0,0,3,1.8889,-0.0309,1,47.2
137,4829,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9015,0.0126,1,46.9
138,4827,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9363,0.0348,1,48.6
139,4824,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8366,-0.0997,1,46.8
140,4821,2945,1,0,1,4,2.0,1,0,0,0,0,0,0,0,3,1.7759,-0.0607,1,45.2
141,4821,2930,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.8727,0.0969,1,47.6
142,4821,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,0.0329,2,46.6
143,4820,2996,1,0,1,5,0.4571,1,0,0,0,0,0,0,0,1,1.7417,-0.164,1,47.1
144,4819,3034,1,0,1,5,0.5714,1,0,0,0,0,0,0,0,1,1.8506,0.1089,1,47.4
145,4818,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.839,-0.0115,2,46.9
146,4815,2921,1,0,1,5,1.6,1,0,0,0,0,0,0,0,1,1.8911,0.052,1,47.1
147,4815,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.953,0.0619,1,46.5
148,4813,2986,1,0,1,5,0.1455,1,0,0,0,0,0,0,0,0,1.9621,0.0092,1,46.5
149,4811,2939,3,0,3,5,1.5,2,0,0,0,0,0,0,0,3,1.8276,-0.1345,1,45.7
150,4811,2962,1,0,1,4,1.2,1,0,0,0,0,0,0,0,3,1.9542,0.1266,2,46.9
151,4811,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9907,0.0365,2,46.1
152,4808,2824,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.9989,0.0082,1,47.5
153,4808,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9952,-0.0037,1,45.5
154,4808,2947,1,0,1,5,1.5,1,0,0,0,0,0,0,0,1,1.982,-0.0132,1,46.4
155,4807,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9592,-0.0228,1,47.8
156,4806,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9403,-0.0189,1,46.1
157,4805,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8262,-0.1141,1,47.2
158,4804,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.93,0.1038,1,46.8
159,4803,2991,2,0,2,5,0.9,1,0,0,0,0,0,0,0,3,1.8667,-0.0633,1,47.7
160,4802,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9257,0.059,1,47.0
161,4801,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.962,0.0363,1,46.6
162,4799,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9518,-0.0102,1,46.8
163,4798,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9716,0.0197,1,46.1
164,4796,2999,1,0,1,5,0.9143,1,0,0,0,0,0,0,0,1,1.9412,-0.0304,1,46.3
165,4796,2847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9438,0.0026,1,45.8
166,4794,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9469,0.0031,1,47.3
167,4793,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9732,0.0263,1,46.2
168,4793,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9788,0.0056,1,47.7
169,4789,2869,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,3,1.987,0.0082,1,45.9
170,4788,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9629,-0.0241,1,46.5
171,4786,2961,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.906,-0.0569,1,46.9
172,4784,2912,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,1,1.9713,0.0652,1,45.7
173,4781,2948,1,0,1,4,1.0,1,0,0,0,0,0,0,0,1,1.9955,0.0243,2,46.7
174,4780,2845,1,0,1,5,0.9143,1,0,0,0,0,0,0,0,1,1.9761,-0.0195,2,45.7
175,4780,2933,2,0,2,5,1.2,1,0,0,0,0,0,0,0,1,1.9671,-0.009,2,46.7
176,4778,2944,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9413,-0.0257,2,45.5
177,4778,2887,2,0,2,5,1.0,2,0,0,0,0,0,0,0,3,1.926,-0.0154,2,47.3
178,4778,2961,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9431,0.0171,2,45.8
179,4778,2969,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9517,0.0086,2,48.7
180,4778,2954,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.8984,-0.0533,2,46.1
181,4777,2972,3,0,3,4,0.0,1,0,0,0,0,0,0,0,3,1.8769,-0.0215,2,46.6
182,4775,2993,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.8506,-0.0264,2,45.9
183,4772,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8024,-0.0482,2,46.0
184,4765,2803,2,0,2,4,0.5,1,0,0,0,0,0,0,0,1,1.9727,0.1704,1,46.5
185,4762,2868,1,0,1,5,0.4,1,0,0,0,0,0,0,0,1,1.9884,0.0157,1,46.1
186,4760,2941,1,0,1,5,0.3429,1,0,0,0,0,0,0,0,1,1.962,-0.0264,2,47.1
187,4758,2869,2,0,2,4,1.0,1,0,0,0,0,0,0,0,3,1.9494,-0.0126,2,46.6
188,4758,2957,2,0,2,5,0.3333,1,0,0,0,0,0,0,0,3,1.9591,0.0096,2,47.1
189,4753,2941,1,0,1,4,0.9,1,0,0,0,0,0,0,0,1,1.9798,0.0207,2,46.0
190,4751,2949,1,0,1,3,0.4,2,0,0,0,0,0,0,0,3,1.9843,0.0046,2,46.2
191,4748,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9761,-0.0082,2,46.9
192,4747,2899,1,0,1,5,0.8889,1,0,0,0,0,0,0,0,3,1.9659,-0.0102,1,46.3
193,4746,2886,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.9749,0.009,1,44.6
194,4740,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9576,-0.0173,2,45.7
195,4737,2844,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.9647,0.0072,1,47.1
196,4736,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9065,-0.0582,1,46.3
197,4734,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9243,0.0177,1,47.0
198,4733,2863,1,0,1,5,0.5333,1,0,0,0,0,0,0,0,3,1.9567,0.0324,1,45.5
199,4732,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9203,-0.0363,1,47.2
200,4731,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9163,-0.004,1,44.0
