window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds
127,4909,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9853,0.0396,1,47.1
128,4909,2979,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,1,1.9853,0.0,1,47.6
129,4909,3035,2,0,2,4,1.5,2,0,0,0,0,0,0,0,3,1.9219,-0.0633,1,48.3
130,4908,3040,3,0,3,5,2.0,1,0,0,0,0,0,0,0,3,1.9057,-0.0163,2,47.3
131,4908,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8629,-0.0428,2,47.0
132,4908,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8607,-0.0022,1,45.6
133,4907,3066,3,0,3,5,0.8889,1,0,0,0,0,0,0,0,3,1.898,0.0374,1,48.5
134,4907,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9077,0.0096,1,48.7
135,4906,3104,1,0,1,3,1.0,1,0,0,0,0,0,0,0,3,1.8907,-0.017,1,47.6
136,4906,2960,1,0,1,5,0.1818,1,0,0,0,0,0,0,0,3,1.9492,0.0585,1,47.4
137,4905,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9464,-0.0028,2,48.6
138,4904,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8683,-0.0781,1,47.3
139,4903,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9132,0.0449,1,47.0
140,4902,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8424,-0.0708,1,47.2
141,4902,3063,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.8861,0.0437,1,46.4
142,4901,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.966,0.0799,1,48.7
143,4898,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9839,0.0179,1,45.7
144,4897,3117,2,0,2,5,0.5,1,0,0,0,0,0,0,0,3,1.9877,0.0038,1,47.7
145,4897,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9776,-0.0101,1,46.9
146,4897,3044,1,0,1,5,0.9,1,0,0,0,0,0,0,0,3,1.9671,-0.0105,1,47.4
147,4896,2956,1,0,1,5,0.4,2,0,0,0,0,0,0,0,3,1.966,-0.0011,1,46.6
148,4896,2974,2,0,2,5,0.5,1,0,0,0,0,0,0,0,3,1.9785,0.0125,2,47.0
149,4896,2910,2,0,2,5,1.0667,1,0,0,0,0,0,0,0,3,1.9887,0.0102,2,48.6
150,4895,3044,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,1,1.9944,0.0057,2,45.0
151,4894,2989,1,0,1,5,0.6,1,0,0,0,0,0,0,0,1,1.9975,0.0031,2,48.0
152,4893,2985,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,3,1.978,-0.0195,2,45.6
153,4892,3006,1,0,1,5,0.2286,1,0,0,0,0,0,0,0,3,1.9404,-0.0376,2,47.5
154,4889,2975,1,0,1,4,1.5,2,0,0,0,0,0,0,0,1,1.8474,-0.093,2,45.5
155,4886,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8821,0.0347,2,46.6
156,4886,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8671,-0.015,1,46.5
157,4884,3091,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,3,1.9054,0.0383,1,45.4
158,4883,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.926,0.0206,1,47.6
159,4881,2992,3,0,3,5,1.0,1,0,0,0,0,0,0,0,1,1.9887,0.0627,1,46.3
160,4878,3105,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.9785,-0.0102,1,47.1
161,4874,2988,1,0,1,5,1.0667,2,0,0,0,0,0,0,0,3,1.9774,-0.0011,2,46.2
162,4873,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9446,-0.0328,2,47.4
163,4873,2996,1,0,1,3,0.6667,3,0,0,0,0,0,0,0,3,1.922,-0.0226,1,47.1
164,4872,3033,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9322,0.0102,1,45.9
165,4872,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9156,-0.0167,2,47.2
166,4871,2997,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9215,0.006,1,46.2
167,4871,3020,2,0,2,5,0.5,1,0,0,0,0,0,0,0,3,1.8708,-0.0508,1,47.8
168,4871,2947,2,0,2,5,0.5455,1,0,0,0,0,0,0,0,1,1.8962,0.0255,1,45.6
169,4871,3006,1,0,1,4,0.3333,1,0,0,0,0,0,0,0,0,1.8568,-0.0395,2,47.4
170,4871,2986,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.7661,-0.0906,2,45.6
171,4871,3095,1,0,1,5,0.2222,1,0,0,0,0,0,0,0,3,1.8572,0.0911,2,45.6
172,4871,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9418,0.0846,2,47.6
173,4870,2938,2,0,2,5,1.5,1,0,0,0,0,0,0,0,1,1.9282,-0.0137,1,46.2
174,4869,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9675,0.0394,1,47.9
175,4869,2914,1,0,1,5,0.72,1,0,0,0,0,0,0,0,3,1.9654,-0.0021,1,45.9
176,4869,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9822,0.0168,1,47.9
177,4869,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9975,0.0153,1,45.6
178,4867,2977,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.887,-0.1105,1,47.7
179,4867,2922,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8683,-0.0187,1,46.2
180,4867,2991,2,0,2,5,0.4,2,0,0,0,0,0,0,0,1,1.9243,0.056,1,46.3
181,4867,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9555,0.0312,1,47.2
182,4865,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9583,0.0028,1,46.3
183,4863,2973,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.9617,0.0033,1,46.8
184,4863,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9153,-0.0464,1,45.3
185,4862,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9142,-0.0012,1,45.5
186,4862,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.944,0.0298,1,46.6
187,4862,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,-0.0257,1,45.9
188,4862,2913,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9056,-0.0127,1,48.2
189,4860,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.904,-0.0017,1,44.9
190,4859,2999,2,0,2,5,2.0,1,0,0,0,0,0,0,0,1,1.9678,0.0638,1,47.1
191,4859,3060,1,0,1,3,0.8889,1,0,0,0,0,0,0,0,3,1.9289,-0.0388,1,47.4
192,4859,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9462,0.0172,2,45.5
193,4859,2979,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9681,0.0219,1,46.8
194,4859,2887,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9621,-0.006,1,45.7
195,4859,2935,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9544,-0.0076,2,47.1
196,4857,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9387,-0.0157,2,45.7
197,4857,2940,2,0,2,5,0.45,1,0,0,0,0,0,0,0,1,1.9814,0.0427,1,46.2
198,4857,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9656,-0.0158,1,46.2
199,4856,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8413,-0.1243,1,47.3
200,4855,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8829,0.0416,1,42.7
